movement_label,movement_fraction,movement_frequency,movement_duration,movement_intervels,gender,group,group_id
running,0.168647825259092,3.0,20.333333333333332,17917.5,male,Morning_Light-on,1
trotting,1.4797486603378396,16.0,27.5972125,5456.74992,male,Morning_Light-on,1
left_turning,7.33890052498436,83.0,33.14888192771084,1039.6351390243904,male,Morning_Light-on,1
right_turning,1.9584908739765525,25.0,28.291468,3421.2345625,male,Morning_Light-on,1
walking,13.404781981883959,124.0,32.1860693548387,688.1886739837399,male,Morning_Light-on,1
stepping,3.511682942088513,36.0,38.83756666666666,2456.2544342857145,male,Morning_Light-on,1
sniffing,37.96752169300655,202.0,70.67007871287129,370.0395169154229,male,Morning_Light-on,1
rising,8.1086962435057,89.0,34.089419101123596,932.1956431818181,male,Morning_Light-on,1
hunching,2.1352990778772134,17.0,46.19770588235294,4796.5911,male,Morning_Light-on,1
rearing,4.757500748034709,40.0,43.4488675,2085.07908974359,male,Morning_Light-on,1
climbing,7.099529418165003,55.0,45.643643636363635,1509.1896666666667,male,Morning_Light-on,1
jumping,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
grooming,9.68364932132851,38.0,91.60748421052631,1990.4888594594595,male,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
pausing,2.3855506895519953,5.0,180.8,14961.75,male,Morning_Light-on,1
running,0.6261063397364452,10.0,22.50522,7576.2539,male,Morning_Light-on,1
trotting,2.7470005900478593,33.0,27.8922,2530.40873125,male,Morning_Light-on,1
left_turning,7.018291483642562,63.0,34.314950793650794,1375.6551564516128,male,Morning_Light-on,1
right_turning,2.694551891431194,30.0,30.80395,2905.3750862068964,male,Morning_Light-on,1
walking,16.747525077034027,126.0,43.77922142857143,657.5583784,male,Morning_Light-on,1
stepping,3.215760833934308,30.0,30.708926666666667,2728.0671965517236,male,Morning_Light-on,1
sniffing,31.246312200878517,150.0,66.91762466666665,521.2997704697987,male,Morning_Light-on,1
rising,7.965646102406083,73.0,34.69646301369863,1092.9612986111115,male,Morning_Light-on,1
hunching,2.4782010096374485,19.0,42.56541578947368,4391.275172222222,male,Morning_Light-on,1
rearing,6.106995345177998,31.0,57.97732903225806,2541.04249,male,Morning_Light-on,1
climbing,9.80135055398938,49.0,60.64326326530613,1533.0124979166667,male,Morning_Light-on,1
jumping,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
grooming,7.214974103455058,25.0,105.33257200000003,3396.1422541666666,male,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,male,Morning_Light-on,1
pausing,2.137284468629122,4.0,188.5,10999.0,male,Morning_Light-on,1
running,0.9481005183386917,13.0,23.005884615384616,5657.171091666666,female,Night_Light-on,3
trotting,3.9728364280559014,46.0,26.51037608695652,1743.716297777778,female,Night_Light-on,3
left_turning,7.676661636375566,79.0,30.065686075949365,1030.6445602564102,female,Night_Light-on,3
right_turning,3.4052883669050584,37.0,29.477532432432433,2209.273352777778,female,Night_Light-on,3
walking,14.91371957220655,143.0,31.24202727272727,550.613652112676,female,Night_Light-on,3
stepping,2.7065153205170263,23.0,31.439060869565218,3137.45235,female,Night_Light-on,3
sniffing,29.000721737418804,180.0,45.360018333333336,420.027669273743,female,Night_Light-on,3
rising,10.721081293878354,101.0,31.304376237623767,789.181946,female,Night_Light-on,3
hunching,3.1953283905255563,28.0,35.370017857142855,2960.1218666666664,female,Night_Light-on,3
rearing,7.417492290532117,48.0,46.835154166666676,1597.4987489361702,female,Night_Light-on,3
climbing,7.273144806771209,45.0,43.62168,1825.294809090909,female,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,female,Night_Light-on,3
grooming,6.922117971261728,24.0,100.57329166666668,2959.536591304348,female,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,female,Night_Light-on,3
pausing,1.8469916672134374,2.0,301.0,9299.0,female,Night_Light-on,3
running,1.1004467979480392,21.0,20.82227142857143,3903.25516,male,Night_Light-on,3
trotting,3.157923768547631,37.0,32.671954054054055,2265.0946944444445,male,Night_Light-on,3
left_turning,5.118870318274587,59.0,30.432471186440676,1446.031353448276,male,Night_Light-on,3
right_turning,3.1027635280489823,37.0,33.033608108108105,2273.4163722222224,male,Night_Light-on,3
walking,11.545038336367147,102.0,37.651611764705876,799.4119465346535,male,Night_Light-on,3
stepping,3.350984610292901,34.0,31.38321470588235,2451.4270606060604,male,Night_Light-on,3
sniffing,20.693364223068013,144.0,51.46419791666667,546.6352286713286,male,Night_Light-on,3
rising,12.780627723536874,131.0,35.74355190839694,629.3503461538462,male,Night_Light-on,3
hunching,5.8028573004578305,41.0,53.34471463414634,1945.5820899999999,male,Night_Light-on,3
rearing,10.50526780296762,63.0,62.13039523809523,1179.2552,male,Night_Light-on,3
climbing,9.313806608196812,54.0,60.20476851851852,1514.5273679245283,male,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,male,Night_Light-on,3
grooming,13.111589166528766,34.0,110.93407941176473,2423.166803030303,male,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,male,Night_Light-on,3
pausing,0.4164598157647967,1.0,151.0,0.0,male,Night_Light-on,3
running,0.8458092655900036,10.0,30.202070000000003,8521.074844444445,female,Night_Light-on,3
trotting,4.971708122126606,50.0,36.931160000000006,1732.0313632653065,female,Night_Light-on,3
