revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
right_turning,0,30,30,77.10471205145056,29.724736164486366
rising,31,50,19,39.673745425877414,32.4791585986934
left_turning,51,137,86,107.17670326459707,29.348420330564647
stepping,138,167,29,76.90008081280506,24.961518721230025
sniffing,168,234,66,31.77072830108466,25.789947191446878
rising,235,291,56,29.54007117963049,29.60479683336216
sniffing,292,313,21,57.267990479802144,29.605726020684724
rising,314,330,16,26.36279829202155,31.43192345608536
left_turning,331,362,31,56.51112792733971,31.468332991808232
walking,363,422,59,163.63023660859187,28.93577901941741
left_turning,423,456,33,126.05068788357448,29.14031030063665
rising,457,481,24,26.786461077180114,31.26521106577697
sniffing,482,501,19,27.70484639523653,27.272179077065015
right_turning,502,523,21,80.31987455340379,30.98912069406346
sniffing,524,578,54,53.68386046005702,31.80700330402987
right_turning,579,584,5,63.217422888176195,33.30139865139476
walking,585,595,10,140.4410441125606,29.687718909095114
sniffing,596,655,59,30.43768446676455,34.158735471237144
walking,656,706,50,144.8011314818795,31.043685297003062
sniffing,707,758,51,66.29755853827973,32.05526050423667
walking,759,818,59,166.29935235685844,28.391052403586084
sniffing,819,823,4,80.36317704736042,29.4316157743936
rising,824,834,10,34.90513733369233,33.1381682806128
sniffing,835,849,14,70.81202568942656,31.75608823448625
rising,850,909,59,27.92051010692671,33.36154095692642
sniffing,910,992,82,25.758264761222865,30.40081808656121
rising,993,1018,25,17.223663609179997,32.50798972861576
sniffing,1019,1134,115,33.90175609041671,32.66955451982129
left_turning,1135,1174,39,75.77029354197825,31.28235273646394
walking,1175,1208,33,146.78377110877358,27.3507178430598
sniffing,1209,1242,33,52.1029493035462,29.251361780794802
right_turning,1243,1265,22,74.3042322706247,32.78721296006797
left_turning,1266,1311,45,105.75997623101962,31.45996307393874
walking,1312,1368,56,108.12366324309276,30.60010059312839
left_turning,1369,1408,39,109.99234230051476,28.684600321708928
walking,1409,1462,53,110.38588735451602,26.46991159074616
sniffing,1463,1472,9,53.20223866256811,30.850217746132007
walking,1473,1494,21,99.497937007162,29.764838359757256
sniffing,1495,1507,12,59.83745091836606,32.552472360906535
rising,1508,1528,20,56.5587947017087,33.53726482799482
sniffing,1529,1571,42,63.8869466781787,34.68254030821132
stepping,1572,1619,47,99.57404593251424,30.729341309364866
walking,1620,1631,11,149.04248507553268,31.407919406401604
rising,1632,1664,32,22.767799392527163,34.293745816902806
left_turning,1665,1676,11,86.37089516732972,30.08909252002668
sniffing,1677,1790,113,33.99284843254222,31.018570170555197
rising,1791,1820,29,23.636777031406965,32.54954764192667
sniffing,1821,1926,105,24.370877649854695,32.657489681854784
walking,1927,1967,40,174.70726368371302,26.989194793430016
rising,1968,2017,49,33.737390961585476,31.77896587869205
right_turning,2018,2059,41,95.79831280346744,33.58382978582207
trotting,2060,2111,51,235.13515286540695,29.409562784760062
hunching,2112,2127,15,34.458935085703885,35.827021054775855
climbing,2128,2142,14,36.05342249475032,45.54808039787356
right_turning,2143,2151,8,43.483334774304716,30.953240700451108
walking,2152,2168,16,92.4846266685062,27.17961364841243
rising,2169,2218,49,32.39781671852292,34.50908944897804
rearing,2219,2263,44,35.83029044010794,40.26680686889631
trotting,2264,2274,10,197.15647364303004,28.373799635170144
sniffing,2275,2287,12,65.88333197267748,27.104735121214123
rising,2288,2296,8,43.73522568968784,34.17653185579752
climbing,2297,2337,40,48.504710043305586,47.59363273860894
sniffing,2338,2385,47,35.425896176099904,23.620225078194096
rising,2386,2396,10,35.81699751211576,29.01105196132465
climbing,2397,2423,26,42.675298292764644,47.247056811449575
sniffing,2424,2456,32,63.649655361463054,31.436471111865682
walking,2457,2480,23,186.59703970418022,31.894075133808155
hunching,2481,2500,19,48.48351430478728,36.30355457835731
rearing,2501,2515,14,31.32205984532017,37.24849692295682
left_turning,2516,2527,11,108.47388288592204,32.59850642766809
sniffing,2528,2545,17,26.990372535294167,32.79399944325768
left_turning,2546,2597,51,73.18584846390861,31.976524800428255
sniffing,2598,2620,22,58.04125256155617,29.442413355592244
walking,2621,2629,8,139.00826222978225,27.385780693284964
rising,2630,2670,40,43.45922485227173,30.423343200816053
right_turning,2671,2687,16,85.64071423117687,29.9252018420126
sniffing,2688,2782,94,49.16779958957629,32.410221139720136
left_turning,2783,2797,14,125.17871831049176,31.663391372435953
trotting,2798,2832,34,251.2947658525138,27.90807175633082
sniffing,2833,2875,42,37.26612483899385,26.79969716388828
rising,2876,2889,13,29.46234314358455,36.295789534431364
climbing,2890,2927,37,41.77790457885329,48.93580563424395
walking,2928,3016,88,141.59799374800227,32.89569607088918
stepping,3017,3044,27,74.88426078352292,28.2153969177484
sniffing,3045,3063,18,31.74837603703401,26.77680960596685
rising,3064,3075,11,39.14933286824656,37.096998233440985
climbing,3076,3187,111,36.4503328780121,43.642867791157606
left_turning,3188,3200,12,100.17985508184321,31.608196596649158
stepping,3201,3224,23,101.83677395778322,35.38591127332216
trotting,3225,3236,11,215.62476837100624,31.420270403749413
hunching,3237,3258,21,67.9540416343993,35.42385282993577
rising,3259,3288,29,80.50350028503777,32.98243353744118
walking,3289,3296,7,100.2071245170649,33.61024620495682
rising,3297,3308,11,73.78491053430938,35.43231144726181
sniffing,3309,3358,49,20.95534308932861,35.35825891055811
rearing,3359,3418,59,16.426792543987865,37.2671361419046
hunching,3419,3470,51,22.125888603418158,36.36861057973362
rising,3471,3495,24,76.7385207362359,35.58284981349496
walking,3496,3558,62,154.5114621285444,32.35428712095703
stepping,3559,3575,16,115.09943921292897,28.157040025173853
right_turning,3576,3617,41,108.04553329047204,33.46279747808088
rising,3618,3626,8,36.84060065625935,37.19232559556704
sniffing,3627,3676,49,45.13915663822445,33.87683986592321
trotting,3677,3692,15,238.6593278901414,31.00667448532187
walking,3693,3720,27,142.55782741874341,26.37096776377017
rising,3721,3731,10,58.480592162878246,35.020535051440426
climbing,3732,3773,41,32.76630326749861,52.85641661671126
rearing,3774,3797,23,27.966378029181424,35.806897105306
sniffing,3798,3833,35,18.83932769433936,27.038112966235307
hunching,3834,3860,26,27.50138413506674,33.7193963088839
rearing,3861,3883,22,44.903861144622546,32.48433468802945
sniffing,3884,3919,35,63.37661164038611,34.81997905635549
walking,3920,3926,6,125.71841896500179,31.923700452781127
rising,3927,3935,8,99.78354110676332,34.92949740434031
climbing,3936,3959,23,62.64911770718491,49.185649631721084
stepping,3960,3963,3,125.49949095649114,34.90056587108834
sniffing,3964,3994,30,85.22449245761474,31.677502289605354
walking,3995,4042,47,162.4626346960185,27.92758926774464
rising,4043,4058,15,39.9076434025304,34.67979287661154
climbing,4059,4101,42,48.98508292348532,44.210606257431465
sniffing,4102,4126,24,115.65477624768813,34.99837883626779
walking,4127,4177,50,195.22569948764695,29.133940987732487
rising,4178,4189,11,45.15769826324686,28.783115399125453
rearing,4190,4200,10,35.40986320215063,37.8234135669932
climbing,4201,4242,41,44.38965408685389,52.095910912854
rearing,4243,4266,23,41.87914922751404,37.279688128241425
rising,4267,4283,16,48.710928132741415,29.69440505492548
climbing,4284,4329,45,47.327712032740976,52.5710181644734
rising,4330,4351,21,91.37155374079123,34.25241089101229
trotting,4352,4385,33,275.6264987899161,34.78562007076302
left_turning,4386,4421,35,124.17610165932439,28.85631785621969
rearing,4422,4441,19,43.28708116611707,35.347098299054785
right_turning,4442,4469,27,85.90072867136476,34.666562356605844
walking,4470,4515,45,131.56796161864685,30.130480617370722
rising,4516,4525,9,44.06027310242478,33.841383694739235
left_turning,4526,4536,10,119.42405854569684,28.915221278950355
sniffing,4537,4551,14,91.89446588678275,26.3016391743223
hunching,4552,4578,26,41.19881846351144,33.79788449635666
walking,4579,4583,4,90.39348460803944,31.64205687530179
rising,4584,4621,37,40.98453349740174,28.054152453251977
climbing,4622,4654,32,56.685341713679556,54.759716469727834
left_turning,4655,4689,34,71.1503509002047,30.96775347594752
sniffing,4690,4710,20,90.13180378060203,29.440444272402697
walking,4711,4766,55,154.51934283345787,27.727048088301096
rising,4767,4794,27,57.72264710649348,36.24454443363001
climbing,4795,4824,29,56.53992050655037,55.82874373001197
left_turning,4825,4843,18,76.96118801162177,32.379867146839835
sniffing,4844,4853,9,90.22409479094065,38.65684132360337
walking,4854,4891,37,187.3217394547647,30.276754241729986
hunching,4892,4902,10,63.54605049184281,34.83504974165514
climbing,4903,4953,50,44.83647485363291,49.07867341625503
sniffing,4954,4978,24,42.97252665433912,32.16427608720886
left_turning,4979,4998,19,108.88461420297517,36.54652837276538
stepping,4999,5041,42,121.34590717752872,31.41209679839686
rising,5042,5059,17,49.43349556879761,32.92817401081904
climbing,5060,5084,24,53.40026165197668,39.00928077182667
hunching,5085,5117,32,54.54065952256833,35.397050044201265
stepping,5118,5118,0,162.02482509383128,35.63293728538901
running,5119,5147,28,333.7866978355446,34.95896518592183
stepping,5148,5190,42,96.27995759853573,34.10093288599962
walking,5191,5221,30,143.13987182939516,26.2874763612376
hunching,5222,5233,11,45.98257993178337,33.6834029035533
climbing,5234,5262,28,49.54031346373564,52.79580251305603
rising,5263,5278,15,42.56165766970609,34.144566633810996
rearing,5279,5321,42,20.495294197928644,34.79783016227307
climbing,5322,5381,59,12.41625380686993,34.32458932863517
rearing,5382,5427,45,22.803996484471487,34.04621974385706
sniffing,5428,5452,24,15.183720294674435,29.526921179417347
right_turning,5453,5485,32,45.379060919020226,30.21271931569548
stepping,5486,5517,31,93.57799783717172,31.881393603068013
walking,5518,5576,58,189.92795230714182,29.002628973168353
sniffing,5577,5599,22,60.94985545096468,31.272458115916567
right_turning,5600,5625,25,105.71680581970773,34.67087971548531
trotting,5626,5678,52,248.34237312525434,29.963375302909387
sniffing,5679,5698,19,38.20484482992484,29.195053572432204
walking,5699,5723,24,96.82867879317448,35.51762546052381
sniffing,5724,5770,46,40.89971153863539,27.90920361302781
rising,5771,5778,7,62.148656120108875,38.89694700783677
climbing,5779,5809,30,58.17991554509322,58.65205029469462
rising,5810,5820,10,63.031174438496514,32.60959893514082
rearing,5821,5845,24,41.13812752622398,38.56223319802912
climbing,5846,5877,31,51.93301174030119,49.386332270254414
running,5878,5884,6,253.4379136374304,38.29561340956301
trotting,5885,5918,33,250.99183131644494,31.30676485153302
hunching,5919,5950,31,21.49450084709389,37.09876704883245
rising,5951,6010,59,12.345465656075088,29.63477089012939
sniffing,6011,6056,45,22.718453951668206,29.70574568321013
rising,6057,6092,35,62.293957801729476,35.07319448333014
sniffing,6093,6115,22,79.45667296759956,24.66563091534392
walking,6116,6124,8,37.446984420254886,39.06734355649956
climbing,6125,6163,38,33.30735472260597,57.055157836390684
rearing,6164,6191,27,41.466829664066395,33.33789537913124
running,6192,6201,9,251.47371759654487,34.39059278670307
walking,6202,6219,17,188.0810499160863,31.298276988686027
rising,6220,6225,5,76.43893715257575,37.88250939851657
climbing,6226,6272,46,41.20646986125762,47.42815107731713
left_turning,6273,6288,15,155.07737506178756,36.5731995383031
trotting,6289,6307,18,238.59238157813903,34.568781419268724
left_turning,6308,6343,35,70.20704990381785,32.71089241799089
trotting,6344,6367,23,214.688054899849,29.70097130542871
sniffing,6368,6373,5,58.245828249838404,31.84342464748579
rearing,6374,6392,18,49.65805170379773,37.35452904623101
left_turning,6393,6409,16,118.52214563808377,31.494270927669223
