revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
rising,0,15,15,40.140804064717784,28.697435726064015
stepping,16,40,24,43.58479942900968,25.756534694223593
sniffing,41,50,9,27.549035689995954,26.583127484830374
rising,51,100,49,27.381774006639436,30.154873638304053
right_turning,101,105,4,63.44228116580276,27.7708302282121
sniffing,106,225,119,36.747111895260765,29.102941370983057
rising,226,280,54,35.665090684087666,32.33798209393786
sniffing,281,452,171,30.222537172310304,27.990053870477663
walking,453,457,4,42.76507153623007,31.90679679311823
rising,458,472,14,27.093227568813152,33.41647436787788
sniffing,473,587,114,23.64525896680041,30.76049930728141
left_turning,588,597,9,57.376995279334515,31.6346769105785
sniffing,598,657,59,20.047330785761133,29.57030386605859
rising,658,697,39,37.85785971478643,32.37804915494412
sniffing,698,750,52,31.12174043215788,29.848172479073053
pausing,751,1051,300,15.601806129047555,27.4674839346929
sniffing,1052,1052,0,33.54910949488577,26.67000820517453
rising,1053,1057,4,39.261250524646485,27.306940710912794
sniffing,1058,1097,39,41.76724355204959,29.71024174904108
stepping,1098,1107,9,39.763025017279645,23.05285251614698
sniffing,1108,1112,4,29.363014639160717,27.417648583144018
rising,1113,1127,14,63.643648436918674,30.321555180788323
walking,1128,1132,4,109.98807747726782,24.113551278186407
sniffing,1133,1187,54,55.483846595981724,25.301493680218076
rising,1188,1227,39,44.04259847474698,34.14827647609026
sniffing,1228,1482,254,26.557130139216714,30.74448435905723
rising,1483,1497,14,30.88742757413105,33.79213642927873
sniffing,1498,1542,44,43.93691461172975,30.199915792734455
stepping,1543,1557,14,41.155027828909866,28.959425697462272
sniffing,1558,1622,64,58.097637785861295,26.766273959972505
walking,1623,1732,109,88.27603018185111,27.021518169437737
sniffing,1733,1792,59,26.48555320244858,29.779239071057376
rising,1793,1797,4,38.75246965829113,30.85688179472739
sniffing,1798,1827,29,60.03594996732175,31.007244288706797
left_turning,1828,1947,119,98.03725133749049,27.61852124501231
sniffing,1948,1997,49,50.76507766259643,28.863399315547795
left_turning,1998,2027,29,66.12159061329949,29.717841615930237
stepping,2028,2032,4,60.44856969418596,37.098911010041626
sniffing,2033,2042,9,67.81811973524388,36.313616793371686
left_turning,2043,2082,39,74.86507424442354,29.874627748534408
sniffing,2083,2273,190,28.01878901315896,27.432272056178007
