revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
sniffing,32228,32241,13,59.59494750928013,37.367112836849294
rearing,32242,32278,36,23.138175622160748,42.97769596991169
trotting,32279,32331,52,197.73538036960394,27.679518445567385
sniffing,32332,32339,7,47.47703695814105,31.5617484403626
rearing,32340,32361,21,24.32050518854173,42.374970481472864
grooming,32362,32376,14,38.92331269900521,38.03454148460938
walking,32377,32411,34,162.2847983675227,32.065458656687696
hunching,32412,32428,16,26.720419703456844,37.05166848994741
rising,32429,32474,45,29.055291074342133,33.60614682787688
sniffing,32475,32511,36,68.51401751137924,31.674186653982932
walking,32512,32531,19,157.40144243827228,28.53292511871937
running,32532,32545,13,261.36649138785987,25.910016382515984
walking,32546,32553,7,102.45547106123786,32.723168071279765
rearing,32554,32623,69,28.25576007476262,43.53582883551438
right_turning,32624,32647,23,89.02062142975399,26.407821215603395
trotting,32648,32691,43,257.55006115405865,22.859458098063996
walking,32692,32694,2,156.84883028861847,29.195320328320207
hunching,32695,32729,34,56.68774994782165,43.160239594860144
stepping,32730,32734,4,62.639644442407096,22.491246248831295
walking,32735,32782,47,109.71843590157226,18.023217259472023
sniffing,32783,32790,7,34.525850969043276,25.856830614603602
rearing,32791,32826,35,25.589220367982698,44.72419992241162
climbing,32827,32965,138,10.973527223870056,49.01198388894099
rearing,32966,33018,52,57.118984242435204,42.26001729895309
sniffing,33019,33046,27,88.20574807111142,36.71199359812878
rising,33047,33062,15,22.684941978947357,37.972529375286456
sniffing,33063,33075,12,49.666320771267564,29.13475626441298
climbing,33076,33143,67,31.779455711745594,47.928588139803104
sniffing,33144,33164,20,37.607764192334194,24.268427536887806
right_turning,33165,33219,54,68.72427344381008,31.76021236926721
walking,33220,33250,30,113.14094231786557,25.063209403671575
hunching,33251,33296,45,20.15162415629629,40.34623818061216
sniffing,33297,33301,4,64.0378573032299,32.83695658090169
stepping,33302,33322,20,58.54752684181715,21.096902864000548
right_turning,33323,33340,17,147.382662903609,27.720286764801486
walking,33341,33349,8,172.2399159865136,29.148758995266537
sniffing,33350,33356,6,34.60287081303159,37.86992761575113
hunching,33357,33415,58,20.054254912751002,37.935048710594515
walking,33416,33429,13,70.05835526972035,31.795829355041025
hunching,33430,33433,3,31.222588949185074,36.10002330928822
climbing,33434,33486,52,15.381928827885886,41.079127901314294
walking,33487,33508,21,94.05708914716973,28.248518455144062
stepping,33509,33530,21,80.51507437207427,24.647759933339163
sniffing,33531,33652,121,39.757298303645086,23.573807772139354
stepping,33653,33673,20,77.33446897807431,25.68208195929956
grooming,33674,33688,14,56.986035143730746,35.515179136844786
walking,33689,33701,12,141.6148990915213,24.841934065320043
grooming,33702,33703,1,83.091808885534,30.36101873319959
hunching,33704,33754,50,16.927900502038128,39.15942977104686
