revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
sniffing,0,26,26,42.80593244785667,26.880508529699938
left_turning,27,109,82,98.66730182777002,28.080613008444065
walking,110,130,20,118.57029272901114,25.525101979603317
left_turning,131,226,95,107.42069331081734,29.212081674625537
walking,227,286,59,129.00481110047403,27.591104967414587
left_turning,287,398,111,112.75419379013793,26.973097953025313
sniffing,399,419,20,30.34958917302426,28.899416482955665
walking,420,585,165,167.5439363615449,31.09185847919592
sniffing,586,642,56,20.85480174933104,28.37117044738684
climbing,643,665,22,48.557997516196494,50.44175680884337
walking,666,705,39,145.72801109683448,33.83843424217453
rising,706,715,9,75.64550396148957,36.392999639253446
climbing,716,750,34,61.564364680836015,45.54222634414946
left_turning,751,785,34,82.74016242129264,30.144002701452376
trotting,786,816,30,221.45715372211444,28.233355119590513
sniffing,817,836,19,45.9114647890678,34.793711901068285
walking,837,875,38,191.84916503138882,28.526267733440463
rising,876,887,11,82.39365615925182,33.05867803342022
climbing,888,927,39,39.38642874055266,39.449874949359824
sniffing,928,966,38,18.069318352650086,30.77371170027349
right_turning,967,982,15,101.81515904962376,30.969714243136604
walking,983,1039,56,148.8424494749405,27.208885846941225
sniffing,1040,1126,86,67.44005935287437,28.82018020785839
climbing,1127,1156,29,49.90407682062697,46.460530704274326
sniffing,1157,1208,51,41.33167442211144,32.453152094937224
walking,1209,1259,50,174.25669444503953,30.61622718855773
sniffing,1260,1295,35,63.44485681557913,30.278845943930175
left_turning,1296,1343,47,94.21685739022045,27.139390452818162
walking,1344,1359,15,66.46761459243851,31.539603120829803
sniffing,1360,1407,47,30.02940270030837,26.861728001883687
rising,1408,1414,6,38.86278712395316,41.8940562363637
climbing,1415,1438,23,39.414736048822434,50.586217818801344
sniffing,1439,1452,13,21.135384265596183,29.823236478340636
left_turning,1453,1504,51,103.67495237249402,34.25608922823267
walking,1505,1562,57,174.51813464576932,30.657384557694364
climbing,1563,1593,30,44.60197617890705,42.14074514341278
right_turning,1594,1600,6,111.54449273051782,30.138816782070766
walking,1601,1683,82,172.421484109711,30.23363493713518
sniffing,1684,1729,45,27.722395635640716,29.037918775109198
climbing,1730,1773,43,50.8391419851722,51.57697685315349
right_turning,1774,1791,17,93.12814243856636,30.928968188512588
walking,1792,1843,51,144.8474794539271,31.669965471607743
stepping,1844,1891,47,72.71153495281447,28.238944631649662
walking,1892,1910,18,119.41335996913415,35.39216021766508
stepping,1911,1941,30,107.5855729282585,36.48416411127044
right_turning,1942,1948,6,116.39670358530815,34.483970877489995
walking,1949,2004,55,207.17457957663538,32.725521905093096
left_turning,2005,2031,26,117.78808157104838,31.410206343567186
sniffing,2032,2064,32,24.098764957679347,29.210015578159854
climbing,2065,2087,22,63.602642159130504,51.67559238298572
left_turning,2088,2131,43,107.23286543225473,35.687643437091076
walking,2132,2179,47,113.50515575355325,33.26102884180769
sniffing,2180,2217,37,40.91017851076676,31.084113277342613
walking,2218,2232,14,176.24641987891167,35.20387708408725
sniffing,2233,2262,29,33.11499562286971,32.86293543943676
left_turning,2263,2313,50,132.12457181837885,35.196012279273916
sniffing,2314,2411,97,27.0242915025445,27.625157583755556
walking,2412,2453,41,152.79492394944737,34.30640938470487
right_turning,2454,2475,21,58.633259829191566,32.870021015287115
climbing,2476,2510,34,54.18275956864801,46.56076991344667
walking,2511,2525,14,111.49735406877689,32.48073725141542
stepping,2526,2548,22,43.462853760932106,29.009749012077478
walking,2549,2593,44,166.83783369449267,32.638794345212546
sniffing,2594,2712,118,37.71200797842371,29.56177820366908
stepping,2713,2761,48,56.63008069372714,32.557048775249335
sniffing,2762,2810,48,111.1046846072226,33.63624628009657
hunching,2811,2819,8,39.18736331597589,37.8746536095692
climbing,2820,2874,54,29.61710305018878,51.18921497668092
rising,2875,2881,6,28.20920780796076,34.93455916649787
sniffing,2882,2930,48,46.006499664733504,33.989419822182036
grooming,2931,2935,4,68.82883966730373,34.36973223981738
sniffing,2936,2995,59,37.796824062123626,29.606152457569348
left_turning,2996,3048,52,127.59614267222398,33.97334804126565
walking,3049,3070,21,139.19016892559344,35.84363140858373
sniffing,3071,3087,16,86.2665575111123,36.02888970591452
climbing,3088,3117,29,72.91314108980347,53.06475468701332
left_turning,3118,3170,52,134.04301368155208,35.14142170442243
rising,3171,3210,39,39.22568615077962,46.58667070446717
sniffing,3211,3238,27,44.09851895280509,29.65063684585436
right_turning,3239,3256,17,127.46909644176633,34.32142856458638
walking,3257,3395,138,148.81348409677645,31.307586918054877
sniffing,3396,3421,25,35.881863004554845,27.321885459348323
rising,3422,3465,43,25.61005037341356,38.420459425094464
sniffing,3466,3498,32,22.14676521270764,25.93884278276515
right_turning,3499,3533,34,54.125897378890045,31.47593571001367
left_turning,3534,3594,60,109.92910949771687,29.912268890023284
sniffing,3595,3624,29,48.190769676602216,30.60401045154045
left_turning,3625,3657,32,136.62519720750691,27.1860068314237
stepping,3658,3685,27,54.44763959637004,29.33701093643985
rising,3686,3718,32,28.688130431402527,38.219754860887214
climbing,3719,3766,47,40.86399227141476,59.40745944417082
sniffing,3767,3811,44,25.582518745309894,27.822191419142868
climbing,3812,3835,23,52.36232624989583,49.21377814450472
trotting,3836,3914,78,225.90190755974098,34.63620510577784
walking,3915,3945,30,122.38030432884754,32.05839887251443
left_turning,3946,3980,34,103.75388345897308,29.27487567846567
sniffing,3981,4017,36,15.407092018666141,23.71169683615091
rising,4018,4039,21,40.30303644324635,41.57897644556435
climbing,4040,4086,46,41.902338998924286,52.78063947994869
sniffing,4087,4112,25,29.3657483277795,24.821158137199227
walking,4113,4171,58,167.97640391113427,33.04875332831911
stepping,4172,4205,33,127.3341190817531,32.54361573582414
sniffing,4206,4235,29,19.237919659750272,32.95823831136486
rising,4236,4270,34,56.7947386958843,37.42696837113407
climbing,4271,4315,44,41.70467667346761,53.580038784868194
sniffing,4316,4342,26,36.648486913793924,33.79777914525769
left_turning,4343,4395,52,104.52616542241101,38.55692577434105
walking,4396,4453,57,211.47876300816338,33.24665597826988
left_turning,4454,4504,50,122.75229016650562,29.844097494778108
