revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
walking,0,73,73,131.0348327431747,24.77370819711929
right_turning,74,89,15,141.10767424097486,26.022835785844293
trotting,90,126,36,205.19692137929576,23.758928856046996
left_turning,127,159,32,56.636806961774475,22.650903325251605
sniffing,160,181,21,29.175602886553495,28.22395410884824
left_turning,182,223,41,69.7865053296943,22.00633430782836
stepping,224,264,40,93.38455170661973,26.55056213081024
walking,265,305,40,156.71233180369757,26.69278943179894
sniffing,306,315,9,54.73329895591296,28.937049495239297
walking,316,379,63,125.74728171807043,29.490688106096336
sniffing,380,396,16,70.59641106921096,24.919610324015007
running,397,416,19,148.5619023063438,29.07197308968701
sniffing,417,424,7,45.65303681689717,32.77059364399241
climbing,425,449,24,72.79431172110668,40.17502315234811
trotting,450,454,4,177.56664083071215,28.012294582205747
running,455,461,6,156.62290766577368,27.87794402986366
hunching,462,471,9,57.58342919554275,32.19422241644156
climbing,472,496,24,53.298255874056075,47.15193284407539
rising,497,499,2,109.8396149860282,28.044029827425977
walking,500,569,69,139.9056588247426,29.030052787143173
sniffing,570,583,13,45.3015359150499,31.38879669116923
walking,584,624,40,112.52795900460117,27.64338948833605
sniffing,625,634,9,29.826129593048147,26.34179011439654
climbing,635,676,41,30.92355279803375,45.57926388055453
sniffing,677,711,34,21.333874817649633,27.149387495921037
left_turning,712,743,31,88.7118920726682,28.800739774447425
walking,744,788,44,167.16060384344786,32.00720965505957
sniffing,789,830,41,47.56454472416128,28.41670250064841
walking,831,900,69,189.37532946872957,29.83563759403496
sniffing,901,941,40,18.892317529375102,25.553434291587873
rising,942,953,11,23.945706101436567,31.023226935686164
climbing,954,1003,49,57.90861491344035,46.29283073999507
sniffing,1004,1031,27,37.066145299063535,28.479671623671045
walking,1032,1043,11,120.65259430800081,29.144249199787296
sniffing,1044,1056,12,58.21146086560074,36.44184949198591
climbing,1057,1088,31,51.977539507889624,43.7288824145951
walking,1089,1114,25,165.56497721490862,29.898153376270713
running,1115,1152,37,303.13877022745606,27.98256387411548
sniffing,1153,1200,47,75.1544910940916,28.726311868236248
walking,1201,1205,4,123.05883233120237,23.65725663819719
left_turning,1206,1253,47,61.79300289070306,26.483751694455858
sniffing,1254,1280,26,21.59008569639693,26.060864594309084
climbing,1281,1326,45,38.46799199949832,45.694870200292904
left_turning,1327,1347,20,121.859546192329,32.32184397130589
trotting,1348,1382,34,263.87898498532104,30.091893886102746
left_turning,1383,1417,34,90.06682856847658,28.36401133715281
rising,1418,1427,9,60.67746823106883,32.72872770404169
sniffing,1428,1472,44,36.691290954340246,31.248637149776965
walking,1473,1492,19,138.44745280635067,31.13878117898538
sniffing,1493,1499,6,77.09245383349685,33.59198321476295
climbing,1500,1521,21,60.769673439990974,44.52093575234122
sniffing,1522,1557,35,51.70328576878631,29.17456147979523
walking,1558,1600,42,207.55290225875788,32.25141935902893
stepping,1601,1624,23,126.88086720723072,30.58598939317582
walking,1625,1638,13,141.71540164603758,29.367543366796724
rising,1639,1648,9,43.187551804167455,38.227499160584436
climbing,1649,1682,33,27.775248290841475,52.37927592446306
sniffing,1683,1686,3,26.65528277315332,27.08836840593294
left_turning,1687,1703,16,124.05118777556685,30.59637960693169
running,1704,1720,16,293.1998653096645,32.53054385040292
walking,1721,1739,18,204.60135780733754,28.893630672142606
sniffing,1740,1753,13,33.315442063119946,30.05640679081603
walking,1754,1789,35,170.47594354107665,28.429977334755716
sniffing,1790,1829,39,26.03933895594789,28.343717145542712
climbing,1830,1849,19,54.5904132145519,42.82391136719105
sniffing,1850,1889,39,24.077561515776093,26.010554336971023
rising,1890,1915,25,66.29359827129106,32.54600703567778
walking,1916,1940,24,143.49133564047378,31.7099291650565
sniffing,1941,1964,23,39.61363783094623,32.099256250902656
climbing,1965,1989,24,56.06466015472616,55.62354452245708
walking,1990,2005,15,122.75035664463213,30.877824149790296
stepping,2006,2088,82,87.82843126924948,31.978747661715328
left_turning,2089,2099,10,105.73624916466848,32.56507798821377
rising,2100,2141,41,82.18140460041633,34.0680422580325
left_turning,2142,2157,15,98.32511297744571,28.44541116998485
sniffing,2158,2179,21,77.59060805933571,27.22262611056041
rising,2180,2193,13,65.86386586176123,37.17780018312518
stepping,2194,2237,43,78.4736861645688,25.269428504720896
right_turning,2238,2244,6,74.69675595820624,28.59642629971915
climbing,2245,2297,52,36.519510507047414,47.83966285737101
sniffing,2298,2347,49,23.77084962102486,29.541401972194752
right_turning,2348,2359,11,104.66692825302653,33.36391974323634
walking,2360,2437,77,195.9616801278174,31.466291943341076
sniffing,2438,2456,18,41.854793841552016,30.024353150152166
right_turning,2457,2489,32,53.47007997520951,31.02150981560977
sniffing,2490,2533,43,57.58380007633459,33.37374831823802
walking,2534,2548,14,134.4804291620074,31.772673296468263
sniffing,2549,2573,24,32.12662890816487,35.942861185659396
walking,2574,2586,12,149.9508168110031,29.13652985553021
rising,2587,2629,42,32.2255252052444,32.67391143910098
sniffing,2630,2688,58,49.5523573097762,31.187957445827035
climbing,2689,2723,34,49.9425328999844,45.84920955864174
sniffing,2724,2772,48,40.97801272307692,32.88924383206668
right_turning,2773,2791,18,85.60044993364183,34.28349645266965
sniffing,2792,2798,6,39.726512759860576,36.91643032819679
left_turning,2799,2828,29,63.282118568759444,33.431366391358786
rising,2829,2831,2,64.86478277896153,36.01088654204337
sniffing,2832,2852,20,13.743834903758227,33.54000297688417
left_turning,2853,2882,29,58.47090828468549,28.734469405904754
sniffing,2883,2930,47,24.670680052015072,27.155762097930833
stepping,2931,2968,37,110.01434736188348,33.13366030382095
trotting,2969,3019,50,227.65380476303167,28.281021195855764
sniffing,3020,3050,30,41.985018610449735,26.291789355983394
rising,3051,3065,14,44.46172256917452,24.85689391785394
sniffing,3066,3087,21,35.47180274684118,29.780819349842787
left_turning,3088,3102,14,78.67175456867442,25.021015582188966
sniffing,3103,3154,51,20.85047615647761,22.396102177821533
rising,3155,3160,5,29.133091101657172,28.112737770314297
climbing,3161,3220,59,33.240826630484015,51.89289614471015
sniffing,3221,3260,39,25.764991698388975,27.046181532122098
left_turning,3261,3270,9,66.54697925828022,27.83245224973798
walking,3271,3319,48,131.34663290268293,29.818523379692756
sniffing,3320,3345,25,28.959584162087808,29.30357099521212
rising,3346,3350,4,68.190686808162,34.739775103181096
walking,3351,3381,30,185.62039366521708,28.62148481437873
sniffing,3382,3388,6,23.847744108199386,24.512815348727653
rising,3389,3395,6,29.35345412526481,31.545351996151908
climbing,3396,3424,28,49.78676936229372,52.72302608051994
sniffing,3425,3466,41,23.000731999196486,28.49937828593999
climbing,3467,3520,53,38.09214572962282,47.51155781193169
rising,3521,3527,6,40.18509469003504,28.66741954759412
left_turning,3528,3554,26,96.08628601183382,30.33621559063826
walking,3555,3578,23,215.0454484314242,30.24059845007207
rising,3579,3590,11,63.54963974825952,27.743597293771998
climbing,3591,3647,56,48.724689628585494,49.254227721095695
right_turning,3648,3658,10,171.50072170875941,29.620342618020114
walking,3659,3715,56,175.87732416788356,30.879033633202134
trotting,3716,3733,17,209.5655331148409,27.98466683204649
sniffing,3734,3849,115,51.75945058724177,29.555178544806928
walking,3850,3872,22,130.06871692924832,32.79400963556639
stepping,3873,3897,24,114.70767783149408,30.074519799264113
trotting,3898,3947,49,202.9327785363634,31.106769998573007
stepping,3948,3968,20,103.51990645491506,27.3272427724087
walking,3969,3979,10,194.60389113603244,31.182619331746665
trotting,3980,4006,26,236.65471568218132,29.298557850314708
left_turning,4007,4027,20,69.67911048458238,27.5801962535229
sniffing,4028,4118,90,29.01511863141324,30.35590603175185
rising,4119,4122,3,80.93381287081945,29.65944904749283
walking,4123,4161,38,154.7467112245517,28.90405130033749
stepping,4162,4178,16,80.83087982589993,27.66310867892611
walking,4179,4198,19,140.38616975663643,24.006765420874043
sniffing,4199,4232,33,24.416373394366293,22.443812531713203
rising,4233,4241,8,32.56322253095986,27.71397925376469
climbing,4242,4309,67,44.633212366734476,49.96637940188549
stepping,4310,4390,80,101.01003335257194,30.97536143170398
walking,4391,4416,25,188.525724819559,34.833063612710724
sniffing,4417,4459,42,49.97120504947887,31.29841444801739
walking,4460,4487,27,147.21347237462393,28.76758403189017
sniffing,4488,4491,3,51.30077175271231,29.684812246689894
rising,4492,4501,9,53.92717977569733,32.060575015197585
climbing,4502,4538,36,39.68567322581716,49.554886951246665
rising,4539,4543,4,151.6803861677271,33.01716179340359
trotting,4544,4592,48,272.0135579851859,32.64785514576077
sniffing,4593,4623,30,19.40915731371653,29.027387149437196
walking,4624,4646,22,129.04721959268196,29.790588629208617
sniffing,4647,4695,48,28.552228481635268,26.086729897661563
rising,4696,4702,6,30.77818345425976,30.022250220034177
climbing,4703,4752,49,54.7209321858795,49.11458613243487
sniffing,4753,4769,16,36.59476176815457,28.741916709948452
left_turning,4770,4789,19,117.66711266646128,34.06323776386906
stepping,4790,4811,21,115.9771247985991,36.90890970001481
sniffing,4812,4874,62,26.1707841651718,32.06466736281123
trotting,4875,4916,41,241.7625632374655,28.01010129121745
sniffing,4917,4996,79,30.197085595395333,26.514866733305972
walking,4997,5032,35,121.14827061563794,31.205759029281417
trotting,5033,5075,42,267.2429286752443,29.950587568553274
sniffing,5076,5122,46,55.491533701544306,26.307782838135164
rising,5123,5128,5,29.121553941500483,29.753872347884855
climbing,5129,5168,39,39.95766807535562,45.718809122669654
hunching,5169,5228,59,19.244211025705933,34.6822286429936
rising,5229,5269,40,31.53239096300948,31.665014261650867
walking,5270,5286,16,112.09918787960048,30.65028495417075
left_turning,5287,5329,42,93.0467320859502,29.197146127962046
rearing,5330,5341,11,57.924266019965934,37.93831230550719
climbing,5342,5376,34,47.31634242077915,45.45685233675572
sniffing,5377,5436,59,32.518569881469666,30.02512964601383
rising,5437,5441,4,38.14703443420737,38.722396461861926
left_turning,5442,5480,38,74.92135509274213,31.480640400175414
walking,5481,5520,39,191.0161894062002,30.555437502299753
sniffing,5521,5543,22,61.37614391003747,28.036578162618035
walking,5544,5586,42,120.11839674339132,29.285029368371145
sniffing,5587,5627,40,28.095679517714878,32.215758445712176
left_turning,5628,5649,21,62.662697120862774,30.02532049626511
rising,5650,5680,30,67.35969449922368,30.70107876888728
sniffing,5681,5690,9,42.464274226451344,29.984492053961787
rising,5691,5743,52,30.894761352595946,32.55763899702928
sniffing,5744,5880,136,38.7389459343248,34.388845581106914
rearing,5881,5890,9,15.977625385699548,37.26735126785818
rising,5891,5935,44,12.394913102709971,37.29025318149966
rearing,5936,6055,119,14.443053510775126,38.45325418691424
hunching,6056,6100,44,26.908676251011826,37.47518170143443
walking,6101,6105,4,85.22119634414774,35.93973211235957
sniffing,6106,6123,17,57.49614510998621,39.664120654407725
walking,6124,6140,16,147.95050236569364,32.92907602475643
rising,6141,6163,22,28.62573327197171,35.5424436837478
left_turning,6164,6197,33,81.46505675936999,32.881054407496016
sniffing,6198,6232,34,44.98439587102701,29.530746296641993
walking,6233,6292,59,113.78199024055861,25.69432740522163
