revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
right_turning,0,35,35,143.09027480154268,25.714600994055562
sniffing,36,57,21,53.61075538947221,33.06678405234651
walking,58,92,34,177.67816424333088,23.56904865212471
left_turning,93,121,28,76.0545406215741,22.901062317956377
walking,122,171,49,157.50677816349497,24.518719327675726
sniffing,172,183,11,37.75458953454622,32.04144892359817
walking,184,217,33,171.70402201835591,24.984321378431844
rising,218,228,10,38.21380649962076,35.2324822936141
climbing,229,271,42,38.15283288419978,48.66904906802495
sniffing,272,288,16,45.133101839681274,30.542781486537947
right_turning,289,310,21,129.45282136042067,30.06541372639809
trotting,311,337,26,260.9947174397704,25.550594213054367
left_turning,338,374,36,81.36559737983552,24.90871492793678
rising,375,391,16,20.037010784513836,31.202684592928055
climbing,392,436,44,50.519172358198354,44.165901965796444
right_turning,437,443,6,236.3149915274621,27.317214630743482
trotting,444,455,11,236.4172113527263,33.336227219127984
rising,456,462,6,43.15947442794391,40.03644152505793
climbing,463,487,24,81.78622173493638,45.204185434314624
trotting,488,505,17,238.17238789273233,27.48618943151019
sniffing,506,517,11,61.03257629445099,33.976651014033656
left_turning,518,547,29,102.60408611152903,25.627706823711186
rising,548,559,11,45.83307571566731,35.89276751234198
climbing,560,591,31,60.86253282199955,51.61450415823184
rising,592,599,7,87.35609769383635,29.836550770028108
trotting,600,615,15,249.064436822456,29.239946549275057
running,616,640,24,276.0910816468737,26.71080079020901
rising,641,653,12,61.91640804935271,35.88122049491858
climbing,654,683,29,65.73054500145703,46.436902725629004
walking,684,720,36,188.51274410666528,29.54391301793701
running,721,729,8,295.3326576501678,24.04349587408938
trotting,730,748,18,251.95889968873348,24.834507350290128
stepping,749,759,10,102.27598519091613,29.036879040063
sniffing,760,812,52,34.97467390487173,28.24640453093661
climbing,813,839,26,88.25603531694327,46.135557349335265
walking,840,862,22,208.61807098492733,30.482011366192335
rising,863,878,15,46.66739000152714,33.60893267210889
climbing,879,905,26,74.01439108999885,42.91638445103544
walking,906,926,20,178.81461279571081,27.372438645429984
sniffing,927,951,24,31.095556800316864,27.194975398460645
walking,952,1003,51,84.83012551667947,27.430242350669822
left_turning,1004,1013,9,72.68163995234958,28.263340207459116
rising,1014,1027,13,53.607297728898644,36.55580373559453
climbing,1028,1060,32,82.7476257027678,48.25551716378787
left_turning,1061,1105,44,117.03108369673315,30.731274460631766
walking,1106,1154,48,133.8809902299048,28.908458974761047
right_turning,1155,1191,36,36.12361208851918,27.32397157956367
sniffing,1192,1211,19,24.955906040971048,22.16541540121009
rising,1212,1221,9,28.685502107562815,38.652772168109024
climbing,1222,1262,40,82.75264608575912,45.042802967568875
trotting,1263,1303,40,268.49839318035504,28.607743261186044
walking,1304,1330,26,151.47549696144935,29.206099193765052
hunching,1331,1360,29,48.30879480685782,37.97093784306592
right_turning,1361,1373,12,109.82756731319371,28.453735330773483
walking,1374,1397,23,96.6942300744172,23.04807050771305
sniffing,1398,1412,14,34.13836368090209,32.56606881184113
right_turning,1413,1422,9,175.1165130192341,29.786835239179673
sniffing,1423,1436,13,54.098800630131414,40.68738842691888
climbing,1437,1481,44,50.68029920764318,45.87225026669366
left_turning,1482,1483,1,128.49168823986736,32.573288582177156
trotting,1484,1540,56,238.10156469223475,30.1188393070682
rising,1541,1560,19,33.910538587959635,32.69654957115861
climbing,1561,1580,19,54.50287956992819,51.38264519421691
sniffing,1581,1584,3,94.7942704396989,34.77295507372992
walking,1585,1674,89,182.96891990923226,32.67395275939428
rising,1675,1682,7,48.278877950596936,38.85762266779286
climbing,1683,1724,41,30.68412294269431,55.92488327646439
rising,1725,1743,18,41.96596567092089,29.160864222323163
left_turning,1744,1799,55,128.92407486657092,28.40708419680533
sniffing,1800,1808,8,22.17626117657461,32.26426279654618
rising,1809,1837,28,24.199409234573043,35.03294598042345
trotting,1838,1859,21,198.6170351540818,30.89599996493857
sniffing,1860,1873,13,44.81228997903245,34.1452391242034
climbing,1874,1911,37,45.25192934707898,52.180733680018996
sniffing,1912,1919,7,101.82552977073686,30.79719627753251
walking,1920,1922,2,185.190145334267,33.6974843046384
trotting,1923,1991,68,255.18324467121494,30.035667519300027
sniffing,1992,2006,14,36.88666583417634,25.568156357781284
rising,2007,2025,18,46.026037525858555,30.761438424742007
climbing,2026,2071,45,63.307196284213894,50.682918225591415
walking,2072,2096,24,218.34544448939167,33.08623937395542
trotting,2097,2142,45,254.2998281067315,31.237217680616546
sniffing,2143,2173,30,55.44944207768149,28.047060228412782
rising,2174,2184,10,42.33969950658843,36.75748906922233
right_turning,2185,2193,8,171.10199056297972,27.003060109795065
left_turning,2194,2237,43,111.69483690837802,30.80665693559656
trotting,2238,2248,10,290.5493845650751,26.472955622507644
walking,2249,2297,48,178.72873465005384,28.53331334448236
trotting,2298,2322,24,278.0644619600041,28.097698097253705
walking,2323,2343,20,193.65038854594104,23.272410508928186
sniffing,2344,2386,42,19.257961669603922,22.805978896676127
rising,2387,2399,12,32.3459283299695,34.15253968223138
climbing,2400,2441,41,39.21931186003561,52.163993526475714
sniffing,2442,2466,24,81.84483519423672,37.806643859095196
trotting,2467,2517,50,235.4079836133932,30.09574219950568
sniffing,2518,2547,29,37.593375215281625,31.035127854484468
climbing,2548,2582,34,42.98688545572022,47.694657962477244
walking,2583,2640,57,206.06538006751035,27.774640529205296
sniffing,2641,2675,34,21.877429719827514,26.42527771788367
climbing,2676,2699,23,79.51763704941537,45.68718728389936
trotting,2700,2737,37,258.3462217753688,30.185643414670118
left_turning,2738,2780,42,86.39835976669364,26.3546502590547
sniffing,2781,2799,18,33.82712808724552,30.523724792704712
climbing,2800,2857,57,42.64995987717893,52.663831843868735
sniffing,2858,2869,11,58.19071307976287,28.07430322436709
left_turning,2870,2877,7,71.13803889295156,33.44619123220859
walking,2878,2905,27,195.7894207538796,33.192757053392135
sniffing,2906,2916,10,45.243764933410766,31.5075573941064
climbing,2917,2951,34,53.126536699950435,42.835848085833206
left_turning,2952,2956,4,144.5360108877821,32.65577311842905
trotting,2957,2989,32,268.3800625282087,32.6253200816029
rising,2990,3007,17,44.78943149470131,41.43493829191727
sniffing,3008,3021,13,46.377412571809835,29.08783516982822
left_turning,3022,3031,9,154.44194598929744,32.43890295817262
walking,3032,3083,51,153.7822453820793,29.932413483378664
stepping,3084,3092,8,66.1392292172609,25.698260626094992
sniffing,3093,3115,22,31.92927300069722,29.787355735924667
climbing,3116,3161,45,47.60824397118813,60.93412352688443
sniffing,3162,3166,4,94.35311789843279,32.444262261913266
trotting,3167,3207,40,235.9559749969489,33.07764718492111
sniffing,3208,3233,25,53.22385888326857,33.819713661334895
climbing,3234,3248,14,68.11257567339159,48.22727228195505
trotting,3249,3300,51,252.8947053430887,31.49445257026844
stepping,3301,3346,45,73.29573469547064,31.740583991127448
left_turning,3347,3400,53,83.3881102545468,30.265132410123094
sniffing,3401,3420,19,65.66979425868892,33.03124331569092
climbing,3421,3445,24,82.97835094348646,50.28164275910412
walking,3446,3515,69,137.8143624591493,32.434998913187435
sniffing,3516,3528,12,57.288127637369456,31.34515569851141
walking,3529,3551,22,179.31147503893618,27.1824767044312
sniffing,3552,3577,25,28.94091704613586,30.565238531125427
climbing,3578,3619,41,54.35041732971386,47.045212078896476
stepping,3620,3630,10,53.21468658096285,26.69988966372398
sniffing,3631,3683,52,22.226823155484638,27.310159199311432
climbing,3684,3713,29,50.66855975632883,52.13880617594432
walking,3714,3738,24,179.8840287336738,31.403463677775047
sniffing,3739,3766,27,57.77846547520237,32.791395899862444
trotting,3767,3854,87,258.6891498262672,30.980860840452113
walking,3855,3953,98,168.5191765370887,32.840367674170544
left_turning,3954,4010,56,101.99403627131697,29.143938059824784
sniffing,4011,4033,22,26.22117880805566,31.742158266594235
left_turning,4034,4047,13,80.48238946098354,32.06642381159662
sniffing,4048,4074,26,56.878025181947685,30.873107560947503
rising,4075,4095,20,36.898287124092334,30.328957180642174
climbing,4096,4140,44,44.916059072908574,53.60138603048191
trotting,4141,4189,48,255.95281692078825,28.83602772454859
sniffing,4190,4238,48,38.75769043010143,28.270089143246558
rising,4239,4257,18,48.314253967787906,34.23931056219283
climbing,4258,4319,61,41.33543511650043,54.72808305656704
sniffing,4320,4351,31,37.281553708536606,30.028371808104296
left_turning,4352,4424,72,86.12383460647409,31.140876554969907
rising,4425,4435,10,56.17498647782551,37.61701848298233
climbing,4436,4468,32,49.35222017267534,55.50287639724514
sniffing,4469,4483,14,72.08956844712223,32.2942000619939
walking,4484,4523,39,156.90713127882228,29.46166324137256
sniffing,4524,4540,16,42.24069214773462,31.834819806542722
trotting,4541,4553,12,248.9307874591144,31.823825685495937
walking,4554,4607,53,189.85888423178568,28.831002279832465
sniffing,4608,4632,24,33.88289235317795,30.889037933151272
climbing,4633,4671,38,46.56482217273086,50.93944595956788
rising,4672,4673,1,48.086899931262025,34.65814157013614
left_turning,4674,4692,18,108.32795552532043,32.06607276036018
trotting,4693,4733,40,271.1100127555232,30.936767099678587
sniffing,4734,4772,38,24.668133007204847,27.871030257402573
walking,4773,4783,10,214.09822082984476,30.095649803181484
trotting,4784,4830,46,245.89369898827948,30.601589567148203
rising,4831,4885,54,41.62236256471539,32.111593776677076
climbing,4886,4910,24,80.51379055667034,54.26939044821428
running,4911,4932,21,345.69863005842484,29.28088896720212
walking,4933,4957,24,194.95327490304305,26.989984014794377
sniffing,4958,5003,45,25.175258131553065,27.331031025909976
climbing,5004,5022,18,92.04801981405787,47.026020261853226
trotting,5023,5076,53,219.96568768615762,27.835814545406944
walking,5077,5089,12,90.93395664599105,23.829193916147744
sniffing,5090,5146,56,27.719617663579463,26.569206494972054
rising,5147,5158,11,39.19395994002867,36.44316632598337
climbing,5159,5209,50,45.469282088159325,49.565845346598884
sniffing,5210,5236,26,37.09030349648487,31.509053378690492
walking,5237,5263,26,208.10111527392522,36.228143676737034
trotting,5264,5313,49,240.6200496510761,30.147430646605542
sniffing,5314,5315,1,50.85715960872696,28.10398129917661
right_turning,5316,5326,10,207.40473254210067,29.163267540580115
trotting,5327,5351,24,270.77710096324415,26.207949935953636
sniffing,5352,5385,33,34.470222225823996,30.41289981622759
climbing,5386,5446,60,36.82910572436959,48.96975347245364
sniffing,5447,5486,39,45.65071865961108,29.3744107793374
rising,5487,5494,7,33.50111036137855,32.979155663549335
