revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
sniffing,0,50,50,50.732408648873786,28.10410814016531
left_turning,51,100,49,77.57057646824555,27.776202251911087
sniffing,101,600,499,32.01751929853067,30.775629355621525
pausing,601,1051,450,15.950156747251768,32.78037829161074
sniffing,1052,1195,143,19.176636768051043,32.4101715295105
grooming,1196,1270,74,22.29335215491151,27.785228361601476
rising,1271,1305,34,33.53523255809109,32.52216232001543
sniffing,1306,1385,79,23.957674201860243,29.028319891457205
climbing,1386,1410,24,56.26431051686034,33.245078626240954
right_turning,1411,1425,14,135.4243748205219,27.66273838534473
walking,1426,1524,98,120.38997100173678,25.91307569763766
sniffing,1525,1566,41,37.89306100715674,25.886226603965167
walking,1567,1742,175,113.2475223802352,27.655324801176178
left_turning,1743,1777,34,114.78832497426438,29.270387900119424
sniffing,1778,1807,29,39.36901002398385,32.098625551539655
rising,1808,1822,14,79.07538535884,32.87909152094829
walking,1823,1843,20,182.0549618363079,29.212998921238967
sniffing,1844,1928,84,44.76018931094523,26.57869323133514
rising,1929,1968,39,32.53934049231381,28.658778253278445
sniffing,1969,1973,4,98.07939942898973,30.673610633810757
left_turning,1974,1978,4,116.24272778337965,29.386674768301646
sniffing,1979,1988,9,100.61862306177878,31.287202531266075
rising,1989,2003,14,56.42232786609559,33.94175650727586
left_turning,2004,2128,124,85.14428627092693,28.748908298412307
sniffing,2129,2174,45,75.80056606182113,28.98765310679604
trotting,2175,2196,21,219.50088135684692,28.963274187746574
walking,2197,2231,34,158.83218132214023,26.752437450343525
sniffing,2232,2264,32,45.04078261977555,27.53486978621405
rising,2265,2294,29,55.81592153224544,33.52523369913208
left_turning,2295,2299,4,112.498609562177,29.822640304899522
walking,2300,2324,24,124.56722895340688,30.6514842604748
sniffing,2325,2368,43,81.62658628326581,28.361247160056738
right_turning,2369,2415,46,79.49914850638868,30.990219525094716
sniffing,2416,2486,70,89.21260675786382,30.48461669833054
stepping,2487,2542,55,55.71898454217977,33.02110284631272
walking,2543,2624,81,145.13293425581952,31.109652962857687
sniffing,2625,2669,44,97.55045344887832,31.152578287769675
rising,2670,2689,19,50.64314848511901,32.1483041161496
sniffing,2690,2704,14,24.165707905141236,30.3757241692658
rising,2705,2739,34,40.25050987518844,34.89602549385064
sniffing,2740,2799,59,40.24084272804145,35.383725538130925
walking,2800,2831,31,152.9984335296825,33.30024843662645
trotting,2832,2859,27,221.70689529650446,28.994556016506642
sniffing,2860,2884,24,58.26712193721619,28.998334980296555
rising,2885,2974,89,34.967461438710316,32.806154918862646
walking,2975,2979,4,137.41398314881135,30.521430298242194
left_turning,2980,3010,30,78.09963466366814,29.28421499025993
sniffing,3011,3025,14,23.221092114735217,30.854629077827592
hunching,3026,3085,59,43.32676876408856,35.0916908172769
