revised_movement_label,segBoundary_start,segBoundary_end,frame_length,average_speed,average_back_height
sniffing,0,15,15,40.236369643316614,19.476906848269138
right_turning,16,18,2,146.30143364410395,17.611937464688435
trotting,19,72,53,196.33863602326878,17.70374059429343
stepping,73,112,39,79.65715622783574,13.810489708054456
sniffing,113,147,34,20.75569724801458,15.934329368743056
walking,148,159,11,98.54773942752927,20.128209133429195
trotting,160,187,27,211.33668081670294,19.431737909843655
sniffing,188,208,20,41.62176149947102,20.223070314547094
walking,209,251,42,157.26159569984202,16.492646507766718
sniffing,252,275,23,27.939286942757064,16.882004322026923
walking,276,280,4,98.38771844425723,18.783335950342984
trotting,281,288,7,190.28876765070882,19.30534795724082
walking,289,343,54,164.00230623011063,18.661744175688284
sniffing,344,376,32,28.048731169279726,21.985083760657346
walking,377,377,0,126.78684580969636,17.09139349056032
stepping,378,430,52,59.62637420446497,14.667920046277656
walking,431,437,6,99.20308907450965,16.44797546706962
trotting,438,492,54,207.01915555194938,15.866310848978417
walking,493,511,18,142.3591123282364,14.939105152910528
sniffing,512,571,59,21.03511451209884,18.192522442915685
right_turning,572,592,20,109.52962157579735,20.620708586427376
trotting,593,652,59,187.41626666091608,16.372646324133804
sniffing,653,686,33,13.782511859065169,13.17162242099596
stepping,687,740,53,64.81620864143581,19.457752048129905
walking,741,795,54,148.82984943686324,15.524250785668796
sniffing,796,820,24,23.36129553330477,14.568468504068102
walking,821,865,44,111.06309528590029,16.67405158835864
sniffing,866,923,57,15.366081667285243,15.141464322969817
walking,924,1052,128,144.0840398841639,17.123329090084507
sniffing,1053,1100,47,34.25617705989428,13.367216640824973
stepping,1101,1101,0,43.05836485951106,14.956417319700158
walking,1102,1127,25,166.35691187520416,14.675408309574037
sniffing,1128,1147,19,35.77315374332474,16.87107257293406
stepping,1148,1149,1,52.65421867448856,13.00499123354258
walking,1150,1161,11,147.4469594708569,15.459023368422384
sniffing,1162,1189,27,33.0417169263842,14.892766152423736
right_turning,1190,1199,9,153.4000547454235,19.42597683642017
walking,1200,1247,47,114.3286751295198,18.653146450437976
sniffing,1248,1310,62,36.9122951369337,18.002391031874915
stepping,1311,1315,4,43.964639588849,18.99424151298428
right_turning,1316,1320,4,89.25108498843495,21.461865012044814
walking,1321,1362,41,157.11066491912283,14.685791437281242
sniffing,1363,1392,29,29.998613229084068,12.272638352234786
rising,1393,1415,22,20.601471954627094,27.26260559318367
sniffing,1416,1436,20,33.67217493070893,17.613663139654054
rising,1437,1468,31,34.265330555207,24.46164064662429
