revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,7,0,7,7
left_turning,20,7,20,13
stepping,45,20,45,25
sniffing,46,45,46,1
climbing,77,46,77,31
rising,81,77,81,4
walking,119,81,119,38
sniffing,145,119,145,26
climbing,162,145,162,17
sniffing,163,162,163,1
left_turning,180,163,180,17
walking,249,180,249,69
climbing,299,249,299,50
walking,356,299,356,57
trotting,380,356,380,24
sniffing,406,380,406,26
walking,407,406,407,1
trotting,454,407,454,47
sniffing,466,454,466,12
rising,617,466,617,151
climbing,639,617,639,22
rising,640,639,640,1
climbing,651,640,651,11
left_turning,652,651,652,1
sniffing,711,652,711,59
left_turning,717,711,717,6
walking,750,717,750,33
climbing,780,750,780,30
sniffing,904,780,904,124
rising,943,904,943,39
climbing,969,943,969,26
right_turning,970,969,970,1
running,988,970,988,18
walking,1054,988,1054,66
climbing,1085,1054,1085,31
sniffing,1096,1085,1096,11
rising,1115,1096,1115,19
climbing,1163,1115,1163,48
stepping,1226,1163,1226,63
sniffing,1266,1226,1266,40
climbing,1292,1266,1292,26
walking,1308,1292,1308,16
left_turning,1309,1308,1309,1
sniffing,1358,1309,1358,49
stepping,1359,1358,1359,1
climbing,1390,1359,1390,31
trotting,1405,1390,1405,15
rising,1424,1405,1424,19
sniffing,1498,1424,1498,74
climbing,1523,1498,1523,25
walking,1550,1523,1550,27
climbing,1569,1550,1569,19
sniffing,1666,1569,1666,97
walking,1726,1666,1726,60
sniffing,1815,1726,1815,89
rising,1910,1815,1910,95
sniffing,1966,1910,1966,56
grooming,1967,1966,1967,1
rising,2056,1967,2056,89
climbing,2090,2056,2090,34
rising,2111,2090,2111,21
walking,2123,2111,2123,12
rising,2136,2123,2136,13
sniffing,2169,2136,2169,33
grooming,2170,2169,2170,1
rearing,2171,2170,2171,1
climbing,2207,2171,2207,36
sniffing,2280,2207,2280,73
right_turning,2284,2280,2284,4
trotting,2299,2284,2299,15
sniffing,2344,2299,2344,45
walking,2488,2344,2488,144
sniffing,2517,2488,2517,29
trotting,2538,2517,2538,21
rising,2539,2538,2539,1
rearing,2540,2539,2540,1
sniffing,2609,2540,2609,69
right_turning,2639,2609,2639,30
rising,2652,2639,2652,13
stepping,2669,2652,2669,17
rising,2670,2669,2670,1
sniffing,2714,2670,2714,44
rising,2728,2714,2728,14
climbing,2790,2728,2790,62
right_turning,2812,2790,2812,22
walking,2887,2812,2887,75
sniffing,2939,2887,2939,52
left_turning,2964,2939,2964,25
trotting,2989,2964,2989,25
right_turning,2998,2989,2998,9
stepping,3045,2998,3045,47
running,3080,3045,3080,35
walking,3115,3080,3115,35
sniffing,3135,3115,3135,20
rising,3206,3135,3206,71
left_turning,3207,3206,3207,1
walking,3244,3207,3244,37
climbing,3270,3244,3270,26
left_turning,3278,3270,3278,8
walking,3303,3278,3303,25
trotting,3333,3303,3333,30
sniffing,3359,3333,3359,26
climbing,3430,3359,3430,71
sniffing,3461,3430,3461,31
climbing,3489,3461,3489,28
rising,3544,3489,3544,55
rearing,3625,3544,3625,81
rising,3626,3625,3626,1
sniffing,3761,3626,3761,135
climbing,3808,3761,3808,47
