revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
walking,81,0,81,81
left_turning,127,81,127,46
sniffing,128,127,128,1
right_turning,140,128,140,12
left_turning,185,140,185,45
climbing,237,185,237,52
sniffing,238,237,238,1
hunching,276,238,276,38
climbing,337,276,337,61
right_turning,338,337,338,1
walking,378,338,378,40
trotting,396,378,396,18
sniffing,423,396,423,27
climbing,468,423,468,45
left_turning,472,468,472,4
walking,516,472,516,44
climbing,554,516,554,38
rising,555,554,555,1
walking,557,555,557,2
left_turning,584,557,584,27
trotting,610,584,610,26
rising,611,610,611,1
climbing,703,611,703,92
sniffing,745,703,745,42
climbing,772,745,772,27
left_turning,773,772,773,1
walking,804,773,804,31
trotting,834,804,834,30
walking,885,834,885,51
climbing,922,885,922,37
sniffing,971,922,971,49
walking,1011,971,1011,40
climbing,1041,1011,1041,30
left_turning,1042,1041,1042,1
rising,1099,1042,1099,57
left_turning,1121,1099,1121,22
sniffing,1122,1121,1122,1
rising,1185,1122,1185,63
left_turning,1247,1185,1247,62
walking,1313,1247,1313,66
trotting,1333,1313,1333,20
walking,1350,1333,1350,17
climbing,1383,1350,1383,33
hunching,1552,1383,1552,169
sniffing,1579,1552,1579,27
walking,1624,1579,1624,45
left_turning,1639,1624,1639,15
sniffing,1662,1639,1662,23
rising,1742,1662,1742,80
walking,1778,1742,1778,36
sniffing,1827,1778,1827,49
climbing,1878,1827,1878,51
sniffing,1879,1878,1879,1
rising,1920,1879,1920,41
climbing,1955,1920,1955,35
walking,1971,1955,1971,16
climbing,2008,1971,2008,37
sniffing,2011,2008,2011,3
left_turning,2041,2011,2041,30
stepping,2072,2041,2072,31
rising,2108,2072,2108,36
climbing,2131,2108,2131,23
rising,2172,2131,2172,41
sniffing,2200,2172,2200,28
climbing,2261,2200,2261,61
walking,2267,2261,2267,6
sniffing,2301,2267,2301,34
left_turning,2321,2301,2321,20
walking,2360,2321,2360,39
climbing,2412,2360,2412,52
trotting,2439,2412,2439,27
walking,2447,2439,2447,8
sniffing,2463,2447,2463,16
rising,2510,2463,2510,47
sniffing,2519,2510,2519,9
left_turning,2543,2519,2543,24
sniffing,2544,2543,2544,1
trotting,2575,2544,2575,31
stepping,2634,2575,2634,59
climbing,2703,2634,2703,69
trotting,2706,2703,2706,3
walking,2728,2706,2728,22
sniffing,2747,2728,2747,19
rising,2769,2747,2769,22
walking,2816,2769,2816,47
rising,2963,2816,2963,147
sniffing,2964,2963,2964,1
left_turning,2978,2964,2978,14
rearing,3121,2978,3121,143
climbing,3167,3121,3167,46
left_turning,3189,3167,3189,22
sniffing,3261,3189,3261,72
trotting,3278,3261,3278,17
climbing,3294,3278,3294,16
sniffing,3328,3294,3328,34
climbing,3378,3328,3378,50
sniffing,3525,3378,3525,147
hunching,3528,3525,3528,3
climbing,3570,3528,3570,42
walking,3577,3570,3577,7
rising,3602,3577,3602,25
sniffing,3603,3602,3603,1
running,3604,3603,3604,1
walking,3644,3604,3644,40
sniffing,3645,3644,3645,1
rising,3721,3645,3721,76
rearing,3855,3721,3855,134
rising,3864,3855,3864,9
climbing,3914,3864,3914,50
trotting,3930,3914,3930,16
rising,3958,3930,3958,28
left_turning,4004,3958,4004,46
