revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,1,0,1,1
rising,25,1,25,24
stepping,45,25,45,20
climbing,80,45,80,35
grooming,117,80,117,37
sniffing,158,117,158,41
grooming,366,158,366,208
sniffing,477,366,477,111
climbing,494,477,494,17
sniffing,553,494,553,59
rising,591,553,591,38
walking,659,591,659,68
sniffing,734,659,734,75
stepping,769,734,769,35
climbing,794,769,794,25
trotting,816,794,816,22
left_turning,915,816,915,99
sniffing,979,915,979,64
rising,1011,979,1011,32
sniffing,1012,1011,1012,1
walking,1035,1012,1035,23
trotting,1058,1035,1058,23
climbing,1083,1058,1083,25
right_turning,1092,1083,1092,9
climbing,1174,1092,1174,82
rising,1263,1174,1263,89
climbing,1318,1263,1318,55
walking,1322,1318,1322,4
sniffing,1348,1322,1348,26
stepping,1380,1348,1380,32
sniffing,1471,1380,1471,91
walking,1480,1471,1480,9
climbing,1495,1480,1495,15
sniffing,1557,1495,1557,62
left_turning,1583,1557,1583,26
trotting,1598,1583,1598,15
walking,1645,1598,1645,47
climbing,1687,1645,1687,42
sniffing,1724,1687,1724,37
rising,1793,1724,1793,69
climbing,1837,1793,1837,44
hunching,2041,1837,2041,204
grooming,2072,2041,2072,31
sniffing,2129,2072,2129,57
climbing,2148,2129,2148,19
sniffing,2177,2148,2177,29
rising,2235,2177,2235,58
trotting,2281,2235,2281,46
walking,2302,2281,2302,21
sniffing,2457,2302,2457,155
climbing,2498,2457,2498,41
rising,2554,2498,2554,56
climbing,2597,2554,2597,43
running,2613,2597,2613,16
walking,2623,2613,2623,10
climbing,2646,2623,2646,23
sniffing,2690,2646,2690,44
rising,2691,2690,2691,1
rearing,2761,2691,2761,70
sniffing,2814,2761,2814,53
rearing,2874,2814,2874,60
climbing,2909,2874,2909,35
right_turning,2933,2909,2933,24
sniffing,2934,2933,2934,1
walking,2967,2934,2967,33
running,2989,2967,2989,22
sniffing,2990,2989,2990,1
climbing,3051,2990,3051,61
running,3071,3051,3071,20
trotting,3084,3071,3084,13
walking,3085,3084,3085,1
sniffing,3210,3085,3210,125
walking,3216,3210,3216,6
sniffing,3315,3216,3315,99
walking,3372,3315,3372,57
climbing,3424,3372,3424,52
right_turning,3438,3424,3438,14
walking,3518,3438,3518,80
sniffing,3612,3518,3612,94
rising,3626,3612,3626,14
sniffing,3640,3626,3640,14
rising,3641,3640,3641,1
right_turning,3660,3641,3660,19
sniffing,3661,3660,3661,1
climbing,3708,3661,3708,47
trotting,3739,3708,3739,31
sniffing,3744,3739,3744,5
right_turning,3761,3744,3761,17
rising,3840,3761,3840,79
trotting,3861,3840,3861,21
stepping,3929,3861,3929,68
sniffing,4018,3929,4018,89
trotting,4019,4018,4019,1
sniffing,4020,4019,4020,1
left_turning,4033,4020,4033,13
climbing,4087,4033,4087,54
right_turning,4098,4087,4098,11
trotting,4113,4098,4113,15
sniffing,4207,4113,4207,94
walking,4257,4207,4257,50
sniffing,4262,4257,4262,5
trotting,4277,4262,4277,15
sniffing,4314,4277,4314,37
left_turning,4324,4314,4324,10
walking,4406,4324,4406,82
climbing,4437,4406,4437,31
sniffing,4466,4437,4466,29
trotting,4476,4466,4476,10
walking,4524,4476,4524,48
climbing,4572,4524,4572,48
sniffing,4573,4572,4573,1
left_turning,4609,4573,4609,36
sniffing,4610,4609,4610,1
walking,4665,4610,4665,55
sniffing,4710,4665,4710,45
climbing,4745,4710,4745,35
sniffing,4792,4745,4792,47
climbing,4857,4792,4857,65
walking,4918,4857,4918,61
stepping,4948,4918,4948,30
sniffing,5028,4948,5028,80
left_turning,5049,5028,5049,21
running,5068,5049,5068,19
sniffing,5169,5068,5169,101
stepping,5181,5169,5181,12
right_turning,5202,5181,5202,21
trotting,5240,5202,5240,38
walking,5261,5240,5261,21
stepping,5262,5261,5262,1
walking,5287,5262,5287,25
left_turning,5298,5287,5298,11
stepping,5304,5298,5304,6
walking,5314,5304,5314,10
rising,5336,5314,5336,22
left_turning,5355,5336,5355,19
walking,5387,5355,5387,32
rising,5417,5387,5417,30
hunching,5418,5417,5418,1
climbing,5456,5418,5456,38
walking,5510,5456,5510,54
trotting,5529,5510,5529,19
walking,5556,5529,5556,27
stepping,5662,5556,5662,106
sniffing,5681,5662,5681,19
left_turning,5719,5681,5719,38
running,5751,5719,5751,32
climbing,5786,5751,5786,35
rising,5787,5786,5787,1
sniffing,5887,5787,5887,100
rearing,5891,5887,5891,4
sniffing,5970,5891,5970,79
walking,5985,5970,5985,15
hunching,6051,5985,6051,66
sniffing,6090,6051,6090,39
right_turning,6108,6090,6108,18
walking,6109,6108,6109,1
rising,6133,6109,6133,24
climbing,6181,6133,6181,48
hunching,6199,6181,6199,18
sniffing,6200,6199,6200,1
rising,6253,6200,6253,53
sniffing,6292,6253,6292,39
left_turning,6331,6292,6331,39
sniffing,6370,6331,6370,39
trotting,6388,6370,6388,18
stepping,6418,6388,6418,30
trotting,6419,6418,6419,1
walking,6452,6419,6452,33
climbing,6488,6452,6488,36
rising,6490,6488,6490,2
walking,6552,6490,6552,62
hunching,6627,6552,6627,75
sniffing,6710,6627,6710,83
trotting,6741,6710,6741,31
rising,6742,6741,6742,1
trotting,6772,6742,6772,30
walking,6806,6772,6806,34
sniffing,6881,6806,6881,75
left_turning,6882,6881,6882,1
sniffing,6949,6882,6949,67
rising,6952,6949,6952,3
left_turning,7019,6952,7019,67
sniffing,7169,7019,7169,150
rising,7194,7169,7194,25
rearing,7195,7194,7195,1
hunching,7196,7195,7196,1
climbing,7251,7196,7251,55
sniffing,7350,7251,7350,99
