revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
walking,8,0,8,8
trotting,21,8,21,13
left_turning,49,21,49,28
rearing,50,49,50,1
sniffing,133,50,133,83
walking,169,133,169,36
sniffing,175,169,175,6
rising,301,175,301,126
walking,308,301,308,7
trotting,325,308,325,17
left_turning,373,325,373,48
sniffing,374,373,374,1
right_turning,377,374,377,3
trotting,397,377,397,20
sniffing,454,397,454,57
climbing,466,454,466,12
walking,500,466,500,34
trotting,523,500,523,23
rising,579,523,579,56
climbing,613,579,613,34
walking,614,613,614,1
rising,660,614,660,46
climbing,717,660,717,57
sniffing,718,717,718,1
left_turning,748,718,748,30
sniffing,851,748,851,103
walking,861,851,861,10
sniffing,925,861,925,64
rising,1160,925,1160,235
sniffing,1187,1160,1187,27
grooming,1318,1187,1318,131
sniffing,1329,1318,1329,11
left_turning,1330,1329,1330,1
trotting,1357,1330,1357,27
walking,1398,1357,1398,41
sniffing,1464,1398,1464,66
climbing,1514,1464,1514,50
sniffing,1743,1514,1743,229
climbing,1817,1743,1817,74
walking,1819,1817,1819,2
sniffing,1869,1819,1869,50
climbing,1917,1869,1917,48
sniffing,1937,1917,1937,20
left_turning,1987,1937,1987,50
sniffing,1988,1987,1988,1
rearing,2044,1988,2044,56
left_turning,2060,2044,2060,16
rearing,2190,2060,2190,130
rising,2229,2190,2229,39
stepping,2246,2229,2246,17
right_turning,2279,2246,2279,33
walking,2293,2279,2293,14
climbing,2364,2293,2364,71
rising,2365,2364,2365,1
sniffing,2446,2365,2446,81
left_turning,2479,2446,2479,33
walking,2576,2479,2576,97
stepping,2654,2576,2654,78
walking,2694,2654,2694,40
rising,2695,2694,2695,1
sniffing,2696,2695,2696,1
rising,2725,2696,2725,29
left_turning,2726,2725,2726,1
running,2747,2726,2747,21
sniffing,2915,2747,2915,168
walking,2954,2915,2954,39
trotting,2976,2954,2976,22
walking,2977,2976,2977,1
climbing,3023,2977,3023,46
walking,3050,3023,3050,27
sniffing,3083,3050,3083,33
walking,3088,3083,3088,5
sniffing,3101,3088,3101,13
climbing,3140,3101,3140,39
sniffing,3170,3140,3170,30
walking,3232,3170,3232,62
sniffing,3317,3232,3317,85
walking,3356,3317,3356,39
rising,3376,3356,3376,20
walking,3445,3376,3445,69
left_turning,3467,3445,3467,22
walking,3487,3467,3487,20
trotting,3494,3487,3494,7
sniffing,3591,3494,3591,97
walking,3619,3591,3619,28
rearing,3681,3619,3681,62
climbing,3728,3681,3728,47
rising,3729,3728,3729,1
left_turning,3730,3729,3730,1
walking,3759,3730,3759,29
sniffing,3809,3759,3809,50
climbing,3850,3809,3850,41
left_turning,3851,3850,3851,1
walking,3861,3851,3861,10
rising,3862,3861,3862,1
right_turning,3899,3862,3899,37
trotting,3920,3899,3920,21
sniffing,3942,3920,3942,22
walking,4052,3942,4052,110
sniffing,4053,4052,4053,1
stepping,4077,4053,4077,24
walking,4127,4077,4127,50
climbing,4155,4127,4155,28
rising,4164,4155,4164,9
stepping,4170,4164,4170,6
sniffing,4197,4170,4197,27
climbing,4230,4197,4230,33
rising,4268,4230,4268,38
walking,4278,4268,4278,10
sniffing,4360,4278,4360,82
trotting,4388,4360,4388,28
sniffing,4404,4388,4404,16
trotting,4411,4404,4411,7
sniffing,4522,4411,4522,111
climbing,4560,4522,4560,38
rearing,4566,4560,4566,6
climbing,4606,4566,4606,40
sniffing,4657,4606,4657,51
walking,4684,4657,4684,27
sniffing,4685,4684,4685,1
rearing,4686,4685,4686,1
grooming,4687,4686,4687,1
rearing,4688,4687,4688,1
left_turning,4689,4688,4689,1
walking,4729,4689,4729,40
climbing,4744,4729,4744,15
sniffing,4863,4744,4863,119
walking,4864,4863,4864,1
sniffing,4988,4864,4988,124
stepping,5048,4988,5048,60
walking,5049,5048,5049,1
left_turning,5050,5049,5050,1
trotting,5095,5050,5095,45
climbing,5127,5095,5127,32
sniffing,5131,5127,5131,4
walking,5164,5131,5164,33
rearing,5338,5164,5338,174
stepping,5342,5338,5342,4
rising,5381,5342,5381,39
sniffing,5394,5381,5394,13
rising,5508,5394,5508,114
climbing,5536,5508,5536,28
sniffing,5553,5536,5553,17
