revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
trotting,41,0,41,41
rising,104,41,104,63
sniffing,115,104,115,11
right_turning,124,115,124,9
stepping,126,124,126,2
walking,215,126,215,89
sniffing,317,215,317,102
walking,358,317,358,41
rearing,431,358,431,73
sniffing,553,431,553,122
left_turning,616,553,616,63
trotting,626,616,626,10
walking,691,626,691,65
sniffing,758,691,758,67
left_turning,788,758,788,30
sniffing,841,788,841,53
trotting,867,841,867,26
left_turning,868,867,868,1
sniffing,869,868,869,1
walking,893,869,893,24
sniffing,900,893,900,7
walking,946,900,946,46
left_turning,969,946,969,23
rising,970,969,970,1
hunching,1077,970,1077,107
climbing,1083,1077,1083,6
sniffing,1146,1083,1146,63
walking,1167,1146,1167,21
sniffing,1168,1167,1168,1
walking,1173,1168,1173,5
rising,1235,1173,1235,62
sniffing,1256,1235,1256,21
rising,1341,1256,1341,85
sniffing,1427,1341,1427,86
climbing,1452,1427,1452,25
rising,1503,1452,1503,51
walking,1504,1503,1504,1
trotting,1537,1504,1537,33
sniffing,1547,1537,1547,10
trotting,1555,1547,1555,8
sniffing,1682,1555,1682,127
rearing,1996,1682,1996,314
sniffing,1997,1996,1997,1
walking,1998,1997,1998,1
climbing,2033,1998,2033,35
rearing,2184,2033,2184,151
hunching,2329,2184,2329,145
climbing,2336,2329,2336,7
running,2356,2336,2356,20
sniffing,2464,2356,2464,108
climbing,2515,2464,2515,51
rising,2580,2515,2580,65
sniffing,2581,2580,2581,1
left_turning,2616,2581,2616,35
running,2640,2616,2640,24
left_turning,2712,2640,2712,72
sniffing,2734,2712,2734,22
running,2781,2734,2781,47
walking,2782,2781,2782,1
sniffing,2816,2782,2816,34
walking,2872,2816,2872,56
sniffing,2934,2872,2934,62
right_turning,2969,2934,2969,35
stepping,2970,2969,2970,1
rising,2971,2970,2971,1
stepping,2977,2971,2977,6
walking,3030,2977,3030,53
left_turning,3048,3030,3048,18
trotting,3078,3048,3078,30
right_turning,3105,3078,3105,27
walking,3206,3105,3206,101
left_turning,3207,3206,3207,1
sniffing,3261,3207,3261,54
rising,3286,3261,3286,25
sniffing,3325,3286,3325,39
climbing,3399,3325,3399,74
walking,3400,3399,3400,1
sniffing,3443,3400,3443,43
pausing,3444,3443,3444,1
sniffing,3445,3444,3445,1
climbing,3541,3445,3541,96
rising,3567,3541,3567,26
sniffing,3646,3567,3646,79
walking,3670,3646,3670,24
climbing,3736,3670,3736,66
