revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,60,0,60,60
right_turning,79,60,79,19
sniffing,135,79,135,56
climbing,151,135,151,16
right_turning,179,151,179,28
sniffing,226,179,226,47
walking,259,226,259,33
trotting,301,259,301,42
walking,309,301,309,8
sniffing,377,309,377,68
right_turning,378,377,378,1
walking,396,378,396,18
rising,417,396,417,21
climbing,451,417,451,34
hunching,452,451,452,1
sniffing,492,452,492,40
right_turning,542,492,542,50
trotting,548,542,548,6
left_turning,618,548,618,70
stepping,641,618,641,23
left_turning,691,641,691,50
sniffing,735,691,735,44
rising,766,735,766,31
right_turning,781,766,781,15
left_turning,826,781,826,45
running,831,826,831,5
sniffing,920,831,920,89
walking,921,920,921,1
sniffing,962,921,962,41
rearing,1059,962,1059,97
climbing,1062,1059,1062,3
rising,1127,1062,1127,65
sniffing,1138,1127,1138,11
walking,1168,1138,1168,30
sniffing,1261,1168,1261,93
climbing,1305,1261,1305,44
sniffing,1352,1305,1352,47
left_turning,1370,1352,1370,18
sniffing,1400,1370,1400,30
trotting,1460,1400,1460,60
sniffing,1470,1460,1470,10
rising,1502,1470,1502,32
stepping,1517,1502,1517,15
left_turning,1556,1517,1556,39
rising,1588,1556,1588,32
sniffing,1695,1588,1695,107
left_turning,1740,1695,1740,45
walking,1756,1740,1756,16
climbing,1820,1756,1820,64
rearing,2109,1820,2109,289
left_turning,2123,2109,2123,14
sniffing,2160,2123,2160,37
climbing,2203,2160,2203,43
sniffing,2256,2203,2256,53
climbing,2268,2256,2268,12
sniffing,2288,2268,2288,20
stepping,2289,2288,2289,1
climbing,2341,2289,2341,52
left_turning,2354,2341,2354,13
running,2391,2354,2391,37
trotting,2406,2391,2406,15
rearing,2415,2406,2415,9
sniffing,2478,2415,2478,63
left_turning,2514,2478,2514,36
running,2525,2514,2525,11
sniffing,2526,2525,2526,1
stepping,2552,2526,2552,26
right_turning,2559,2552,2559,7
trotting,2588,2559,2588,29
rising,2589,2588,2589,1
sniffing,2642,2589,2642,53
climbing,2684,2642,2684,42
hunching,2685,2684,2685,1
sniffing,2686,2685,2686,1
climbing,2735,2686,2735,49
walking,2780,2735,2780,45
sniffing,2808,2780,2808,28
climbing,2875,2808,2875,67
right_turning,2916,2875,2916,41
rising,2917,2916,2917,1
climbing,2946,2917,2946,29
sniffing,2999,2946,2999,53
climbing,3017,2999,3017,18
sniffing,3023,3017,3023,6
left_turning,3069,3023,3069,46
walking,3080,3069,3080,11
sniffing,3081,3080,3081,1
right_turning,3082,3081,3082,1
stepping,3125,3082,3125,43
right_turning,3126,3125,3126,1
trotting,3177,3126,3177,51
walking,3225,3177,3225,48
sniffing,3226,3225,3226,1
walking,3227,3226,3227,1
sniffing,3243,3227,3243,16
right_turning,3290,3243,3290,47
walking,3329,3290,3329,39
sniffing,3408,3329,3408,79
rising,3421,3408,3421,13
left_turning,3515,3421,3515,94
trotting,3525,3515,3525,10
sniffing,3610,3525,3610,85
walking,3611,3610,3611,1
left_turning,3643,3611,3643,32
sniffing,3755,3643,3755,112
climbing,3791,3755,3791,36
stepping,3876,3791,3876,85
climbing,3922,3876,3922,46
hunching,4171,3922,4171,249
sniffing,4235,4171,4235,64
left_turning,4290,4235,4290,55
trotting,4352,4290,4352,62
rising,4363,4352,4363,11
stepping,4421,4363,4421,58
rising,4422,4421,4422,1
climbing,4446,4422,4446,24
running,4482,4446,4482,36
walking,4491,4482,4491,9
rising,4744,4491,4744,253
sniffing,4761,4744,4761,17
pausing,4762,4761,4762,1
sniffing,4861,4762,4861,99
left_turning,4890,4861,4890,29
