revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,35,0,35,35
right_turning,36,35,36,1
walking,60,36,60,24
sniffing,150,60,150,90
climbing,181,150,181,31
left_turning,204,181,204,23
walking,231,204,231,27
sniffing,272,231,272,41
rising,273,272,273,1
left_turning,294,273,294,21
walking,346,294,346,52
trotting,369,346,369,23
sniffing,370,369,370,1
walking,371,370,371,1
sniffing,372,371,372,1
rising,373,372,373,1
rearing,427,373,427,54
climbing,460,427,460,33
sniffing,472,460,472,12
rising,473,472,473,1
stepping,507,473,507,34
sniffing,532,507,532,25
rising,593,532,593,61
climbing,617,593,617,24
sniffing,666,617,666,49
rising,667,666,667,1
trotting,679,667,679,12
running,718,679,718,39
sniffing,828,718,828,110
walking,858,828,858,30
climbing,893,858,893,35
sniffing,913,893,913,20
left_turning,921,913,921,8
trotting,1003,921,1003,82
walking,1035,1003,1035,32
rising,1135,1035,1135,100
sniffing,1136,1135,1136,1
walking,1214,1136,1214,78
climbing,1235,1214,1235,21
walking,1294,1235,1294,59
sniffing,1393,1294,1393,99
walking,1448,1393,1448,55
stepping,1491,1448,1491,43
climbing,1503,1491,1503,12
rising,1628,1503,1628,125
right_turning,1662,1628,1662,34
walking,1730,1662,1730,68
sniffing,1789,1730,1789,59
trotting,1799,1789,1799,10
walking,1872,1799,1872,73
sniffing,1877,1872,1877,5
trotting,1899,1877,1899,22
sniffing,1956,1899,1956,57
left_turning,1978,1956,1978,22
sniffing,1979,1978,1979,1
rising,1986,1979,1986,7
rearing,2024,1986,2024,38
rising,2065,2024,2065,41
climbing,2118,2065,2118,53
rearing,2322,2118,2322,204
sniffing,2356,2322,2356,34
rising,2365,2356,2365,9
sniffing,2395,2365,2395,30
walking,2415,2395,2415,20
trotting,2416,2415,2416,1
walking,2463,2416,2463,47
sniffing,2585,2463,2585,122
rising,2624,2585,2624,39
climbing,2654,2624,2654,30
left_turning,2656,2654,2656,2
rising,2717,2656,2717,61
sniffing,2742,2717,2742,25
climbing,2787,2742,2787,45
rising,2820,2787,2820,33
climbing,2863,2820,2863,43
left_turning,2894,2863,2894,31
rising,2895,2894,2895,1
climbing,2929,2895,2929,34
sniffing,3004,2929,3004,75
walking,3117,3004,3117,113
stepping,3124,3117,3124,7
climbing,3229,3124,3229,105
sniffing,3304,3229,3304,75
climbing,3332,3304,3332,28
right_turning,3350,3332,3350,18
walking,3377,3350,3377,27
left_turning,3399,3377,3399,22
sniffing,3437,3399,3437,38
left_turning,3438,3437,3438,1
walking,3458,3438,3458,20
right_turning,3473,3458,3473,15
trotting,3495,3473,3495,22
rising,3496,3495,3496,1
hunching,3497,3496,3497,1
right_turning,3518,3497,3518,21
sniffing,3519,3518,3519,1
climbing,3553,3519,3553,34
