revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
rising,81,0,81,81
climbing,92,81,92,11
walking,155,92,155,63
climbing,212,155,212,57
trotting,233,212,233,21
climbing,280,233,280,47
trotting,316,280,316,36
sniffing,319,316,319,3
right_turning,342,319,342,23
walking,353,342,353,11
sniffing,428,353,428,75
left_turning,430,428,430,2
sniffing,524,430,524,94
left_turning,525,524,525,1
running,545,525,545,20
walking,562,545,562,17
stepping,598,562,598,36
sniffing,756,598,756,158
walking,828,756,828,72
rising,829,828,829,1
walking,830,829,830,1
trotting,876,830,876,46
left_turning,906,876,906,30
running,907,906,907,1
sniffing,927,907,927,20
rising,1022,927,1022,95
left_turning,1059,1022,1059,37
trotting,1084,1059,1084,25
walking,1103,1084,1103,19
sniffing,1118,1103,1118,15
rising,1119,1118,1119,1
walking,1120,1119,1120,1
rising,1121,1120,1121,1
sniffing,1122,1121,1122,1
climbing,1131,1122,1131,9
hunching,1162,1131,1162,31
sniffing,1188,1162,1188,26
left_turning,1221,1188,1221,33
sniffing,1222,1221,1222,1
running,1249,1222,1249,27
sniffing,1327,1249,1327,78
climbing,1364,1327,1364,37
sniffing,1407,1364,1407,43
running,1436,1407,1436,29
stepping,1490,1436,1490,54
sniffing,1497,1490,1497,7
trotting,1526,1497,1526,29
right_turning,1527,1526,1527,1
walking,1558,1527,1558,31
rising,1704,1558,1704,146
climbing,1728,1704,1728,24
sniffing,1729,1728,1729,1
walking,1736,1729,1736,7
sniffing,1737,1736,1737,1
trotting,1774,1737,1774,37
sniffing,1775,1774,1775,1
pausing,1776,1775,1776,1
sniffing,1903,1776,1903,127
rising,1942,1903,1942,39
walking,1943,1942,1943,1
sniffing,1944,1943,1944,1
walking,1964,1944,1964,20
rising,2039,1964,2039,75
sniffing,2040,2039,2040,1
walking,2082,2040,2082,42
climbing,2129,2082,2129,47
right_turning,2152,2129,2152,23
stepping,2223,2152,2223,71
climbing,2235,2223,2235,12
walking,2339,2235,2339,104
climbing,2353,2339,2353,14
walking,2390,2353,2390,37
sniffing,2474,2390,2474,84
climbing,2482,2474,2482,8
sniffing,2506,2482,2506,24
left_turning,2529,2506,2529,23
walking,2604,2529,2604,75
rising,2640,2604,2640,36
trotting,2651,2640,2651,11
sniffing,2652,2651,2652,1
climbing,2712,2652,2712,60
rising,2740,2712,2740,28
sniffing,2741,2740,2741,1
walking,2770,2741,2770,29
sniffing,2869,2770,2869,99
trotting,2892,2869,2892,23
right_turning,2903,2892,2903,11
walking,2921,2903,2921,18
sniffing,2943,2921,2943,22
grooming,2944,2943,2944,1
rearing,2956,2944,2956,12
climbing,3008,2956,3008,52
rising,3009,3008,3009,1
climbing,3032,3009,3032,23
left_turning,3049,3032,3049,17
walking,3070,3049,3070,21
climbing,3113,3070,3113,43
walking,3152,3113,3152,39
left_turning,3153,3152,3153,1
sniffing,3154,3153,3154,1
climbing,3197,3154,3197,43
walking,3198,3197,3198,1
rising,3242,3198,3242,44
sniffing,3278,3242,3278,36
climbing,3321,3278,3321,43
left_turning,3341,3321,3341,20
stepping,3382,3341,3382,41
hunching,3415,3382,3415,33
right_turning,3424,3415,3424,9
trotting,3428,3424,3428,4
walking,3440,3428,3440,12
trotting,3468,3440,3468,28
sniffing,3493,3468,3493,25
walking,3599,3493,3599,106
sniffing,3611,3599,3611,12
walking,3653,3611,3653,42
sniffing,3664,3653,3664,11
walking,3665,3664,3665,1
sniffing,3854,3665,3854,189
walking,3855,3854,3855,1
climbing,3922,3855,3922,67
running,3923,3922,3923,1
climbing,3968,3923,3968,45
sniffing,3969,3968,3969,1
climbing,3972,3969,3972,3
hunching,4034,3972,4034,62
rising,4042,4034,4042,8
walking,4060,4042,4060,18
sniffing,4099,4060,4099,39
rising,4200,4099,4200,101
sniffing,4209,4200,4209,9
right_turning,4242,4209,4242,33
walking,4277,4242,4277,35
sniffing,4315,4277,4315,38
rising,4402,4315,4402,87
walking,4473,4402,4473,71
sniffing,4474,4473,4474,1
climbing,4522,4474,4522,48
grooming,4523,4522,4523,1
climbing,4550,4523,4550,27
sniffing,4560,4550,4560,10
climbing,4622,4560,4622,62
walking,4640,4622,4640,18
left_turning,4698,4640,4698,58
walking,4714,4698,4714,16
sniffing,4715,4714,4715,1
left_turning,4741,4715,4741,26
running,4752,4741,4752,11
sniffing,4753,4752,4753,1
walking,4787,4753,4787,34
left_turning,4790,4787,4790,3
walking,4815,4790,4815,25
stepping,4855,4815,4855,40
rising,4897,4855,4897,42
climbing,4961,4897,4961,64
sniffing,5023,4961,5023,62
rearing,5024,5023,5024,1
sniffing,5166,5024,5166,142
rising,5299,5166,5299,133
walking,5326,5299,5326,27
sniffing,5366,5326,5366,40
walking,5408,5366,5408,42
climbing,5448,5408,5448,40
sniffing,5479,5448,5479,31
right_turning,5496,5479,5496,17
running,5518,5496,5518,22
rising,5519,5518,5519,1
trotting,5533,5519,5533,14
sniffing,5580,5533,5580,47
rising,5635,5580,5635,55
sniffing,5636,5635,5636,1
left_turning,5637,5636,5637,1
trotting,5668,5637,5668,31
sniffing,5669,5668,5669,1
rising,5672,5669,5672,3
walking,5673,5672,5673,1
trotting,5676,5673,5676,3
rising,5677,5676,5677,1
left_turning,5678,5677,5678,1
walking,5717,5678,5717,39
climbing,5752,5717,5752,35
walking,5771,5752,5771,19
climbing,5794,5771,5794,23
sniffing,5848,5794,5848,54
climbing,5874,5848,5874,26
walking,5893,5874,5893,19
rising,5993,5893,5993,100
right_turning,5994,5993,5994,1
walking,5995,5994,5995,1
sniffing,6078,5995,6078,83
rising,6168,6078,6168,90
climbing,6176,6168,6176,8
rising,6256,6176,6256,80
climbing,6305,6256,6305,49
sniffing,6306,6305,6306,1
walking,6308,6306,6308,2
sniffing,6391,6308,6391,83
left_turning,6392,6391,6392,1
rising,6398,6392,6398,6
stepping,6416,6398,6416,18
sniffing,6437,6416,6437,21
climbing,6475,6437,6475,38
walking,6480,6475,6480,5
rising,6545,6480,6545,65
climbing,6600,6545,6600,55
rising,6601,6600,6601,1
right_turning,6626,6601,6626,25
trotting,6658,6626,6658,32
stepping,6670,6658,6670,12
walking,6694,6670,6694,24
sniffing,6722,6694,6722,28
rising,6742,6722,6742,20
climbing,6766,6742,6766,24
sniffing,6767,6766,6767,1
climbing,6811,6767,6811,44
walking,6826,6811,6826,15
sniffing,6827,6826,6827,1
walking,6893,6827,6893,66
climbing,6923,6893,6923,30
sniffing,6938,6923,6938,15
left_turning,6990,6938,6990,52
sniffing,6991,6990,6991,1
rising,6992,6991,6992,1
stepping,7038,6992,7038,46
right_turning,7070,7038,7070,32
trotting,7090,7070,7090,20
sniffing,7103,7090,7103,13
walking,7149,7103,7149,46
sniffing,7283,7149,7283,134
