revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,127,0,127,127
trotting,149,127,149,22
walking,192,149,192,43
sniffing,193,192,193,1
trotting,211,193,211,18
sniffing,221,211,221,10
climbing,263,221,263,42
grooming,551,263,551,288
sniffing,636,551,636,85
climbing,683,636,683,47
walking,735,683,735,52
climbing,771,735,771,36
right_turning,778,771,778,7
walking,797,778,797,19
sniffing,854,797,854,57
trotting,897,854,897,43
running,961,897,961,64
walking,1003,961,1003,42
sniffing,1012,1003,1012,9
left_turning,1013,1012,1013,1
walking,1020,1013,1020,7
stepping,1054,1020,1054,34
walking,1116,1054,1116,62
sniffing,1194,1116,1194,78
left_turning,1235,1194,1235,41
walking,1253,1235,1253,18
sniffing,1275,1253,1275,22
rising,1326,1275,1326,51
right_turning,1354,1326,1354,28
climbing,1371,1354,1371,17
left_turning,1372,1371,1372,1
walking,1447,1372,1447,75
climbing,1498,1447,1498,51
trotting,1499,1498,1499,1
sniffing,1556,1499,1556,57
left_turning,1594,1556,1594,38
walking,1645,1594,1645,51
climbing,1683,1645,1683,38
right_turning,1711,1683,1711,28
sniffing,1746,1711,1746,35
walking,1788,1746,1788,42
sniffing,1833,1788,1833,45
walking,1845,1833,1845,12
climbing,1886,1845,1886,41
rising,1920,1886,1920,34
trotting,1944,1920,1944,24
sniffing,2035,1944,2035,91
climbing,2053,2035,2053,18
rising,2123,2053,2123,70
trotting,2145,2123,2145,22
sniffing,2146,2145,2146,1
climbing,2198,2146,2198,52
left_turning,2207,2198,2207,9
rising,2238,2207,2238,31
walking,2306,2238,2306,68
left_turning,2308,2306,2308,2
sniffing,2397,2308,2397,89
climbing,2450,2397,2450,53
rising,2451,2450,2451,1
walking,2487,2451,2487,36
right_turning,2515,2487,2515,28
walking,2555,2515,2555,40
trotting,2587,2555,2587,32
sniffing,2633,2587,2633,46
stepping,2661,2633,2661,28
walking,2693,2661,2693,32
rising,2694,2693,2694,1
sniffing,2731,2694,2731,37
climbing,2782,2731,2782,51
sniffing,2854,2782,2854,72
trotting,2859,2854,2859,5
walking,2927,2859,2927,68
trotting,2928,2927,2928,1
rising,2941,2928,2941,13
left_turning,2979,2941,2979,38
sniffing,3020,2979,3020,41
climbing,3039,3020,3039,19
rising,3040,3039,3040,1
climbing,3087,3040,3087,47
sniffing,3104,3087,3104,17
walking,3163,3104,3163,59
climbing,3188,3163,3188,25
sniffing,3242,3188,3242,54
climbing,3292,3242,3292,50
trotting,3293,3292,3293,1
rising,3343,3293,3343,50
sniffing,3396,3343,3396,53
rising,3478,3396,3478,82
climbing,3515,3478,3515,37
walking,3551,3515,3551,36
climbing,3591,3551,3591,40
sniffing,3623,3591,3623,32
rising,3647,3623,3647,24
climbing,3694,3647,3694,47
rising,3774,3694,3774,80
climbing,3799,3774,3799,25
left_turning,3816,3799,3816,17
sniffing,3821,3816,3821,5
climbing,3862,3821,3862,41
rising,3863,3862,3863,1
climbing,3921,3863,3921,58
left_turning,3922,3921,3922,1
walking,3923,3922,3923,1
sniffing,3924,3923,3924,1
rising,4270,3924,4270,346
stepping,4289,4270,4289,19
climbing,4363,4289,4363,74
trotting,4382,4363,4382,19
walking,4396,4382,4396,14
rising,4415,4396,4415,19
climbing,4464,4415,4464,49
walking,4499,4464,4499,35
climbing,4536,4499,4536,37
walking,4560,4536,4560,24
right_turning,4564,4560,4564,4
walking,4627,4564,4627,63
sniffing,4638,4627,4638,11
walking,4657,4638,4657,19
climbing,4689,4657,4689,32
walking,4690,4689,4690,1
climbing,4727,4690,4727,37
hunching,4797,4727,4797,70
walking,4809,4797,4809,12
sniffing,4821,4809,4821,12
left_turning,4826,4821,4826,5
sniffing,4917,4826,4917,91
right_turning,4918,4917,4918,1
trotting,4923,4918,4923,5
walking,4938,4923,4938,15
sniffing,4976,4938,4976,38
running,4987,4976,4987,11
sniffing,4993,4987,4993,6
climbing,5032,4993,5032,39
sniffing,5055,5032,5055,23
rising,5056,5055,5056,1
sniffing,5113,5056,5113,57
left_turning,5233,5113,5233,120
sniffing,5294,5233,5294,61
rising,5325,5294,5325,31
sniffing,5525,5325,5525,200
rearing,5672,5525,5672,147
sniffing,5721,5672,5721,49
rising,5820,5721,5820,99
stepping,5821,5820,5821,1
walking,5822,5821,5822,1
left_turning,5848,5822,5848,26
sniffing,5905,5848,5905,57
rising,5931,5905,5931,26
sniffing,6001,5931,6001,70
walking,6016,6001,6016,15
rising,6020,6016,6020,4
sniffing,6021,6020,6021,1
climbing,6048,6021,6048,27
running,6056,6048,6056,8
trotting,6105,6056,6105,49
stepping,6121,6105,6121,16
walking,6134,6121,6134,13
rising,6159,6134,6159,25
left_turning,6206,6159,6206,47
sniffing,6207,6206,6207,1
walking,6256,6207,6256,49
left_turning,6319,6256,6319,63
walking,6352,6319,6352,33
climbing,6408,6352,6408,56
rising,6419,6408,6419,11
walking,6445,6419,6445,26
trotting,6452,6445,6452,7
walking,6548,6452,6548,96
climbing,6599,6548,6599,51
sniffing,6645,6599,6645,46
rising,6766,6645,6766,121
trotting,6794,6766,6794,28
rising,6875,6794,6875,81
rearing,6906,6875,6906,31
climbing,6963,6906,6963,57
running,6986,6963,6986,23
sniffing,7110,6986,7110,124
left_turning,7133,7110,7133,23
sniffing,7134,7133,7134,1
left_turning,7181,7134,7181,47
trotting,7214,7181,7214,33
walking,7215,7214,7215,1
rising,7216,7215,7216,1
stepping,7290,7216,7290,74
left_turning,7350,7290,7350,60
walking,7365,7350,7365,15
sniffing,7366,7365,7366,1
walking,7421,7366,7421,55
sniffing,7476,7421,7476,55
climbing,7533,7476,7533,57
sniffing,7543,7533,7543,10
climbing,7566,7543,7566,23
sniffing,7567,7566,7567,1
climbing,7623,7567,7623,56
rising,7650,7623,7650,27
walking,7671,7650,7671,21
rising,7701,7671,7701,30
sniffing,7702,7701,7702,1
walking,7768,7702,7768,66
climbing,7807,7768,7807,39
sniffing,7836,7807,7836,29
climbing,7861,7836,7861,25
sniffing,7873,7861,7873,12
climbing,7910,7873,7910,37
right_turning,7926,7910,7926,16
trotting,7962,7926,7962,36
sniffing,7986,7962,7986,24
walking,7987,7986,7987,1
sniffing,8006,7987,8006,19
climbing,8060,8006,8060,54
sniffing,8121,8060,8121,61
right_turning,8124,8121,8124,3
sniffing,8125,8124,8125,1
trotting,8158,8125,8158,33
walking,8198,8158,8198,40
stepping,8216,8198,8216,18
walking,8286,8216,8286,70
sniffing,8336,8286,8336,50
left_turning,8390,8336,8390,54
trotting,8416,8390,8416,26
left_turning,8440,8416,8440,24
walking,8467,8440,8467,27
sniffing,8553,8467,8553,86
walking,8621,8553,8621,68
climbing,8681,8621,8681,60
sniffing,8696,8681,8696,15
stepping,8742,8696,8742,46
climbing,8771,8742,8771,29
stepping,8781,8771,8781,10
left_turning,8866,8781,8866,85
sniffing,8924,8866,8924,58
walking,8925,8924,8925,1
trotting,8942,8925,8942,17
walking,8975,8942,8975,33
sniffing,9016,8975,9016,41
left_turning,9017,9016,9017,1
trotting,9039,9017,9039,22
walking,9067,9039,9067,28
sniffing,9107,9067,9107,40
running,9146,9107,9146,39
rising,9156,9146,9156,10
walking,9233,9156,9233,77
sniffing,9274,9233,9274,41
climbing,9334,9274,9334,60
sniffing,9335,9334,9335,1
stepping,9336,9335,9336,1
right_turning,9370,9336,9370,34
walking,9422,9370,9422,52
sniffing,9486,9422,9486,64
walking,9507,9486,9507,21
sniffing,9558,9507,9558,51
walking,9649,9558,9649,91
rising,9676,9649,9676,27
left_turning,9723,9676,9723,47
sniffing,9779,9723,9779,56
walking,9791,9779,9791,12
climbing,9837,9791,9837,46
rearing,9938,9837,9938,101
trotting,9963,9938,9963,25
rising,9964,9963,9964,1
sniffing,10036,9964,10036,72
trotting,10097,10036,10097,61
walking,10098,10097,10098,1
climbing,10147,10098,10147,49
left_turning,10157,10147,10157,10
sniffing,10175,10157,10175,18
rising,10200,10175,10200,25
sniffing,10201,10200,10201,1
walking,10244,10201,10244,43
rising,10273,10244,10273,29
climbing,10312,10273,10312,39
sniffing,10385,10312,10385,73
rising,10406,10385,10406,21
climbing,10455,10406,10455,49
rising,10456,10455,10456,1
climbing,10507,10456,10507,51
grooming,10737,10507,10737,230
trotting,10802,10737,10802,65
sniffing,10874,10802,10874,72
left_turning,10880,10874,10880,6
sniffing,10937,10880,10937,57
right_turning,10950,10937,10950,13
sniffing,11034,10950,11034,84
hunching,11035,11034,11035,1
grooming,11341,11035,11341,306
sniffing,11361,11341,11361,20
left_turning,11404,11361,11404,43
trotting,11411,11404,11411,7
walking,11416,11411,11416,5
climbing,11435,11416,11435,19
rearing,11463,11435,11463,28
rising,11535,11463,11535,72
left_turning,11572,11535,11572,37
sniffing,11573,11572,11573,1
walking,11579,11573,11579,6
stepping,11606,11579,11606,27
sniffing,11708,11606,11708,102
climbing,11753,11708,11753,45
left_turning,11834,11753,11834,81
right_turning,11847,11834,11847,13
walking,11894,11847,11894,47
sniffing,11899,11894,11899,5
walking,11913,11899,11913,14
rising,11914,11913,11914,1
right_turning,11932,11914,11932,18
left_turning,11973,11932,11973,41
walking,12015,11973,12015,42
sniffing,12055,12015,12055,40
walking,12105,12055,12105,50
sniffing,12188,12105,12188,83
rising,12275,12188,12275,87
rearing,12340,12275,12340,65
rising,12391,12340,12391,51
climbing,12423,12391,12423,32
running,12430,12423,12430,7
stepping,12468,12430,12468,38
trotting,12501,12468,12501,33
left_turning,12534,12501,12534,33
walking,12585,12534,12585,51
trotting,12591,12585,12591,6
stepping,12644,12591,12644,53
right_turning,12645,12644,12645,1
left_turning,12646,12645,12646,1
