revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,107,0,107,107
rising,219,107,219,112
sniffing,220,219,220,1
climbing,269,220,269,49
sniffing,313,269,313,44
trotting,362,313,362,49
right_turning,372,362,372,10
trotting,376,372,376,4
walking,413,376,413,37
sniffing,471,413,471,58
pausing,472,471,472,1
sniffing,590,472,590,118
walking,655,590,655,65
trotting,671,655,671,16
walking,718,671,718,47
sniffing,767,718,767,49
walking,811,767,811,44
stepping,823,811,823,12
climbing,838,823,838,15
walking,847,838,847,9
sniffing,906,847,906,59
walking,931,906,931,25
sniffing,1038,931,1038,107
rising,1066,1038,1066,28
climbing,1111,1066,1111,45
sniffing,1112,1111,1112,1
rising,1128,1112,1128,16
climbing,1197,1128,1197,69
rearing,1544,1197,1544,347
rising,1600,1544,1600,56
left_turning,1617,1600,1617,17
rising,1675,1617,1675,58
walking,1711,1675,1711,36
rising,1800,1711,1800,89
sniffing,1826,1800,1826,26
rising,1864,1826,1864,38
trotting,1936,1864,1936,72
sniffing,1937,1936,1937,1
walking,1982,1937,1982,45
sniffing,1997,1982,1997,15
running,2037,1997,2037,40
stepping,2038,2037,2038,1
climbing,2089,2038,2089,51
right_turning,2105,2089,2105,16
trotting,2106,2105,2106,1
walking,2190,2106,2190,84
trotting,2197,2190,2197,7
stepping,2229,2197,2229,32
right_turning,2230,2229,2230,1
trotting,2275,2230,2275,45
left_turning,2328,2275,2328,53
rising,2329,2328,2329,1
sniffing,2342,2329,2342,13
climbing,2366,2342,2366,24
rising,2540,2366,2540,174
stepping,2578,2540,2578,38
walking,2592,2578,2592,14
climbing,2621,2592,2621,29
hunching,2701,2621,2701,80
climbing,2724,2701,2724,23
sniffing,2815,2724,2815,91
climbing,2850,2815,2850,35
right_turning,2878,2850,2878,28
sniffing,2901,2878,2901,23
rising,2902,2901,2902,1
right_turning,2921,2902,2921,19
sniffing,2981,2921,2981,60
climbing,3033,2981,3033,52
sniffing,3034,3033,3034,1
rising,3035,3034,3035,1
walking,3059,3035,3059,24
sniffing,3079,3059,3079,20
climbing,3101,3079,3101,22
walking,3123,3101,3123,22
left_turning,3157,3123,3157,34
rearing,3240,3157,3240,83
walking,3277,3240,3277,37
climbing,3339,3277,3339,62
running,3378,3339,3378,39
left_turning,3398,3378,3398,20
trotting,3399,3398,3399,1
sniffing,3400,3399,3400,1
left_turning,3442,3400,3442,42
sniffing,3443,3442,3443,1
running,3446,3443,3446,3
walking,3494,3446,3494,48
running,3499,3494,3499,5
trotting,3505,3499,3505,6
sniffing,3531,3505,3531,26
left_turning,3545,3531,3545,14
sniffing,3573,3545,3573,28
trotting,3575,3573,3575,2
rising,3605,3575,3605,30
climbing,3667,3605,3667,62
walking,3674,3667,3674,7
rising,3695,3674,3695,21
sniffing,3696,3695,3696,1
climbing,3697,3696,3697,1
rearing,3773,3697,3773,76
right_turning,3776,3773,3776,3
stepping,3796,3776,3796,20
left_turning,3801,3796,3801,5
walking,3875,3801,3875,74
rising,3911,3875,3911,36
sniffing,3942,3911,3942,31
rising,3943,3942,3943,1
climbing,3975,3943,3975,32
trotting,4000,3975,4000,25
rising,4058,4000,4058,58
climbing,4084,4058,4084,26
rising,4305,4084,4305,221
rearing,4306,4305,4306,1
rising,4307,4306,4307,1
climbing,4369,4307,4369,62
sniffing,4398,4369,4398,29
rearing,4493,4398,4493,95
rising,4568,4493,4568,75
sniffing,4589,4568,4589,21
rising,4657,4589,4657,68
climbing,4694,4657,4694,37
rearing,4695,4694,4695,1
sniffing,4727,4695,4727,32
hunching,4813,4727,4813,86
sniffing,4814,4813,4814,1
left_turning,4825,4814,4825,11
sniffing,4863,4825,4863,38
climbing,4934,4863,4934,71
sniffing,5018,4934,5018,84
walking,5034,5018,5034,16
sniffing,5035,5034,5035,1
trotting,5057,5035,5057,22
left_turning,5115,5057,5115,58
trotting,5142,5115,5142,27
walking,5151,5142,5151,9
sniffing,5177,5151,5177,26
rising,5236,5177,5236,59
walking,5291,5236,5291,55
sniffing,5292,5291,5292,1
pausing,5293,5292,5293,1
sniffing,5316,5293,5316,23
climbing,5357,5316,5357,41
sniffing,5371,5357,5371,14
trotting,5372,5371,5372,1
left_turning,5439,5372,5439,67
sniffing,5509,5439,5509,70
rising,5510,5509,5510,1
sniffing,5581,5510,5581,71
left_turning,5613,5581,5613,32
walking,5659,5613,5659,46
rising,5722,5659,5722,63
walking,5735,5722,5735,13
rising,5736,5735,5736,1
walking,5775,5736,5775,39
sniffing,5809,5775,5809,34
rising,5810,5809,5810,1
climbing,5873,5810,5873,63
walking,5879,5873,5879,6
rising,6196,5879,6196,317
rearing,6365,6196,6365,169
sniffing,6366,6365,6366,1
climbing,6430,6366,6430,64
rising,6520,6430,6520,90
climbing,6576,6520,6576,56
rearing,6681,6576,6681,105
walking,6722,6681,6722,41
running,6755,6722,6755,33
walking,6801,6755,6801,46
rising,6891,6801,6891,90
sniffing,6916,6891,6916,25
left_turning,6979,6916,6979,63
walking,7032,6979,7032,53
left_turning,7045,7032,7045,13
sniffing,7089,7045,7089,44
walking,7097,7089,7097,8
left_turning,7111,7097,7111,14
trotting,7129,7111,7129,18
walking,7152,7129,7152,23
climbing,7209,7152,7209,57
rearing,7210,7209,7210,1
left_turning,7223,7210,7223,13
rising,7224,7223,7224,1
left_turning,7232,7224,7232,8
walking,7241,7232,7241,9
left_turning,7262,7241,7262,21
sniffing,7346,7262,7346,84
climbing,7368,7346,7368,22
sniffing,7409,7368,7409,41
rising,7501,7409,7501,92
climbing,7556,7501,7556,55
sniffing,7699,7556,7699,143
hunching,7979,7699,7979,280
rearing,7994,7979,7994,15
sniffing,7995,7994,7995,1
stepping,8034,7995,8034,39
sniffing,8100,8034,8100,66
rising,8101,8100,8101,1
sniffing,8175,8101,8175,74
climbing,8198,8175,8198,23
walking,8223,8198,8223,25
running,8249,8223,8249,26
walking,8299,8249,8299,50
left_turning,8300,8299,8300,1
sniffing,8302,8300,8302,2
climbing,8341,8302,8341,39
sniffing,8469,8341,8469,128
left_turning,8505,8469,8505,36
sniffing,8506,8505,8506,1
trotting,8512,8506,8512,6
walking,8531,8512,8531,19
left_turning,8544,8531,8544,13
walking,8562,8544,8562,18
left_turning,8576,8562,8576,14
sniffing,8577,8576,8577,1
rising,8578,8577,8578,1
walking,8579,8578,8579,1
climbing,8602,8579,8602,23
walking,8631,8602,8631,29
stepping,8658,8631,8658,27
sniffing,8659,8658,8659,1
walking,8684,8659,8684,25
rising,8801,8684,8801,117
