revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
trotting,18,0,18,18
sniffing,92,18,92,74
stepping,113,92,113,21
trotting,117,113,117,4
right_turning,132,117,132,15
left_turning,192,132,192,60
sniffing,237,192,237,45
stepping,279,237,279,42
sniffing,305,279,305,26
walking,308,305,308,3
running,333,308,333,25
walking,370,333,370,37
climbing,416,370,416,46
rising,550,416,550,134
climbing,619,550,619,69
trotting,647,619,647,28
sniffing,649,647,649,2
climbing,706,649,706,57
rising,802,706,802,96
left_turning,837,802,837,35
sniffing,838,837,838,1
walking,898,838,898,60
rising,941,898,941,43
trotting,983,941,983,42
left_turning,1033,983,1033,50
climbing,1070,1033,1070,37
right_turning,1091,1070,1091,21
sniffing,1105,1091,1105,14
walking,1111,1105,1111,6
sniffing,1158,1111,1158,47
left_turning,1184,1158,1184,26
stepping,1226,1184,1226,42
climbing,1263,1226,1263,37
sniffing,1356,1263,1356,93
rising,1380,1356,1380,24
climbing,1419,1380,1419,39
left_turning,1452,1419,1452,33
walking,1483,1452,1483,31
sniffing,1485,1483,1485,2
trotting,1496,1485,1496,11
walking,1497,1496,1497,1
sniffing,1555,1497,1555,58
climbing,1589,1555,1589,34
sniffing,1709,1589,1709,120
left_turning,1778,1709,1778,69
rising,1899,1778,1899,121
sniffing,1943,1899,1943,44
climbing,1983,1943,1983,40
sniffing,2040,1983,2040,57
left_turning,2077,2040,2077,37
walking,2104,2077,2104,27
trotting,2118,2104,2118,14
walking,2134,2118,2134,16
sniffing,2215,2134,2215,81
climbing,2238,2215,2238,23
rising,2239,2238,2239,1
trotting,2257,2239,2257,18
sniffing,2258,2257,2258,1
rearing,2259,2258,2259,1
rising,2313,2259,2313,54
sniffing,2367,2313,2367,54
rising,2368,2367,2368,1
sniffing,2696,2368,2696,328
rising,2697,2696,2697,1
right_turning,2718,2697,2718,21
running,2734,2718,2734,16
walking,2754,2734,2754,20
sniffing,2796,2754,2796,42
rearing,2797,2796,2797,1
sniffing,2802,2797,2802,5
climbing,2842,2802,2842,40
sniffing,2903,2842,2903,61
climbing,2952,2903,2952,49
sniffing,2953,2952,2953,1
rising,2954,2953,2954,1
sniffing,2955,2954,2955,1
walking,3001,2955,3001,46
trotting,3016,3001,3016,15
rearing,3110,3016,3110,94
left_turning,3136,3110,3136,26
sniffing,3182,3136,3182,46
walking,3228,3182,3228,46
climbing,3257,3228,3257,29
sniffing,3278,3257,3278,21
left_turning,3285,3278,3285,7
climbing,3327,3285,3327,42
rising,3479,3327,3479,152
walking,3511,3479,3511,32
sniffing,3512,3511,3512,1
trotting,3539,3512,3539,27
running,3581,3539,3581,42
rising,3631,3581,3631,50
sniffing,3648,3631,3648,17
climbing,3658,3648,3658,10
walking,3659,3658,3659,1
climbing,3685,3659,3685,26
right_turning,3686,3685,3686,1
walking,3714,3686,3714,28
trotting,3715,3714,3715,1
left_turning,3776,3715,3776,61
walking,3875,3776,3875,99
sniffing,3890,3875,3890,15
rising,3941,3890,3941,51
climbing,3967,3941,3967,26
walking,3994,3967,3994,27
sniffing,4069,3994,4069,75
rising,4093,4069,4093,24
climbing,4128,4093,4128,35
rising,4145,4128,4145,17
sniffing,4193,4145,4193,48
walking,4244,4193,4244,51
rising,4287,4244,4287,43
stepping,4316,4287,4316,29
walking,4323,4316,4323,7
rising,4334,4323,4334,11
sniffing,4522,4334,4522,188
trotting,4544,4522,4544,22
sniffing,4734,4544,4734,190
left_turning,4735,4734,4735,1
walking,4746,4735,4746,11
stepping,4799,4746,4799,53
sniffing,4827,4799,4827,28
trotting,4840,4827,4840,13
rising,5020,4840,5020,180
sniffing,5208,5020,5208,188
right_turning,5231,5208,5231,23
walking,5284,5231,5284,53
left_turning,5311,5284,5311,27
stepping,5312,5311,5312,1
sniffing,5355,5312,5355,43
rearing,5461,5355,5461,106
rising,5576,5461,5576,115
climbing,5611,5576,5611,35
sniffing,5652,5611,5652,41
rising,5726,5652,5726,74
walking,5758,5726,5758,32
climbing,5787,5758,5787,29
sniffing,5813,5787,5813,26
rising,5950,5813,5950,137
sniffing,5985,5950,5985,35
rising,5986,5985,5986,1
climbing,6015,5986,6015,29
rising,6028,6015,6028,13
climbing,6059,6028,6059,31
walking,6060,6059,6060,1
sniffing,6061,6060,6061,1
rising,6094,6061,6094,33
climbing,6115,6094,6115,21
rising,6116,6115,6116,1
sniffing,6127,6116,6127,11
rising,6170,6127,6170,43
pausing,6171,6170,6171,1
sniffing,6226,6171,6226,55
walking,6242,6226,6242,16
trotting,6260,6242,6260,18
rising,6288,6260,6288,28
walking,6304,6288,6304,16
sniffing,6362,6304,6362,58
rising,6372,6362,6372,10
left_turning,6380,6372,6380,8
running,6407,6380,6407,27
walking,6450,6407,6450,43
running,6506,6450,6506,56
walking,6529,6506,6529,23
sniffing,6550,6529,6550,21
left_turning,6552,6550,6552,2
rising,6553,6552,6553,1
climbing,6573,6553,6573,20
rising,6613,6573,6613,40
walking,6681,6613,6681,68
sniffing,6755,6681,6755,74
left_turning,6756,6755,6756,1
sniffing,6826,6756,6826,70
rising,6896,6826,6896,70
walking,6921,6896,6921,25
sniffing,7027,6921,7027,106
left_turning,7068,7027,7068,41
walking,7105,7068,7105,37
sniffing,7106,7105,7106,1
climbing,7129,7106,7129,23
right_turning,7130,7129,7130,1
sniffing,7190,7130,7190,60
right_turning,7193,7190,7193,3
stepping,7209,7193,7209,16
walking,7223,7209,7223,14
left_turning,7268,7223,7268,45
walking,7271,7268,7271,3
climbing,7317,7271,7317,46
hunching,7464,7317,7464,147
rising,7465,7464,7465,1
