,location,points,density,statistic_type,video_index,ExperimentCondition,gender
167,corner,0.0,0.0,traditional_location,152,Stress_Light-on,female
168,center,27.904444444444444,4.464711111111111,traditional_location,153,Stress_Light-on,female
169,perimeter,72.09555555555556,5.767644444444445,traditional_location,153,Stress_Light-on,female
170,corner,0.0,0.0,traditional_location,153,Stress_Light-on,female
171,center,13.096666666666668,2.095466666666667,traditional_location,154,Stress_Light-on,female
172,perimeter,86.90333333333334,6.9522666666666675,traditional_location,154,Stress_Light-on,female
173,corner,0.0,0.0,traditional_location,154,Stress_Light-on,female
174,center,7.838888888888889,1.2542222222222221,traditional_location,155,Stress_Light-on,male
175,perimeter,92.16111111111111,7.372888888888889,traditional_location,155,Stress_Light-on,male
176,corner,0.0,0.0,traditional_location,155,Stress_Light-on,male
177,center,12.767777777777777,2.0428444444444445,traditional_location,156,Stress_Light-on,male
178,perimeter,87.23222222222222,6.978577777777778,traditional_location,156,Stress_Light-on,male
179,corner,0.0,0.0,traditional_location,156,Stress_Light-on,male
180,center,8.70111111111111,1.3921777777777777,traditional_location,157,Stress_Light-on,male
181,perimeter,91.29888888888888,7.30391111111111,traditional_location,157,Stress_Light-on,male
182,corner,0.0,0.0,traditional_location,157,Stress_Light-on,male
183,center,18.886666666666667,3.0218666666666665,traditional_location,158,Stress_Light-on,male
184,perimeter,81.11333333333334,6.489066666666667,traditional_location,158,Stress_Light-on,male
185,corner,0.0,0.0,traditional_location,158,Stress_Light-on,male
