,location,points,density,statistic_type,video_index,ExperimentCondition,gender
25,perimeter,40.983333333333334,3.903174603174603,data_driven_location,20,Morning_Light-on,female
26,corner,31.472222222222225,13.987654320987655,data_driven_location,20,Morning_Light-on,female
27,center,14.16111111111111,1.1560090702947845,data_driven_location,21,Morning_Light-on,female
28,perimeter,52.81111111111111,5.02962962962963,data_driven_location,21,Morning_Light-on,female
29,corner,33.02777777777778,14.679012345679013,data_driven_location,21,Morning_Light-on,female
30,center,12.572222222222223,1.0263038548752834,data_driven_location,25,Morning_Light-on,female
31,perimeter,50.1,4.771428571428571,data_driven_location,25,Morning_Light-on,female
32,corner,37.327777777777776,16.59012345679012,data_driven_location,25,Morning_Light-on,female
33,center,19.116666666666667,1.5605442176870747,data_driven_location,26,Morning_Light-on,male
34,perimeter,43.47222222222222,4.14021164021164,data_driven_location,26,Morning_Light-on,male
35,corner,37.41111111111111,16.627160493827162,data_driven_location,26,Morning_Light-on,male
36,center,12.194444444444445,0.9954648526077098,data_driven_location,27,Morning_Light-on,female
37,perimeter,44.47222222222222,4.235449735449735,data_driven_location,27,Morning_Light-on,female
38,corner,43.333333333333336,19.25925925925926,data_driven_location,27,Morning_Light-on,female
39,center,14.277777777777779,1.1655328798185942,data_driven_location,31,Morning_Light-on,male
40,perimeter,41.03888888888889,3.9084656084656086,data_driven_location,31,Morning_Light-on,male
41,corner,44.68333333333334,19.85925925925926,data_driven_location,31,Morning_Light-on,male
42,center,15.877777777777776,1.2961451247165532,data_driven_location,32,Morning_Light-on,female
43,perimeter,42.144444444444446,4.013756613756613,data_driven_location,32,Morning_Light-on,female
44,corner,41.97777777777778,18.656790123456794,data_driven_location,32,Morning_Light-on,female
45,center,8.744444444444445,0.7138321995464854,data_driven_location,33,Morning_Light-on,female
46,perimeter,47.605555555555554,4.533862433862433,data_driven_location,33,Morning_Light-on,female
47,corner,43.65,19.4,data_driven_location,33,Morning_Light-on,female
48,center,17.183333333333334,1.4027210884353742,data_driven_location,37,Morning_Light-on,male
49,perimeter,40.36111111111111,3.8439153439153437,data_driven_location,37,Morning_Light-on,male
50,corner,42.455555555555556,18.869135802469135,data_driven_location,37,Morning_Light-on,male
