,revised_movement_label,step_type,bouts,valley_time_gap,vally_value,peak_time_gap,peak_value,group
752,trotting,distance1,70,10.75,42.590247849145484,12.0,59.92483266215144,Morning_lightOn
753,trotting,distance1,71,6.4,45.795269151226854,6.0,55.761049061892834,Morning_lightOn
754,trotting,distance1,72,7.0,43.86242223472836,7.0,58.54486557056692,Morning_lightOn
755,trotting,distance1,73,5.5,49.86644249519221,5.0,66.29011869860926,Morning_lightOn
756,trotting,distance1,74,7.5,43.665911058416356,8.0,53.60719646057987,Morning_lightOn
757,trotting,distance1,75,7.25,43.56219688096583,7.0,54.014061661535045,Morning_lightOn
758,trotting,distance1,76,6.666666666666667,47.526973505405316,6.0,53.35295847992459,Morning_lightOn
759,trotting,distance1,77,7.2,45.81045062875018,6.833333333333333,52.10499352116351,Morning_lightOn
760,trotting,distance1,78,8.5,38.505039180905186,8.666666666666666,58.842677827470126,Morning_lightOn
761,trotting,distance1,79,7.8,43.2198520109991,7.166666666666667,52.449122538364655,Morning_lightOn
762,trotting,distance1,80,7.0,47.92235347077324,6.666666666666667,58.05915335664174,Morning_lightOn
763,trotting,distance1,81,7.0,46.846478506486804,6.75,54.605627244694105,Morning_lightOn
764,trotting,distance1,82,6.5,45.479644919132845,6.333333333333333,56.03262866040316,Morning_lightOn
765,trotting,distance1,83,11.333333333333334,40.32571705579782,11.25,51.18034865507362,Morning_lightOn
766,trotting,distance1,84,8.0,45.76019842373076,8.8,57.6342946656533,Morning_lightOn
767,trotting,distance1,85,6.571428571428571,45.15182376519647,6.5,54.49277363622137,Morning_lightOn
768,trotting,distance1,86,5.714285714285714,45.596133790753186,5.666666666666667,49.83934677211251,Morning_lightOn
769,trotting,distance1,87,7.6,43.25113347784717,7.333333333333333,54.02644073531671,Morning_lightOn
770,trotting,distance1,88,6.0,46.99608905235402,6.5,56.234435937303864,Morning_lightOn
771,trotting,distance1,89,5.0,47.26286220819398,6.0,52.91514473369596,Morning_lightOn
772,trotting,distance1,90,5.5,42.38664466889725,5.666666666666667,50.78876244362493,Morning_lightOn
773,walking,distance1,1,9.0,45.60136163171224,9.25,62.618631889379834,Morning_lightOn
774,walking,distance1,2,10.285714285714286,43.996598822197875,10.333333333333334,56.675789511482655,Morning_lightOn
775,walking,distance1,3,9.0,45.88543012901108,9.166666666666666,56.98160559718474,Morning_lightOn
776,walking,distance1,4,7.75,44.044424693114664,7.666666666666667,60.520054487651734,Morning_lightOn
777,walking,distance1,5,9.75,42.62488177396821,10.333333333333334,53.5424260971381,Morning_lightOn
778,walking,distance1,6,8.4,41.74448958596196,8.833333333333334,53.45569579513528,Morning_lightOn
779,walking,distance1,7,11.2,42.507435202755616,11.444444444444445,54.81247273672493,Morning_lightOn
780,walking,distance1,8,12.0,41.71352544073622,12.0,54.54861825255253,Morning_lightOn
781,walking,distance1,9,9.25,40.76562148346028,9.0,52.39757106672455,Morning_lightOn
782,walking,distance1,10,7.5,39.58025030301875,8.2,51.81646537592866,Morning_lightOn
783,walking,distance1,11,8.0,41.70085179246649,8.0,52.940899656817024,Morning_lightOn
784,walking,distance1,12,7.666666666666667,42.53893659383728,7.5,51.038240431979276,Morning_lightOn
785,walking,distance1,13,12.5,43.162816575760836,11.6,55.66869016987883,Morning_lightOn
786,walking,distance1,14,11.5,43.891195239196655,11.23076923076923,55.600934002355125,Morning_lightOn
787,walking,distance1,15,12.25,41.21905776789489,13.142857142857142,53.16908864993936,Morning_lightOn
788,walking,distance1,16,11.0,41.40118266202299,11.25,57.31191551336184,Morning_lightOn
789,walking,distance1,17,8.75,40.915532824830805,9.0,56.32106217307707,Morning_lightOn
790,walking,distance1,18,10.25,42.94220887679636,9.0,56.67611287102438,Morning_lightOn
791,walking,distance1,19,7.666666666666667,42.58704909606828,8.25,54.624054562244304,Morning_lightOn
792,walking,distance1,20,15.333333333333334,39.003899598308976,15.0,52.90977581163504,Morning_lightOn
793,walking,distance1,21,8.25,41.72090845648195,7.333333333333333,52.9568636236141,Morning_lightOn
794,walking,distance1,22,8.75,41.53565878162756,8.6,51.92558382055413,Morning_lightOn
795,walking,distance1,23,7.666666666666667,46.695071778189664,8.5,56.51312017302447,Morning_lightOn
796,walking,distance1,24,12.0,44.65858680644883,10.0,55.18634651336288,Morning_lightOn
797,walking,distance1,25,13.142857142857142,43.121051764243425,14.166666666666666,56.36612130749863,Morning_lightOn
798,walking,distance1,26,9.875,42.318763345120686,11.0,54.97247978186179,Morning_lightOn
799,walking,distance1,27,13.0,43.49254744336795,13.444444444444445,55.0078213277486,Morning_lightOn
800,walking,distance1,28,12.666666666666666,43.537852000864866,9.6,54.758903910584934,Morning_lightOn
801,walking,distance1,29,10.75,42.2166490313837,9.8,57.44903499238429,Morning_lightOn
802,walking,distance1,30,12.153846153846153,42.28234391420382,12.5,53.77779278317372,Morning_lightOn
803,walking,distance1,31,10.428571428571429,41.21854492409671,9.166666666666666,52.93874887214994,Morning_lightOn
804,walking,distance1,32,8.75,37.34207167537806,8.6,50.48449777055213,Morning_lightOn
805,walking,distance1,33,10.333333333333334,42.126172438901065,11.5,50.412127694537226,Morning_lightOn
806,walking,distance1,34,10.666666666666666,42.64303304845376,10.4,55.11649824860633,Morning_lightOn
807,walking,distance1,35,8.75,42.962304556207236,8.571428571428571,53.561068521392414,Morning_lightOn
808,walking,distance1,36,15.0,42.153915635963855,13.25,55.44905825154539,Morning_lightOn
809,walking,distance1,37,10.25,40.675212988222526,9.6,51.46227483823419,Morning_lightOn
810,walking,distance1,38,11.8,39.12799038821267,11.25,56.62376721231726,Morning_lightOn
811,walking,distance1,39,11.75,40.49502887766765,12.0,51.642696213079965,Morning_lightOn
812,walking,distance1,40,9.333333333333334,47.32551741903311,9.0,56.847994725820655,Morning_lightOn
813,walking,distance1,41,10.0,44.42009229239804,9.25,55.83595640902399,Morning_lightOn
814,walking,distance1,42,14.5,44.453561078260655,13.2,56.12636989383973,Morning_lightOn
815,walking,distance1,43,12.4,38.21520550909269,12.5,49.300301849966544,Morning_lightOn
816,walking,distance1,44,9.0,42.86102936773036,9.25,53.06855447419939,Morning_lightOn
817,walking,distance1,45,12.0,44.91197231800075,12.833333333333334,58.754144845194936,Morning_lightOn
818,walking,distance1,46,11.8,40.84363937109915,10.5,51.70641454527795,Morning_lightOn
819,walking,distance1,47,14.833333333333334,37.600922102326436,13.714285714285714,51.47620776450484,Morning_lightOn
820,walking,distance1,48,8.5,46.8769437025684,7.333333333333333,59.66658982791624,Morning_lightOn
821,walking,distance1,49,12.0,41.536116229855864,10.0,55.36638369211576,Morning_lightOn
822,walking,distance1,50,11.0,41.13895528205273,10.142857142857142,53.796557663897325,Morning_lightOn
823,walking,distance1,51,11.25,40.47992307768804,10.8,51.66868787081729,Morning_lightOn
824,walking,distance1,52,9.25,43.67099197978538,9.0,53.94026252798331,Morning_lightOn
825,walking,distance1,53,10.6,42.354352182117914,10.5,53.2579447018755,Morning_lightOn
826,walking,distance1,54,9.363636363636363,44.867030715025635,9.416666666666666,55.69669321379351,Morning_lightOn
827,walking,distance1,55,13.571428571428571,42.53083348185274,14.375,53.91529317955189,Morning_lightOn
828,walking,distance1,56,11.666666666666666,36.815684456968164,11.0,49.13019236013962,Morning_lightOn
829,walking,distance1,57,8.0,41.48517239302118,8.25,50.6459526647693,Morning_lightOn
830,walking,distance1,58,9.333333333333334,42.314718290002205,9.8,53.39803889661448,Morning_lightOn
831,walking,distance1,59,7.75,42.80381173775677,7.2,52.52301813265996,Morning_lightOn
832,walking,distance1,60,11.4,42.2431584189351,10.666666666666666,52.967151910597636,Morning_lightOn
833,walking,distance1,61,16.75,40.43136236480084,19.333333333333332,52.692264873887275,Morning_lightOn
834,walking,distance1,62,14.125,39.572191514367375,13.571428571428571,51.57500959019343,Morning_lightOn
835,walking,distance1,63,9.75,40.02930759356035,9.2,53.95064482951744,Morning_lightOn
836,walking,distance1,64,9.25,40.653226359950914,9.2,52.24575249201507,Morning_lightOn
837,walking,distance1,65,9.75,40.51885243438178,9.4,53.12745600751646,Morning_lightOn
838,walking,distance1,66,6.333333333333333,45.60801677162426,6.75,54.175413312348404,Morning_lightOn
839,walking,distance1,67,15.333333333333334,38.94922339111348,13.25,49.51407187296245,Morning_lightOn
840,walking,distance1,68,7.5,41.451172406249135,7.571428571428571,51.24306311127648,Morning_lightOn
841,stepping,distance1,1,8.5,40.863344798814495,10.333333333333334,54.147793881211285,Morning_lightOn
842,stepping,distance1,2,9.0,41.18748062743573,9.0,52.929902278241904,Morning_lightOn
843,stepping,distance1,3,11.333333333333334,43.27275398645859,12.0,52.949598635327526,Morning_lightOn
844,stepping,distance1,4,21.0,38.03977455381871,16.5,54.96873432898573,Morning_lightOn
845,stepping,distance1,5,10.75,44.17769030301061,7.666666666666667,53.13669395333778,Morning_lightOn
846,stepping,distance1,6,23.0,37.93649727108318,18.666666666666668,50.59795366041761,Morning_lightOn
847,running,distance1,1,5.666666666666667,45.954542942996085,5.5,54.827817826071154,Morning_lightOn
848,running,distance1,2,6.0,42.95354696856252,5.6,48.92181066802795,Morning_lightOn
849,running,distance1,3,6.0,46.00912243618845,6.0,56.057053194306,Morning_lightOn
850,running,distance1,4,6.0,40.57699591807008,6.5,55.979073017393624,Morning_lightOn
851,running,distance1,5,5.666666666666667,49.363220254584,5.5,59.63576519167148,Morning_lightOn
852,running,distance1,6,7.0,42.66981795609117,7.333333333333333,52.874075772380266,Morning_lightOn
853,running,distance1,7,6.0,44.417798716172264,6.0,55.363541109049855,Morning_lightOn
854,running,distance1,8,7.0,44.98197967595479,6.0,59.49618900594939,Morning_lightOn
855,running,distance1,9,6.666666666666667,45.80519533949995,7.0,55.00774303104528,Morning_lightOn
856,running,distance1,10,7.0,44.180087357703215,6.5,52.30073645759807,Morning_lightOn
857,running,distance1,11,4.333333333333333,51.0955791903193,4.75,54.967531076269346,Morning_lightOn
858,running,distance1,12,5.166666666666667,46.454281980442715,4.8,56.491448013761975,Morning_lightOn
859,running,distance1,13,5.0,50.16115575344421,5.0,53.60462205959559,Morning_lightOn
860,running,distance1,14,6.0,46.66003056314073,6.0,53.27578310655907,Morning_lightOn
861,running,distance1,15,5.0,46.06082764561449,5.333333333333333,54.53318804223901,Morning_lightOn
