OriginalDigital_label,segBoundary,umap1,umap2,zs_velocity
11.0,34.0,-0.3342004747170908,-1.3971896714688867,-0.3968816227634829
32.0,52.0,-1.116390441291243,-0.411201720699378,-0.6520422467232191
28.0,61.0,-0.8907722871717833,-0.5708304483689993,-0.1905373779608919
19.0,107.0,-0.9051976459183236,0.4083923822242495,-0.7726006730542004
32.0,113.0,-0.6155343858990137,-0.6341485865361798,-0.183392638072122
12.0,168.0,-0.1045842980037348,-1.3042923441430958,-0.558211368904619
12.0,202.0,-0.1768407365972299,-1.2051262875631328,-0.6725986790214956
8.0,258.0,-1.4914824402062583,-0.1395026653478389,0.743871319433644
28.0,314.0,-1.4795674474474891,-0.4952670896155713,0.0516803575396638
12.0,352.0,-0.4199627302991657,-1.2854573539342762,-0.8157495511858721
32.0,381.0,-1.280375914950759,0.1592415365865457,-0.5763781715094594
38.0,408.0,-1.555541260630625,0.0477269478841285,1.0559103926610462
38.0,467.0,-1.5740681757087656,-0.2648421331414409,0.9949331154475534
12.0,510.0,-0.6936795029286821,-1.2250985220868131,-0.7241886614670423
12.0,529.0,-0.6672410331339041,-0.8761897216240088,-0.8970012989833305
28.0,554.0,-1.4571428598108682,0.1618748010673348,-0.2003431535786285
8.0,581.0,-1.4975300671399048,0.2391808250873187,0.3516502583379091
38.0,637.0,-1.5866540834568412,-0.1535255632186198,1.0841704119760311
12.0,692.0,-0.2827333530569801,-1.3520698907282842,-0.6666756978486622
28.0,727.0,-1.121781131522451,-0.6966548470734107,0.1987349108705992
20.0,769.0,-0.7279628654817949,-0.3747378479783084,-0.5919678568141497
27.0,784.0,-0.934030577159399,0.8814875559063318,0.2558244747480022
28.0,828.0,-1.552084232093119,-0.1618951724934424,-0.1163358746443772
6.0,842.0,-1.1637373708535226,0.9238406346148746,1.137929200666739
6.0,902.0,-1.446659094141763,-0.347358693231702,1.457209595008096
7.0,926.0,-1.172806650254369,0.3473625918878393,0.2584531882123917
32.0,966.0,-1.0540164699469026,-0.7081831350355456,-0.6951326926099307
7.0,981.0,-1.251942603999398,0.0976161681877229,0.6053291524606641
32.0,988.0,-0.7361173994271538,-0.8130412774214515,-0.6620864993678547
12.0,1004.0,-0.1687724563524727,-1.0401544462643997,-0.7608965766685292
12.0,1021.0,-0.563787316890071,-1.1621598073419517,-0.6653972217044772
19.0,1066.0,-0.7333651918848776,0.160035216213377,-0.335555584368721
28.0,1097.0,-1.440123736243899,-0.1382966183071358,-0.2346497639498719
8.0,1116.0,-1.2131190197044244,0.819182244590471,0.6358483008291355
6.0,1176.0,-1.4612706527295047,-0.4459173087168734,1.5083916417882677
32.0,1204.0,-1.2181015551774208,-0.3782751603075634,-0.8207457855581213
32.0,1250.0,-0.9902418144699734,-0.247930507645618,-0.9455980189240076
27.0,1269.0,-1.0094714581466335,0.7268894413563155,-0.1654549071418067
19.0,1311.0,-0.6633368819966164,0.067271409399099,-0.7070175368136132
24.0,1360.0,-0.4757185956014589,0.8096705439770846,-0.851438812565112
12.0,1375.0,-0.2421059249417431,-0.9869149718411566,-0.4349309191833037
18.0,1416.0,0.1442131371385542,0.1043058080064987,-0.872995827128679
21.0,1440.0,-0.6114809126056262,-1.064073566518704,0.4027417086299604
32.0,1457.0,-1.3752129950028298,-0.3718898822541565,-0.7623973961601593
32.0,1515.0,-1.08481025508101,-0.0932996283183954,-0.8691639415733645
27.0,1522.0,-0.8689715572664494,0.7069749530952538,-0.4878069554725526
24.0,1557.0,-0.1346603339261514,0.587806577927078,-0.7981980806101263
11.0,1599.0,-0.6270442622777079,-0.9457779792028752,-0.5475129848303819
12.0,1623.0,-0.313155035147185,-1.3440635537157195,-0.7812654523337837
38.0,1638.0,-1.3443573603977923,-0.1841170386731844,1.1738977682841247
6.0,1682.0,-1.434185697452214,-0.6328325805015536,1.3540060955855544
11.0,1719.0,-0.7696571247376284,-1.2367589489340038,-0.036693012927264
32.0,1728.0,-1.358772232910484,-0.5911974181007742,-0.7986409853849727
33.0,1758.0,-0.6096812127183701,0.6799422884262939,-0.01296599833303
10.0,1783.0,-0.4748417011833446,-0.1766076246439447,-0.7707388609311733
32.0,1820.0,-1.4011599734652946,0.0101097703830249,-0.7437505191910913
19.0,1860.0,-0.8348520963907214,0.378638975099767,-0.4881573139428998
7.0,1899.0,-1.2404977905302488,0.1771035455228223,0.7363505098071379
24.0,1926.0,-0.98427528737826,0.8641561247348849,-0.7545710888719216
24.0,1976.0,-0.9276708987043354,0.6696693878406071,-0.7182143318765188
32.0,2009.0,-0.6872784346195558,-0.7953501644156092,-0.1858476631626102
38.0,2031.0,-0.9379546489833523,-0.8088784719485306,0.8537151147403613
12.0,2051.0,-0.4902016718704988,-0.8530878713621253,-0.5921520290214346
32.0,2109.0,-0.8619458129480654,-0.996635866678628,-0.3757125812425673
28.0,2129.0,-0.906790494441014,0.2030465497438342,0.0013125973673804
20.0,2171.0,-0.5044332777839998,-0.1099278678170898,-0.597601247827608
27.0,2178.0,-0.9262284974746852,0.8697615270960019,0.1181767202024096
19.0,2216.0,-1.1338546052128315,0.1413807129834829,-0.72752700266059
24.0,2259.0,-0.8714624163127355,1.0396693229802498,-0.2844631990559138
19.0,2296.0,-0.9613794715375532,0.4061702964089361,-0.8730157367884144
9.0,2341.0,-0.6141092460270866,0.4995547348000223,-0.6090952495261833
2.0,2401.0,0.3811892596882852,0.5443449726072752,-0.875434625566282
1.0,2441.0,0.3700786793198606,0.6224103118405842,-0.9262302921278496
24.0,2486.0,-0.0635068610751657,0.8167282556884885,-0.8995963009838644
24.0,2524.0,-0.4873526933050482,1.3552579115600032,-0.5718405067755793
8.0,2535.0,-1.4926929340380806,0.2266842483222352,0.5694401632935593
38.0,2564.0,-1.574104247356505,-0.1487932291437451,1.1694820384160156
5.0,2595.0,-1.5572694201262565,-0.3643924719002719,1.5442583756390629
28.0,2636.0,-1.3625183352828896,-0.3577548401468002,-0.1520260444073159
32.0,2654.0,-1.435026192309467,-0.5781454354418365,-0.5995248140601596
11.0,2683.0,-0.1998854444410497,-1.3217578768000726,-0.1799234053133639
6.0,2728.0,-1.3779465230584582,-0.6104360211713148,1.3846007627467016
38.0,2773.0,-1.366726598089373,-0.5038620709066592,1.0375350133977157
32.0,2823.0,-0.6487749038430027,-0.8464203998946559,-0.5039986581092517
7.0,2851.0,-1.258853359955035,-0.3725598087019232,0.4419494818302091
19.0,2874.0,-0.6054629808865709,-0.1190851002266076,-0.7744181358372509
32.0,2904.0,-1.0155248463834696,-0.4406086197728519,-0.9144696655208856
19.0,2919.0,-0.9813046271505762,0.0001877153912453,-0.7373291341395526
9.0,2962.0,-0.6288881392134053,0.801343936139166,-0.1563751480336443
38.0,2981.0,-1.244349364592194,0.0316155883443435,1.1710332567814816
28.0,3032.0,-0.916541097790572,-0.0882395694632626,-0.0490537433024715
11.0,3089.0,-0.6086951586775962,-1.148719438753838,-0.3429406368042274
11.0,3091.0,-0.5965329217395524,-1.128581382545098,-0.624759169130348
18.0,3102.0,0.2014525184334609,-0.207992742124887,-0.4319748178224946
26.0,3134.0,1.1091601280419072,0.1983614579767162,-0.2479362079233842
12.0,3157.0,-0.6295053465171347,-0.9677462152524992,-0.9196424056004704
12.0,3185.0,-0.3565117464522728,-1.2752901478712002,-0.7409862015161384
20.0,3200.0,-0.2905772828874523,-0.3509028481094505,-0.8902928822913854
9.0,3246.0,-0.581437440468399,0.4458686258913991,-0.8061950856598699
19.0,3278.0,-0.8405340427492761,-0.0277189815621022,-0.6646478646296753
27.0,3321.0,-1.0507780525852737,0.8121779404669582,-0.2780371553049884
7.0,3366.0,-1.182585764002845,-0.3110769721223483,0.5090136385333968
7.0,3398.0,-1.1090965124764054,-0.1342125247817017,0.3848010903633863
10.0,3419.0,-0.0232952944539747,0.1313444570445772,-0.7573272277198366
12.0,3461.0,-0.4891794290010559,-0.7260159914805471,-0.5790327472723843
7.0,3498.0,-1.1768211057115965,-0.3934473588239807,0.4306343233125926
24.0,3535.0,-0.8206827183202451,0.5664213798663578,-0.877709657049203
18.0,3555.0,0.0639987087459872,0.6351934999450357,-0.6089029396137018
23.0,3570.0,-0.7610328502369708,1.0337920958728428,-0.0137270808581725
32.0,3581.0,-1.3591844152131385,0.1972837819765295,-0.5108505789578369
19.0,3622.0,-0.7771368995578728,0.0617703822562837,-0.8425538978531502
32.0,3645.0,-1.25699763755704,0.0190940530012976,-0.9435124720772922
32.0,3669.0,-1.1717714782101782,-0.0284966603055779,-0.9552588768426656
32.0,3706.0,-0.7458753540328387,-0.8395037326906484,-0.887248918711036
32.0,3742.0,-1.0671318973700734,-0.205019456208904,-0.7913400657544521
32.0,3770.0,-1.0168575196193452,-0.2449128706284332,-0.7875203514568117
17.0,3811.0,-0.0045706122407733,-0.2700458355603613,-0.8481361718056887
32.0,3827.0,-0.7581383707697354,-0.8979274380730746,-0.7992649668468552
27.0,3834.0,-0.9401098513336852,0.5771640953210038,-0.4331684470561559
9.0,3871.0,-0.6671342926425213,0.5282364236610875,-0.5306688336827967
19.0,3919.0,-0.6895996176321179,0.0492943241988252,-0.9520287582079512
8.0,3949.0,-1.0534004947111744,0.8084033102536947,0.4106901422183537
8.0,3965.0,-0.97220362869358,0.5658301060749409,0.5703528960062922
6.0,3975.0,-1.5211065615793984,-0.237803423706119,1.51006593010722
5.0,4025.0,-1.4748899429759876,-0.0426813927590834,1.649298110182606
19.0,4048.0,-1.021068007685166,-0.0022049179554218,-0.7574675658659162
27.0,4087.0,-0.785975989551232,0.6477356008143694,-0.3211784840971916
28.0,4098.0,-1.2808974086660174,-0.0261607658820837,-0.2410579121846042
38.0,4143.0,-1.5437871765483362,-0.1533469846734514,1.1830048400783946
32.0,4178.0,-1.0283200473313556,-0.7861678573641075,-0.7993283370394957
10.0,4189.0,0.0380978265737251,-0.3253537460260396,-0.5715825551077706
2.0,4219.0,0.9076221394107732,0.3849278730431194,-0.3842602125418524
28.0,4242.0,-1.441141929787944,0.1699749387455813,-0.0275080192659511
12.0,4272.0,-0.4055966792300234,-1.3706192380562412,-0.8030748337314523
40.0,4296.0,0.7335325930859644,-0.9741502317702944,-0.3920697072049153
2.0,4312.0,0.8506306993056122,0.1344758888269091,-0.2383843119014479
39.0,4323.0,2.2065708437156597,0.6984921242218902,-0.6060929389161733
39.0,4364.0,2.2480875144577768,0.694948418591117,-0.6140339397550383
4.0,4373.0,1.1629642345461022,0.2978068252096286,-0.2485099220913937
12.0,4383.0,-0.2644050000882634,-1.0594022139069184,0.0909686219972613
21.0,4410.0,-0.9286783182591132,-1.061435405514902,0.1663298083927988
38.0,4443.0,-1.3980720389244192,-0.6430525205575826,1.06573844142577
5.0,4489.0,-1.4737034764146717,-0.1421430464866251,1.6297551995424862
8.0,4501.0,-1.2753650889984969,0.6357407849743041,0.9379514079313844
7.0,4539.0,-1.4536481352063866,-0.0521658075952398,0.5034090366768184
28.0,4593.0,-1.056067544641651,-0.7857031599449497,-0.0981455764119591
19.0,4630.0,-1.1166427154343552,0.2226662643591509,-0.6342839982870005
10.0,4637.0,-0.3319415678168533,-0.0227428925351081,-0.8716385119977521
26.0,4668.0,0.9379173197172286,0.2181995305056624,-0.2557691023991087
19.0,4707.0,-0.8393929385074221,0.2427867299474558,-0.8725581354855014
10.0,4730.0,-0.1184056371620773,0.0128732927051861,-0.5332934747133186
6.0,4764.0,-1.2608814115121212,-0.1179038638108061,1.6789784087835231
38.0,4792.0,-0.9181694304822926,-0.9748243722761276,1.0625879778316647
8.0,4821.0,-1.406564801161332,-0.0847506826479726,0.7737827171840175
32.0,4853.0,-0.8432340055830089,-0.5932685366815262,-0.8238732730635354
18.0,4866.0,0.3654168891038828,-0.093931124138922,-0.0856952090066033
39.0,4926.0,2.098626506907717,0.6643462469026856,-0.5783599939578978
13.0,4952.0,1.4224429803436769,0.4115873674988698,-0.5994937950661849
27.0,4974.0,-0.8984851092240406,0.7212732125487468,0.1294359095816505
32.0,5030.0,-0.9197796458215788,-0.3479010790418891,-0.7482593016209147
33.0,5071.0,-0.7857524163942399,0.4775312794538707,0.0800758434110437
6.0,5128.0,-1.263819029045748,-0.4116351987968085,1.678623139748201
7.0,5168.0,-1.1458881978536453,0.4339223844562539,0.3241698732884027
19.0,5198.0,-0.8682076498765949,0.0759971560222764,-0.6476889210813649
23.0,5216.0,-0.8022449171663082,0.9174641153906102,-0.4173662624240226
27.0,5261.0,-1.0550149293279527,0.7367141725549683,-0.2270256565373168
6.0,5281.0,-1.2692085462107443,-0.4009317639749178,1.46340584829974
38.0,5316.0,-1.2795836470561657,-0.353133872261361,1.2303253423797875
2.0,5335.0,0.3955867757594272,0.3313942161551078,-0.4121563423108351
13.0,5356.0,1.595264762209609,0.3116177099368679,-0.2522027838473913
12.0,5399.0,-0.3833850886326275,-0.6874071131018369,-0.1194694490458358
11.0,5425.0,-0.6082688961438844,-1.2042318530200316,-0.3918568402617894
12.0,5465.0,-0.644805494658182,-1.0637059780995215,-0.9019741790987952
28.0,5494.0,-1.3115602611262132,-0.3523673385945861,-0.1207703521348611
33.0,5504.0,-0.1904023118172303,1.0081265469394762,-0.0538086721177
14.0,5536.0,1.6146279607256977,0.4459592790595696,-0.2531908594683839
24.0,5592.0,-0.6192051996661319,0.8768304854308515,-0.7900157140732861
12.0,5626.0,-0.5395867527743557,-0.6573634205450469,-0.0449542319649711
5.0,5669.0,-1.2330235697510008,-0.4738440279866203,1.7980339925657065
28.0,5716.0,-1.4117682636000335,-0.2709671368855059,-0.1101445346153299
20.0,5725.0,-0.5436252875692894,0.0154435500008279,-0.4491745919579069
2.0,5733.0,0.5080630892618972,0.2495588109922341,-0.3553867712126366
4.0,5763.0,1.2334792979080835,0.2390066350298613,-0.2024362374423846
19.0,5789.0,-0.5834478934395231,-0.0443428065578003,-0.9256700239381024
24.0,5830.0,-0.722846681910321,0.8293577589855595,-0.3943757044126717
5.0,5842.0,-1.554480291290175,0.0701145455366258,1.7286396541177491
8.0,5864.0,-1.2152770375849768,0.6807144516137175,0.1433913668942179
38.0,5882.0,-1.4247790995868543,-0.375287390488714,0.9584307263146852
32.0,5913.0,-0.9920156680144302,-0.5579579503806104,-0.7798911996730278
27.0,5965.0,-0.872413254851889,0.753666071332309,-0.4086018775224769
28.0,6011.0,-1.1153540206706576,-0.2638735610436153,0.2118347781543846
19.0,6058.0,-0.5622528260523005,0.2771301517931499,-0.8609267596679449
2.0,6076.0,0.5589745742212523,0.7504990285675978,-0.4894453043080316
13.0,6118.0,1.6006483558798976,0.3968820313367466,-0.4807111214648271
22.0,6142.0,-0.2086774601915244,-0.990066455065928,0.4435879809387718
38.0,6170.0,-1.231093978669647,-0.4731988733458518,1.1363204460866685
10.0,6194.0,-0.0044434712657253,0.2383676364510374,-0.4275665843304626
13.0,6237.0,1.361139644843871,0.3736915425665527,-0.3090099211921774
13.0,6289.0,1.514922755793016,0.3759333337590377,-0.7289256239484418
18.0,6325.0,0.0403446934214602,0.5868037668757009,-0.5355350063977108
24.0,6326.0,-0.2268511880399664,1.3693856015983978,-0.5625911249821222
23.0,6357.0,-0.6000392024391983,1.06650951855072,-0.0528020640308734
24.0,6398.0,-0.7329369300997383,0.7060623019210791,-0.6857574080811827
33.0,6408.0,-0.3355430124156224,0.8915270014338951,7.167332882001798e-05
18.0,6452.0,0.1227671096792688,0.2689479875696858,-0.779157488074542
14.0,6507.0,1.60920419472451,0.5278769702651338,-0.7621025119494729
14.0,6555.0,1.800758591897487,0.4919566544022415,-0.5987566379549019
13.0,6583.0,1.4878834851305236,0.2495258378946888,-0.5788163707323457
12.0,6643.0,-0.2128517521160904,-1.059563369009736,-0.6603157182918704
12.0,6692.0,-0.2225227722242243,-0.979828452941325,-0.8688434016282314
12.0,6726.0,-0.2776623734340899,-1.1480403766180232,-0.7365221894708548
19.0,6732.0,-0.5500392976078361,0.1158650328654548,-0.9253934592031562
24.0,6741.0,-0.6414522129703775,0.7526276719001309,-0.4980212357613269
24.0,6762.0,-0.7634010474542813,0.5653550188002484,-0.7933169585308414
24.0,6806.0,-0.6937754964601212,0.5683564459364545,-0.7291684134454004
9.0,6828.0,-0.4081738779530089,0.1925859361496176,-0.7314772235889047
38.0,6883.0,-1.2678480056494834,-0.3075110266977591,1.3205895620821988
27.0,6926.0,-1.137254313856128,0.1726969427026334,-0.357828186903523
1.0,6936.0,0.9989835155965532,0.2955353044663145,-0.0318607969306662
39.0,6975.0,2.133989593588414,0.6886742967940376,-0.7781268550390618
26.0,6997.0,1.2765081540318837,0.2640021657622269,-0.4431111494504897
40.0,6998.0,0.8658915388277193,-1.1089260254495348,-0.978537236428728
12.0,7058.0,-0.2894213457784295,-1.0484335512092908,-0.5968389095612621
12.0,7085.0,-0.1380212735890334,-0.611096392059311,-0.6631599861214427
5.0,7086.0,-0.9847222946474864,0.4286501625811083,1.9958391963075373
5.0,7091.0,-1.3999823532908748,-0.4164107042664664,1.838278494278224
7.0,7096.0,-0.7390238444469553,-0.1392518863662355,0.610478265691695
10.0,7114.0,-0.4055517604655295,0.0347633998184736,-0.6045146024714553
27.0,7145.0,-1.1136643627373803,0.1598706709865279,0.1638737411498136
19.0,7168.0,-0.8698898378039541,0.4912258448062898,-0.5637853506403491
6.0,7204.0,-1.2683366630272528,-0.6125339785091362,1.6229989758308347
32.0,7215.0,-1.2095387406158444,-0.4560958882583789,-0.303407265473645
20.0,7240.0,-0.6592340945092707,-0.4210327630958005,-0.8314180208679302
17.0,7249.0,0.5111378160516392,-0.3365846978323296,-0.7966052852559876
12.0,7300.0,0.1574331150904545,-0.910229428004692,-0.900557602582802
21.0,7320.0,-0.6641818586196451,-1.17948949441713,0.3447465650079628
16.0,7360.0,-1.4019416326288388,-0.5298150326495688,2.185619257293
28.0,7403.0,-1.2901982174442803,-0.4308962767777406,-0.1246796311025312
20.0,7409.0,-0.4928362134204926,-0.2774089177909728,-0.4386646697668926
2.0,7420.0,0.7025073736462577,0.3721262935371855,0.0771566179346228
39.0,7452.0,2.211764724555173,0.7096209548012345,-0.5103802750471774
26.0,7464.0,0.978357788967772,0.1836658678784088,-0.2907359750718991
12.0,7473.0,-0.1381951987417743,-0.8011531922611641,-0.3918323819956557
21.0,7496.0,-0.6364805276107557,-1.0939784268601784,0.4834015999156694
35.0,7546.0,-1.5129247083975124,-0.3570278085854267,2.459058647540941
21.0,7581.0,-0.8790147860234583,-0.99190143654261,0.4622649083532962
38.0,7625.0,-1.302738448592134,-0.5004099230873084,0.5053017809655537
19.0,7661.0,-0.6786447834556611,0.1171912514042977,-0.7534506038256444
11.0,7710.0,-0.6187000115626249,-1.0738820342850164,-0.3933074643059959
27.0,7729.0,-1.1017166431938097,0.08277363547662,-0.2085456509635004
28.0,7758.0,-1.0443444039752003,-0.6070096333804025,0.2085388120294875
10.0,7764.0,-0.1555598529226915,-0.0615625576363132,-0.610595584061728
2.0,7824.0,0.5647732784010027,0.2004993472030956,-0.9055798483227002
12.0,7866.0,-0.0321280043026908,-0.7396348333799161,-0.6552041606493345
31.0,7902.0,-0.7525814445227814,-1.2006936328060172,1.338683047194294
12.0,7917.0,-0.2144569532047571,-1.401494725326491,-0.8258036561272097
12.0,7970.0,0.1085442807179687,-1.1726436502691655,-0.7917690694783287
18.0,7996.0,0.4238725095369283,0.2744764609921254,-0.3371230973976821
6.0,8012.0,-1.4429945270113895,-0.0388528169739677,1.4009077305988635
28.0,8062.0,-1.1491794707910157,-0.6776188162895179,0.2092210198862853
32.0,8068.0,-0.6049776027052615,-0.946278242070942,-0.6110653521727364
18.0,8079.0,0.509236957782181,0.0415227378587535,-0.0038726529168336
39.0,8095.0,2.2329375969852028,0.6915228754752194,-0.5495520698518331
14.0,8146.0,1.8721316362271316,0.4086808121172845,-0.5465594525273666
9.0,8162.0,-0.4013839168064556,0.326348393432079,-0.7694885032232168
8.0,8176.0,-0.6218374995486967,1.0136331836785857,0.5565760091826024
19.0,8193.0,-0.4344878665008908,0.082456106555545,-0.8734007251913067
19.0,8216.0,-1.1077581621795425,0.2377492603641398,-0.8183995453240305
19.0,8238.0,-1.1318903044033612,0.1606121534051838,-0.842230811421793
20.0,8298.0,-0.5223027524505772,-0.4237269157518044,-0.9416542821081
20.0,8322.0,-0.3653130976576909,-0.5193001257354826,-0.8808194545903598
19.0,8376.0,-0.6566279507996156,-0.0096682186996508,-0.6590995792430258
27.0,8403.0,-0.9351857175000056,0.7509581030837248,-0.2771848903484395
24.0,8415.0,-0.2343446653258926,0.6481117996594765,-0.5976681104962366
24.0,8431.0,-0.6360893999966624,0.958688459305896,-0.7732356305591613
24.0,8450.0,-0.3369550393527024,0.8319047321342391,-0.7649153426426194
24.0,8497.0,-0.8020256652303509,0.650086834375725,-0.8844223820313569
24.0,8530.0,-0.4319696142776577,1.3637592410760475,-0.9391779757308552
19.0,8548.0,-0.7000171101484363,0.4386471750086445,-0.740421522847302
12.0,8565.0,-0.6345369802324283,-0.6671999045367036,-0.4881018787976993
11.0,8617.0,-0.4972854093189797,-1.0239467544864496,-0.4410672679838557
38.0,8641.0,-0.941192589497544,-0.8030333215098743,0.7367917333894138
20.0,8668.0,-0.3418547460502795,-0.5482524643070769,-0.7773593752854155
32.0,8700.0,-0.4994459930968916,-0.6053488781323842,-0.9274019943376308
12.0,8753.0,-0.2189176496483798,-1.0724593069744763,-0.7028027996017324
20.0,8757.0,-0.5894401662663554,-0.3578449924861888,-0.8059520283625091
10.0,8810.0,-0.3492980663161334,-0.0829264817362747,-0.8214967309448975
20.0,8811.0,-0.7312504472498332,-0.4555173522602962,-0.9614462731204482
27.0,8829.0,-1.0656262877137523,0.5785410759248586,0.013862545060094
5.0,8870.0,-1.420362148089913,-0.1817308416539931,1.714124364139648
38.0,8893.0,-1.0726162619892996,-0.6652825276446546,0.6595281506822014
20.0,8925.0,-0.5968539557201534,-0.2228840499395307,-0.8599240810864744
18.0,8951.0,0.320469064770671,0.1516616593005957,-0.3074200751565017
13.0,8995.0,1.4666992326912816,0.303339015015889,-0.3341468388631502
10.0,9049.0,-0.3113169867934683,-0.0504301846633568,-0.7221332167896479
9.0,9094.0,-0.5734133647622889,0.697962976521127,-0.6187396203315015
24.0,9110.0,-0.2150824585483601,0.874589333638157,-0.8315142336498794
23.0,9122.0,-0.4560786467134216,1.289656262338489,-0.2918631571377111
24.0,9162.0,-0.2084482923793048,0.9520549202087296,-0.9087854722753492
24.0,9217.0,0.0550497571421556,0.8229345110755967,-0.9313841564663524
1.0,9277.0,0.5344935051376166,0.7975748463944378,-0.903697840064127
26.0,9337.0,0.7413547734928324,0.7139639392872285,-0.8526533300178446
40.0,9396.0,0.7283734488575568,-0.7887072925642513,-0.8824277985679342
17.0,9424.0,0.5104358264507222,-0.1629189296169502,-0.8393188352521138
25.0,9451.0,0.7187383887648853,1.3152099223274598,-0.5755186583343301
24.0,9493.0,-0.6563441756507025,1.0534124859925336,-0.5006484269581374
24.0,9553.0,-0.1683465430413369,1.3031382191985696,-0.8273530616772093
25.0,9568.0,0.8156104060155136,1.0343825525994603,-0.7542121536678646
26.0,9607.0,0.830189877188029,0.7722095149957268,-0.5243988966468565
19.0,9637.0,-0.4793715241043326,-0.0835489675749622,-0.8541480837401813
10.0,9675.0,-0.3562789911437953,-0.0765420207164446,-0.9275960425162588
24.0,9715.0,-0.4099491010905375,0.5998846992894588,-0.6324636129275284
2.0,9749.0,0.5354561267174023,0.3083605565814662,-0.5702630163959732
8.0,9754.0,-0.5979751644383664,0.925942738851669,0.5467107640152525
7.0,9790.0,-1.3855968440717463,0.0053489917255046,0.3596956863021371
18.0,9816.0,0.4435250728027294,0.004694356878322,-0.6102406462098343
13.0,9856.0,1.453830458184581,0.4977235108147896,-0.4252663873634975
27.0,9892.0,-0.949340905843463,0.4568273236661554,-0.3694789517969196
19.0,9924.0,-0.9734175856644368,0.0914634870707064,-0.8565510206561298
24.0,9969.0,-0.6763598553967961,0.7338084582892972,-0.7225077901870393
24.0,10010.0,-0.2812260132239119,0.8608879059759756,-0.8785474692105274
18.0,10025.0,0.0872835376103105,0.2196660946661199,-0.8898572616237074
12.0,10039.0,-0.3259233354676961,-0.8770932763617841,-0.741522284774945
