,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
15,Night_Light-on,3,female,27.166276346604217,1.143938029183931,410.0,80.0,23.748031496062993,5.125,#398FCB
16,Morning_Light-on,1,female,9.363957597173144,0.6323228566114933,317.0,52.0,14.808823529411764,6.096153846153846,#F5B25E
17,Morning_Light-on,1,female,29.557827645730978,1.9718496879564469,475.0,67.0,14.989898989898988,7.08955223880597,#F5B25E
18,Morning_Light-on,1,female,25.49198704641701,1.295358299427053,448.0,40.0,19.679487179487182,11.2,#F5B25E
19,Night_Light-on,3,male,18.83411580594679,10.907668231611893,369.0,79.0,1.7266857962697273,4.670886075949367,#398FCB
20,Night_Light-on,3,female,31.57591056617382,4.22646952758745,380.0,112.0,7.470989761092151,3.392857142857143,#398FCB
21,Night_Light-on,3,male,32.460908663848066,1.0267767263942018,431.0,76.0,31.61437908496732,5.671052631578948,#398FCB
22,Morning_Light-on,1,female,21.94642997407902,7.8784070379388895,447.0,48.0,2.785643070787637,9.3125,#F5B25E
23,Morning_Light-on,1,male,14.42597702624655,27.04228967464545,363.0,88.0,0.5334598955861414,4.125,#F5B25E
24,Morning_Light-on,1,female,20.20541181117914,0.5431562314833103,424.0,44.0,37.199999999999996,9.636363636363637,#F5B25E
25,Night_Light-on,3,male,30.030643513789578,2.1450459652706844,220.0,59.0,13.999999999999998,3.7288135593220337,#398FCB
26,Morning_Light-on,1,male,27.335687749392285,4.825024079255148,456.0,83.0,5.665399239543726,5.493975903614458,#F5B25E
27,Morning_Light-on,1,female,19.807168308530706,5.0932718507650385,426.0,78.0,3.888888888888889,5.461538461538462,#F5B25E
28,Morning_Light-on,1,female,28.694955964771818,11.345076060848678,450.0,51.0,2.529287226534933,8.823529411764707,#F5B25E
29,Night_Light-on,3,male,25.621999127018768,1.8769096464426014,214.0,61.0,13.651162790697674,3.5081967213114753,#398FCB
30,Night_Light-on,3,male,27.647476901208247,3.553660270078181,216.0,52.0,7.779999999999999,4.153846153846154,#398FCB
31,Night_Light-on,3,male,18.021716817027713,7.58467937982821,383.0,72.0,2.376068376068376,5.319444444444445,#398FCB
32,Morning_Light-on,1,male,23.239015912670396,3.9102807798837778,494.0,20.0,5.9430555555555555,24.7,#F5B25E
33,Morning_Light-on,1,male,14.926419060967064,2.1548703573931327,350.0,71.0,6.926829268292682,4.929577464788732,#F5B25E
34,Morning_Light-on,1,female,33.113794365166484,4.921331869740212,444.0,68.0,6.728624535315986,6.529411764705882,#F5B25E
35,Night_Light-on,3,female,21.222155328115594,4.304635761589404,359.0,106.0,4.93006993006993,3.3867924528301887,#398FCB
36,Night_Light-on,3,female,25.366975181276896,1.7331839886812477,364.0,72.0,14.636054421768705,5.055555555555555,#398FCB
37,Night_Light-on,3,male,18.67321867321867,21.91850941850942,251.0,58.0,0.8519383465670246,4.327586206896552,#398FCB
38,Morning_Light-on,1,male,24.084286772573872,1.605070376162647,426.0,44.0,15.005128205128205,9.681818181818182,#F5B25E
39,Morning_Light-on,1,male,7.801531589023612,1.1008296107211233,285.0,28.0,7.08695652173913,10.178571428571429,#F5B25E
40,Morning_Light-on,1,female,32.09077573561135,0.7765984985762361,355.0,68.0,41.322222222222216,5.220588235294118,#F5B25E
41,Night_Light-on,3,female,13.783443059251995,15.142176775458749,363.0,73.0,0.9102682701202589,4.972602739726027,#398FCB
42,Night_Light-on,3,female,20.819416610999777,8.07169895346248,422.0,39.0,2.5793103448275865,10.820512820512821,#398FCB
43,Night_Light-on,3,female,12.556934893274985,4.519067607394838,384.0,70.0,2.7786561264822134,5.485714285714286,#398FCB
44,Morning_Light-on,1,female,46.32359510408291,1.1167694094523364,480.0,43.0,41.48,11.162790697674419,#F5B25E
45,Morning_Light-on,1,male,25.7162346521146,0.07958162801273305,412.0,77.0,323.1428571428572,5.35064935064935,#F5B25E
46,Night_Light-on,3,female,16.117587430309175,1.7739483020780538,329.0,66.0,9.085714285714287,4.984848484848484,#398FCB
47,Night_Light-on,3,male,21.68207329151535,10.028062066688676,347.0,116.0,2.162139917695473,2.9913793103448274,#398FCB
48,Morning_Light-on,1,male,34.332459098289,3.971524915698764,362.0,66.0,8.644654088050315,5.484848484848484,#F5B25E
49,Morning_Light-on,1,female,13.889950324799388,0.19105846388995032,396.0,64.0,72.7,6.1875,#F5B25E
50,Night_Light-on,3,female,27.291414752116083,3.0955259975816203,422.0,60.0,8.81640625,7.033333333333333,#398FCB
51,Night_Light-on,3,male,18.836710369487484,9.582836710369486,344.0,78.0,1.965671641791045,4.410256410256411,#398FCB
