,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
0,Morning_Light-on,1,male,37.09185894645189,0.9468872442316064,79.0,2.0,39.17241379310345,39.5,#F5B25E
1,Night_Light-on,3,female,36.40912264370491,0.001,76.0,0.1,36409.12264370491,760.0,#398FCB
2,Night_Light-on,3,male,22.942386831275723,2.8034979423868314,47.0,1.0,8.183486238532112,47.0,#398FCB
3,Night_Light-on,3,female,34.824201764194314,0.03727171077152441,51.0,0.1,934.3333333333334,510.0,#398FCB
4,Morning_Light-on,1,male,40.426008968609864,2.0515695067264574,56.0,2.0,19.704918032786885,28.0,#F5B25E
5,Morning_Light-on,1,male,40.108303249097474,1.5282791817087846,56.0,2.0,26.244094488188978,28.0,#F5B25E
6,Morning_Light-on,1,male,34.57600712219007,0.2893389717338081,45.0,1.0,119.5,45.0,#F5B25E
7,Night_Light-on,3,female,29.207730705234862,3.186996032253936,41.0,3.0,9.164658634538151,13.666666666666666,#398FCB
8,Night_Light-on,3,male,33.17517792483456,0.9239605443875639,58.0,2.0,35.9054054054054,29.0,#398FCB
9,Night_Light-on,3,female,30.467171717171716,0.1893939393939394,48.0,1.0,160.86666666666667,48.0,#398FCB
10,Morning_Light-on,1,female,26.736795967565197,0.5369274600043831,46.0,1.0,49.795918367346935,46.0,#F5B25E
11,Morning_Light-on,1,male,31.57720344599072,0.001,51.0,0.1,31577.20344599072,510.0,#F5B25E
12,Morning_Light-on,1,female,23.99821905609973,0.001,43.0,0.1,23998.21905609973,430.0,#F5B25E
13,Night_Light-on,3,male,23.481020096368553,0.6933834763191914,41.0,1.0,33.864406779661024,41.0,#398FCB
14,Night_Light-on,3,male,36.73030724491086,4.3494752813250726,54.0,3.0,8.444767441860465,18.0,#398FCB
15,Night_Light-on,3,female,35.64344312477042,0.001,52.0,0.1,35643.44312477042,520.0,#398FCB
16,Morning_Light-on,1,female,29.33463372345037,0.2492414390983962,60.0,1.0,117.69565217391305,60.0,#F5B25E
17,Morning_Light-on,1,female,21.824589941710723,1.5182323437711807,34.0,1.0,14.375,34.0,#F5B25E
18,Morning_Light-on,1,female,25.310330317694085,0.6206606353881758,54.0,1.0,40.77966101694915,54.0,#F5B25E
19,Night_Light-on,3,male,31.646575705391445,1.589614518479269,44.0,1.0,19.90833333333333,44.0,#398FCB
20,Night_Light-on,3,female,30.178432893716057,0.001,52.0,0.1,30178.432893716057,520.0,#398FCB
21,Night_Light-on,3,male,31.494986326344577,2.0282588878760257,44.0,4.0,15.528089887640448,11.0,#398FCB
22,Morning_Light-on,1,female,31.980483477489464,3.315591040141938,56.0,2.0,9.645484949832776,28.0,#F5B25E
23,Morning_Light-on,1,male,25.226837060702877,6.862619808306709,39.0,5.0,3.675977653631285,7.8,#F5B25E
24,Morning_Light-on,1,female,27.27045596502186,2.5484072454715805,36.0,2.0,10.700980392156861,18.0,#F5B25E
25,Night_Light-on,3,male,37.967772006925024,0.5992808629644426,50.0,2.0,63.35555555555556,25.0,#398FCB
26,Morning_Light-on,1,male,26.370651143901448,4.792202517936916,46.0,4.0,5.502824858757062,11.5,#F5B25E
27,Morning_Light-on,1,female,27.43211178486686,3.6250988663327184,37.0,5.0,7.5672727272727265,7.4,#F5B25E
