,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
28,Morning_Light-on,1,female,21.5311004784689,1.622126269109581,50.0,2.0,13.273381294964029,25.0,#F5B25E
29,Night_Light-on,3,male,48.54755784061697,2.390745501285347,38.0,2.0,20.306451612903228,19.0,#398FCB
30,Night_Light-on,3,male,43.82300398515872,0.8245155970867116,48.0,1.0,53.15,48.0,#398FCB
31,Night_Light-on,3,male,27.916568465708224,0.011784115012962526,42.0,0.1,2369.0,420.0,#398FCB
32,Morning_Light-on,1,male,24.90020646937371,0.6194081211286993,41.0,0.1,40.2,410.0,#F5B25E
33,Morning_Light-on,1,male,22.084499533519924,1.052912168465947,36.0,3.0,20.974683544303794,12.0,#F5B25E
34,Morning_Light-on,1,female,37.2615039281706,6.336088154269973,43.0,11.0,5.880837359098229,3.909090909090909,#F5B25E
35,Night_Light-on,3,female,30.58906195104813,1.5692704063707694,52.0,3.0,19.492537313432834,17.333333333333332,#398FCB
36,Night_Light-on,3,female,20.79696394686907,23.2764073371284,32.0,8.0,0.8934782608695652,4.0,#398FCB
37,Night_Light-on,3,male,24.765767025590826,0.8250594322472382,39.0,1.0,30.01694915254237,39.0,#398FCB
38,Morning_Light-on,1,male,18.880017991678848,0.001,45.0,0.1,18880.017991678847,450.0,#F5B25E
39,Morning_Light-on,1,male,16.545477739507593,0.7526470213037377,38.0,1.0,21.98305084745763,38.0,#F5B25E
40,Morning_Light-on,1,female,29.09236092627096,2.262443438914027,36.0,2.0,12.858823529411765,18.0,#F5B25E
41,Night_Light-on,3,female,23.606942450737307,3.3929270520683805,35.0,4.0,6.957692307692307,8.75,#398FCB
42,Night_Light-on,3,female,18.943652765067327,3.229180285004576,37.0,3.0,5.866396761133602,12.333333333333334,#398FCB
43,Night_Light-on,3,female,20.51948051948052,3.7867395762132605,25.0,2.0,5.418772563176895,12.5,#398FCB
44,Morning_Light-on,1,female,41.56226029148555,0.001,59.0,0.1,41562.26029148555,590.0,#F5B25E
45,Morning_Light-on,1,male,25.90665646518745,0.001,36.0,0.1,25906.65646518745,360.0,#F5B25E
46,Night_Light-on,3,female,25.08384819064431,4.872021182700794,23.0,2.0,5.1485507246376825,11.5,#398FCB
47,Night_Light-on,3,male,23.32272990167727,7.041642567958357,28.0,8.0,3.3121149897330597,3.5,#398FCB
48,Morning_Light-on,1,male,28.647065450039428,3.2218091697645597,43.0,6.0,8.891608391608393,7.166666666666667,#F5B25E
49,Morning_Light-on,1,female,22.00025943702166,0.33726812816188867,40.0,0.1,65.23076923076923,400.0,#F5B25E
50,Night_Light-on,3,female,34.68699406368052,3.953049109552078,46.0,5.0,8.774744027303754,9.2,#398FCB
51,Night_Light-on,3,male,28.46622291460133,1.7702874946891374,50.0,2.0,16.080000000000002,25.0,#398FCB
52,Morning_Light-on,1,female,24.359306238674606,1.190784364483562,41.0,2.0,20.456521739130434,20.5,#F5B25E
53,Morning_Light-on,1,male,31.29506378258458,0.001,38.0,0.1,31295.06378258458,380.0,#F5B25E
54,Night_Light-on,3,female,42.751278572174094,12.8692203319069,49.0,8.0,3.3219789132197888,6.125,#398FCB
55,Night_Light-on,3,male,16.510390268626455,0.001,22.0,0.1,16510.390268626456,220.0,#398FCB
56,Morning_Light-on,1,female,37.283381748973255,1.192026444956426,63.0,3.0,31.277310924369747,21.0,#F5B25E
57,Morning_Light-on,1,male,45.88770864946889,0.001,45.0,0.1,45887.70864946889,450.0,#F5B25E
58,Night_Light-on,3,female,32.147413182140326,7.725017717930546,36.0,8.0,4.1614678899082564,4.5,#398FCB
59,Night_Light-on,3,male,26.05410306785552,0.377814719661478,45.0,1.0,68.96,45.0,#398FCB
60,Afternoon_Light-on,0,male,34.477876106194685,0.001,60.0,0.1,34477.876106194686,600.0,#936736
61,Afternoon_Light-on,0,female,22.124007173968742,0.1921598770176787,50.0,1.0,115.13333333333334,50.0,#936736
62,Afternoon_Light-on,0,female,24.400994575045207,0.5085895117540687,39.0,1.0,47.977777777777774,39.0,#936736
63,Night_Light-off,2,male,28.952968716748245,6.033198552883593,68.0,7.0,4.798941798941799,9.714285714285714,#003960
64,Night_Light-off,2,male,48.53547636671249,1.046843607909485,69.0,3.0,46.36363636363637,23.0,#003960
65,Night_Light-off,2,female,28.934472934472932,6.27920227920228,62.0,8.0,4.607985480943738,7.75,#003960
66,Afternoon_Light-on,0,female,18.63840719332049,0.001,49.0,0.1,18638.40719332049,490.0,#936736
67,Afternoon_Light-on,0,male,24.08493664946035,4.880337869544815,25.0,2.0,4.935096153846154,12.5,#936736
68,Afternoon_Light-on,0,male,29.937519855977975,3.9182463200254154,65.0,1.0,7.640540540540542,65.0,#936736
69,Night_Light-off,2,female,18.567367822626494,10.608300170551448,48.0,8.0,1.7502679528403005,6.0,#003960
70,Night_Light-off,2,female,21.55433287482806,1.6643741403026133,59.0,3.0,12.950413223140496,19.666666666666668,#003960
71,Night_Light-off,2,male,21.082695053875113,2.8041022978060495,49.0,4.0,7.518518518518519,12.25,#003960
72,Afternoon_Light-on,0,male,34.60457647531112,0.3880636959721665,49.0,2.0,89.17241379310344,24.5,#936736
73,Afternoon_Light-on,0,male,30.411305147058826,2.7688419117647056,59.0,3.0,10.983402489626558,19.666666666666668,#936736
74,Afternoon_Light-on,0,female,38.96775905532706,0.6235902879129628,46.0,2.0,62.48936170212766,23.0,#936736
75,Night_Light-off,2,female,17.39405439595193,1.7330803289057557,49.0,5.0,10.036496350364965,9.8,#003960
76,Night_Light-off,2,female,19.48965662081277,1.0395883650110258,86.0,4.0,18.74747474747475,21.5,#003960
77,Night_Light-off,2,male,25.71195144724556,3.6181139122315598,70.0,4.0,7.106451612903224,17.5,#003960
78,Afternoon_Light-on,0,female,22.21240055562571,3.9777749715873214,39.0,3.0,5.584126984126984,13.0,#936736
79,Afternoon_Light-on,0,male,21.67153589315526,6.583889816360601,42.0,2.0,3.2916006339144213,21.0,#936736
80,Afternoon_Light-on,0,male,22.027027027027028,10.61936936936937,51.0,9.0,2.0742311770943798,5.666666666666667,#936736
81,Night_Light-off,2,female,25.072010018785225,1.3024420788979336,46.0,3.0,19.250000000000004,15.333333333333334,#003960
82,Night_Light-off,2,male,27.075898167975254,6.780870806566738,57.0,7.0,3.9929824561403504,8.142857142857142,#003960
83,Night_Light-off,2,female,30.001210214207912,1.4159506232603172,50.0,3.0,21.188034188034184,16.666666666666668,#003960
84,Afternoon_Light-on,0,female,23.07889016749776,2.0713463751438432,39.0,3.0,11.141975308641976,13.0,#936736
85,Afternoon_Light-on,0,female,35.782115536797676,0.21102611448166714,57.0,1.0,169.56249999999997,57.0,#936736
86,Afternoon_Light-on,0,female,19.314079422382672,0.46415678184631254,37.0,1.0,41.611111111111114,37.0,#936736
87,Night_Light-off,2,male,27.979332809165452,2.504773671796024,57.0,5.0,11.170403587443946,11.4,#003960
88,Night_Light-off,2,male,36.83903009056383,3.54464894342195,82.0,2.0,10.39285714285714,41.0,#003960
89,Night_Light-off,2,male,15.57234166182452,0.3486345148169669,53.0,2.0,44.666666666666664,26.5,#003960
90,Afternoon_Light-on,0,male,46.44469525959368,4.45823927765237,47.0,3.0,10.417721518987342,15.666666666666666,#936736
91,Afternoon_Light-on,0,female,24.896441848114712,2.7934147636749866,66.0,4.0,8.912547528517111,16.5,#936736
92,Afternoon_Light-on,0,male,34.882878531755615,2.06471866698865,44.0,5.0,16.894736842105264,8.8,#936736
93,Night_Light-off,2,female,27.305428384565072,9.60322650970133,53.0,11.0,2.843359818388195,4.818181818181818,#003960
94,Night_Light-off,2,male,35.23901808785529,2.594745908699397,81.0,7.0,13.580912863070537,11.571428571428571,#003960
95,Night_Light-off,2,female,31.206753390534182,7.832825906448934,48.0,8.0,3.9840989399293285,6.0,#003960
96,Night_Light-off,2,male,24.957645065650148,5.844980940279543,50.0,10.0,4.269927536231884,5.0,#003960
97,Night_Light-off,2,male,26.804236270335192,11.223932743749318,60.0,9.0,2.3881322957198448,6.666666666666667,#003960
98,Night_Light-off,2,female,27.33612273361227,1.6950970925866324,54.0,5.0,16.12658227848101,10.8,#003960
99,Afternoon_Light-on,0,female,28.58410023284178,2.8273644528218207,65.0,4.0,10.109803921568627,16.25,#936736
100,Afternoon_Light-on,0,male,39.701195219123505,15.388446215139442,70.0,15.0,2.579935275080906,4.666666666666667,#936736
101,Afternoon_Light-on,0,female,32.89278917318672,3.7005709452315503,60.0,3.0,8.888571428571428,20.0,#936736
102,Night_Light-off,2,male,23.341218880252338,8.91066801847471,42.0,10.0,2.619469026548673,4.2,#003960
103,Night_Light-off,2,female,28.629801144102423,8.948515390901662,53.0,11.0,3.1993911719939114,4.818181818181818,#003960
104,Night_Light-off,2,male,32.76767676767677,10.454545454545453,70.0,15.0,3.134299516908213,4.666666666666667,#003960
105,Afternoon_Light-on,0,female,34.31689571544058,0.9296685529506872,54.0,2.0,36.91304347826087,27.0,#936736
106,Afternoon_Light-on,0,female,35.819393786945035,6.011822412275185,45.0,2.0,5.958158995815899,22.5,#936736
107,Night_Light-off,2,male,21.30005803830528,4.550203134068485,60.0,4.0,4.6811224489795915,15.0,#003960
108,Night_Light-off,2,female,23.808963651335137,10.692859663568992,44.0,14.0,2.2266226622662266,3.142857142857143,#003960
109,Night_Light-off,2,male,17.285502113561066,2.6733691305838,47.0,8.0,6.465811965811966,5.875,#003960
110,Afternoon_Light-on,0,male,30.642410460488918,5.048322910744742,72.0,4.0,6.06981981981982,18.0,#936736
111,Afternoon_Light-on,0,male,31.128757799205896,0.9075439591605219,59.0,2.0,34.3,29.5,#936736
112,Afternoon_Light-on,0,male,24.323139318206728,1.68804121451277,46.0,4.0,14.409090909090908,11.5,#936736
113,Night_Light-off,2,female,24.695602349233635,2.3205844434894716,37.0,3.0,10.641975308641975,12.333333333333334,#003960
114,Night_Light-off,2,female,18.286296188536515,3.2732033750363687,35.0,4.0,5.586666666666667,8.75,#003960
115,Night_Light-off,2,female,18.377374972701464,9.838392662153309,50.0,10.0,1.8679245283018868,5.0,#003960
116,Afternoon_Light-on,0,female,27.812144931195554,2.1209443252114633,41.0,2.0,13.113095238095237,20.5,#936736
117,Afternoon_Light-on,0,male,23.044991965720406,0.1205141938939475,50.0,0.1,191.22222222222223,500.0,#936736
118,Afternoon_Light-on,0,female,31.522949399975257,13.658295187430408,48.0,11.0,2.307971014492754,4.363636363636363,#936736
119,Afternoon_Light-on,0,male,23.22363065472729,0.9884870333759739,48.0,5.0,23.49411764705882,9.6,#936736
120,Stress_Light-on,4,female,18.694256154120584,10.363895825900821,27.0,12.0,1.803786574870912,2.25,#f55e6f
121,Stress_Light-on,4,female,14.914099526066352,35.21919431279621,18.0,14.0,0.4234650967199327,1.2857142857142858,#f55e6f
122,Stress_Light-on,4,female,22.498255408234474,18.087927424982553,34.0,15.0,1.2438271604938274,2.2666666666666666,#f55e6f
123,Stress_Light-on,4,female,17.656097220282163,24.96158681380081,41.0,23.0,0.7073307218802463,1.7826086956521738,#f55e6f
124,Stress_Light-on,4,male,20.438175270108044,28.226290516206483,50.0,20.0,0.7240829346092504,2.5,#f55e6f
125,Stress_Light-on,4,male,22.84311122909477,23.267852402442262,38.0,12.0,0.9817455790074159,3.1666666666666665,#f55e6f
126,Stress_Light-on,4,male,12.463382157123835,12.037283621837549,30.0,10.0,1.0353982300884956,3.0,#f55e6f
127,Stress_Light-on,4,male,21.219038922497433,12.498573222234905,51.0,9.0,1.697716894977169,5.666666666666667,#f55e6f
128,Stress_Light-on,4,female,11.71353251318102,47.68892794376099,36.0,15.0,0.24562373318592223,2.4,#f55e6f
129,Stress_Light-on,4,female,13.378424853834689,38.690817379341965,24.0,22.0,0.3457777777777778,1.0909090909090908,#f55e6f
130,Stress_Light-on,4,female,10.84967320261438,39.034690799396685,42.0,28.0,0.2779495105615662,1.5,#f55e6f
131,Stress_Light-on,4,female,9.605080373089898,35.81067672157174,37.0,23.0,0.2682183430313106,1.608695652173913,#f55e6f
132,Stress_Light-on,4,male,67.58169934640523,17.254901960784313,5.0,4.0,3.916666666666667,1.25,#f55e6f
133,Stress_Light-on,4,male,20.23887649297808,8.859430371439823,45.0,18.0,2.284444444444444,2.5,#f55e6f
134,Stress_Light-on,4,male,9.943355119825709,45.49891067538127,33.0,27.0,0.21854050948094234,1.2222222222222223,#f55e6f
135,Stress_Light-on,4,male,14.476518741921584,44.032744506678156,34.0,21.0,0.3287671232876712,1.619047619047619,#f55e6f
136,Stress_Light-on,4,female,8.149421128798842,50.48842257597684,32.0,33.0,0.16141168040128986,0.9696969696969697,#f55e6f
137,Stress_Light-on,4,female,7.954545454545454,19.165742793791573,15.0,29.0,0.4150397686189443,0.5172413793103449,#f55e6f
138,Stress_Light-on,4,female,3.2619880633875282,40.22432599300267,13.0,26.0,0.08109490918393451,0.5,#f55e6f
139,Stress_Light-on,4,female,13.979314099074577,18.49755035383778,53.0,31.0,0.755738669805768,1.7096774193548387,#f55e6f
140,Stress_Light-on,4,male,14.028822854227776,21.4130850656804,40.0,27.0,0.6551518761167361,1.4814814814814814,#f55e6f
141,Stress_Light-on,4,male,12.29652873112375,28.8095705040204,17.0,13.0,0.42682096664397545,1.3076923076923077,#f55e6f
142,Stress_Light-on,4,male,17.64176417641764,40.21602160216022,29.0,7.0,0.4386750223813787,4.142857142857143,#f55e6f
143,Stress_Light-on,4,male,31.76470588235294,13.56401384083045,11.0,4.0,2.3418367346938775,2.75,#f55e6f
144,Stress_Light-on,4,female,9.32694228080687,6.7106051527860995,14.0,7.0,1.3898809523809523,2.0,#f55e6f
145,Stress_Light-on,4,female,8.369876072449953,32.37368922783603,35.0,23.0,0.25853945818610136,1.5217391304347827,#f55e6f
146,Stress_Light-on,4,female,41.692594897324206,11.20099564405725,50.0,12.0,3.7222222222222223,4.166666666666667,#f55e6f
147,Stress_Light-on,4,female,8.419887621317896,50.417163289630516,29.0,26.0,0.16700439040864573,1.1153846153846154,#f55e6f
148,Stress_Light-on,4,male,13.196562240088717,21.12558913224286,28.0,15.0,0.6246719160104987,1.8666666666666667,#f55e6f
149,Stress_Light-on,4,male,13.13856427378965,16.74457429048414,21.0,11.0,0.7846460618145562,1.9090909090909092,#f55e6f
150,Stress_Light-on,4,male,10.168670027142303,53.78053509112058,28.0,22.0,0.18907714491708727,1.2727272727272727,#f55e6f
151,Stress_Light-on,4,male,23.715210355987054,11.792880258899677,46.0,4.0,2.0109769484083424,11.5,#f55e6f
