,sniffing_Morning_Light-on,sniffing_Stress_Light-on,rising_Morning_Light-on,rising_Stress_Light-on,hunching_Morning_Light-on,hunching_Stress_Light-on,rearing_Morning_Light-on,rearing_Stress_Light-on,climbing_Morning_Light-on,climbing_Stress_Light-on
58,171.8300358501475,179.50332747244744,179.49201241542565,179.69829476406318,166.6885204782826,175.88371002163478,178.6485539359222,165.67968915170758,179.11392830968083,171.80377422009653
59,177.5767529919645,171.7124302330427,162.2290931576312,173.46778716588653,167.2524391690444,178.53212008741494,165.6664778336828,178.20656738017632,176.04454681242999,171.59925502448976
60,165.97006806569087,172.1964154386165,176.5989350269126,179.1785656057877,177.5583841626147,174.2329029364068,171.84983704170443,178.96217671031857,156.04713623853533,164.8120965352479
61,170.1801267622788,161.74008095203055,173.4686659669953,164.2642541902899,178.77624224570275,169.4518585043274,171.5202055199472,177.80483054019257,168.95985384595016,175.5351147006388
62,153.56687153710524,171.2108786953099,175.93421810110678,170.27034883097724,178.15507151982158,168.9023948480633,172.34209825083116,175.4508525226259,152.41489166257773,175.38801929829387
63,166.42413428939616,167.86379186464484,159.39382760833686,155.30449219374566,179.27020457963266,172.81420431211208,179.17001609018027,173.03741969561477,153.13861389339527,164.00079582003937
64,169.14324041554136,174.99800437228674,175.68866203367404,129.88724632215744,173.11514995101908,172.55800809629363,172.1164851016608,122.30506132316732,166.07565703817082,163.38424746180985
65,157.2775185646211,78.35154640916085,173.9091312844062,169.31944334758867,171.59427291443617,167.67681620074148,179.9286900680157,142.08362085146908,179.8358364107857,174.14039284508584
66,178.7315176810066,165.4119621450012,168.9537054451265,168.52093135558462,174.7292182118853,177.75628507866287,167.37799068155633,112.806207617975,171.14551759994671,171.40387179300225
67,171.509882924824,165.10641934801194,164.5710045739711,179.94417974645262,167.73702128584074,169.78429652416168,162.88682974994674,124.81504869872174,171.50958190218026,177.5051849384636
68,174.88017678373515,177.28561867799033,179.6050026742129,175.9882939629096,176.84254620741407,153.64439792537462,179.13163886797406,178.50834586682882,174.89006135855243,168.11925590290883
69,176.24272331273198,156.3263117015319,164.2249196472597,178.1117231584407,165.28178591614005,179.43695476499275,176.86170491628985,169.8264130865729,167.04586910105087,175.01138156669865
70,174.8039046220679,169.85903026334734,160.5530010074222,167.4806772607156,175.69114433428584,167.50179154137123,178.81190269817867,165.38432299090638,133.0445195901785,167.86639463091876
71,179.92624086784542,158.80725096934745,178.8892572129607,154.230109379009,161.22178147290404,170.33056988661502,179.01911007374775,167.41673226458227,162.43953070829048,157.2312159657535
72,170.5344168631712,172.64294953580003,175.12046940500946,158.66668602753745,172.1195154974729,174.50516697558425,179.13071945222993,177.89799157066534,164.6623488982122,152.4007341921105
73,177.62576526635385,151.5791371777313,178.1633593957183,167.86945778224035,161.17937093390555,173.70692365944785,174.62140141671904,179.02341916917652,166.3189060665088,170.51331005461196
74,163.80444065207627,171.39060646302815,179.34823310249195,175.15605376961122,173.77491565696496,174.57709766889673,167.41646715688574,179.6284531222627,164.98020839198054,148.12195082656777
75,163.85975669706593,171.20096523330264,166.74600061028184,159.1098421532672,161.10381077159496,176.15244284402067,157.9565978132212,163.42672768101468,175.05303496046312,173.19008072812338
76,176.78023840285613,173.5045631633493,176.77646505609192,175.78847693687,170.21589072880215,166.2509078142581,179.41473919764914,171.32814845366545,150.12448277351564,177.1102636188494
77,159.1596659868883,171.95359875743802,174.2626522855099,146.83866489102064,160.20839632500315,167.90696242965413,176.83375191993784,162.18009357435633,161.56307998205796,170.09496788941073
78,175.91490315054062,175.53988612376224,178.74904574421794,174.0562826134189,153.83097626527658,172.42692747947092,179.75965596805358,161.456318627605,162.36090358838192,170.1349930815664
79,173.3516925726576,169.60671255353625,173.6796311212364,159.84496286000632,179.68845525513615,165.12876600154942,174.78716620145778,167.74907789904995,148.0871353470934,150.97892240037328
80,170.9058491064838,159.417175386971,179.69423967819765,172.6670742128203,162.20248933380608,147.9708608773703,157.9887480720628,172.63180638723267,151.87565419196622,167.18702411088657
81,174.3599897300815,158.21511625319334,175.04338035653691,179.8671341356072,160.12199489525847,167.04677865396985,171.68092361499427,149.45711838323976,165.0957341744078,151.63446872069218
82,171.901624545194,163.98876882780738,159.59499195105414,173.45186691595865,178.50932701121943,170.55772355894368,173.3539219666387,158.54284131787495,127.78420483903518,174.98382623399806
83,171.53863528069655,154.96474630776376,179.27789827075435,164.08462654484214,179.63990730228372,172.8527551004222,178.83237154793642,177.87994442226082,156.1097384456877,171.32160557499546
84,177.63062970413202,179.66090189503578,160.74126733289677,170.14463469063668,164.53794917315122,171.64471596492328,173.81806996401056,151.96732341350733,172.05726347782095,179.23362789672387
85,170.50691599163528,167.47820168567836,169.70458363306219,173.8353182551221,174.58828718098923,152.28968332623955,160.5981779610548,158.62336488901408,175.9752568446592,175.67197309416298
86,175.07246505050796,178.70113841525168,179.01546357203708,176.77092219816808,164.07384790683577,177.12418584572256,170.89273902113112,176.20665784036132,137.27061302296855,143.76232079248683
87,179.04928459802468,174.61257579566825,173.2976821134084,173.80420954724823,156.61996476899435,155.57049238217226,153.2434967669262,171.07466965324573,152.930471849411,166.4210881338165
88,176.84356714923928,171.56717555296677,168.55582837938317,158.95046587450133,179.5459875150213,142.12324186640973,170.24470772645898,166.1272871438036,169.1766154527093,179.8278501904684
89,161.15506105547686,174.6828981223927,176.223300786453,175.91245886029887,179.1337143221427,148.88136065576742,163.568026102406,164.21195701115076,166.42754723691775,164.35460154922313
90,176.46974329033932,167.18708460014508,170.12464745723273,174.72499068337066,158.4692439151185,153.88743184534323,172.75156975009315,174.62116327465728,164.0380942188561,155.8336365305685
91,179.34219684793484,176.5399388054829,166.28330364529955,158.39891566965818,162.39233950976165,156.27649849139783,169.03985210380708,161.56883184249511,157.7280475325397,172.52653881740832
92,176.06200643710793,167.26039184066425,165.2951679734066,178.82170969150746,165.88711678731758,104.14605228079782,165.4089980142822,164.13655965200397,166.27855702705517,165.57611252304406
93,163.03247016508973,175.9280486860803,175.20443553079159,169.32661542518946,169.4530977761973,166.58416257924856,157.85067410123975,179.7229422567446,158.1674475017646,157.41634804914918
94,173.22850438095242,165.17464578560504,170.64458617391216,166.8281207494808,156.15494379542787,170.94617158630666,175.83127362251003,178.82734549417083,177.17308934827034,163.15262340638424
95,167.9255345455756,171.30560839020592,175.41423992515962,166.75961861678144,161.40835605935962,173.54601900117478,177.8583222948543,176.11909784956273,159.12493647395033,176.3187748138636
96,158.87619722253208,170.00822927792444,165.7486978624836,174.98151484396746,167.2120474968861,172.0414997050151,166.57645910919393,177.51788625852066,176.62756275605153,147.55592342723935
97,178.65997926344176,163.81084069791024,171.3598391217321,151.20702744519178,165.14170118608033,112.514388045917,175.19562974855526,166.57469468011485,176.45170616293163,165.98458757622186
98,164.46838461641477,174.9596171520733,168.09632780717868,169.529948345807,161.1518840702616,97.99067843804397,166.50178397048228,139.3904340539466,166.95276362575717,163.77977388560473
99,178.34326561608145,173.4520336521044,170.3523954935111,167.44297104337238,163.5218335576664,161.0471279554974,170.45378166224592,174.94217357834316,177.34401721373567,148.6638203469639
100,170.51490059124174,172.4284956425993,172.62451796183748,161.29592143183413,165.53366930515958,145.59580200402362,167.1966545358019,150.6589351474094,165.4187993542993,173.1920628232128
101,174.41043629072294,169.66029998205792,178.6762624543158,174.93065936417517,158.65036990005459,161.20303734337006,170.56513894007682,156.19828035708784,166.5725437571389,174.21233352179058
102,171.64817093202757,160.35125123991082,173.7798556039626,164.32064141357625,179.23972491976346,172.80205832505962,162.43612795653638,173.0540157495286,175.76817467736234,166.2827350296115
103,164.97592315721013,161.08738208099012,141.5499784471113,172.84754620991814,170.62182125585355,166.9426187846347,179.88058662360967,166.32305200101862,163.4050502012309,160.0843162101488
104,174.74135379508306,168.9586164940065,174.11596901252653,172.21131851423738,178.17845472076164,178.1656795822913,175.16732348504692,163.46029458997134,164.39484452403158,160.55086027465308
105,172.8559821241325,161.89302021245987,167.88695070451624,175.56970902391865,162.65205389444526,170.0609085798458,172.38682063409993,169.44897220141473,162.51540352423302,148.45560545475706
106,166.47520058580454,169.8644341639323,163.33263472683512,177.4082305580503,163.63903477428937,160.51436937655288,172.7217467396483,160.2721041004396,165.08171897850232,145.6500020703053
107,173.52620895063419,160.3956253999646,178.16157215650034,163.56859511647295,172.00627966072253,147.36907957818227,175.87401238399343,156.98293340058038,164.83765585907483,147.01039180085192
108,164.04279710059166,173.86919267079762,170.57606959962678,169.3491825644321,168.4820165815366,176.6403396824247,172.5613443151193,179.5098785232589,140.41204381859055,178.6652202908877
109,171.23202854853088,150.35746882685677,176.05579263900876,177.79117936953577,167.55579573475492,169.57078450646299,176.0953057150791,163.25931489652882,162.92136864743935,157.908613672478
110,178.69227282300187,155.32638154439013,163.61533464780345,177.7864701821713,167.90142239607476,148.46994795132767,171.86707619484292,174.8686193374816,179.93503705984378,123.1746767781919
111,159.93763668321594,177.35203339967893,167.3065989422891,160.08996877485131,164.10443923687436,147.82393720194153,169.34649854134616,177.30798225727455,113.68199954261873,134.95192022870032
112,177.9781300986825,148.54957987389756,176.40563312478773,179.25106058304186,161.44853577047235,166.41913181167806,179.3406973117431,161.1015809052033,141.2055817197204,175.784778633262
113,176.86023039471843,144.36844711149155,166.54522907472713,175.7500643392104,171.5335468026666,140.66006418259522,177.82286626367312,179.76453627835775,141.58344033803596,162.7230130535465
114,164.23108798482556,161.53434595451876,167.68647481640375,170.56337528524514,172.96189269929565,158.32430830871206,147.6906490897418,175.6566752738283,151.35626165100373,177.29812632808648
115,170.82450412227524,179.84446016803392,168.5003979517557,178.39883979121393,163.45518628985204,143.2810531708778,170.46532624511616,131.4302329586763,126.25639596508981,169.26365985440788
116,179.51303536435486,160.78304637664604,165.08160433772954,176.0137154477774,179.53445833376543,124.83810679476235,174.46388179291205,176.5082759291845,155.7896330410817,158.02578782075577
117,153.46657250263047,172.011830720652,178.93607696462223,178.883415716201,174.93809194598907,126.95726319348861,171.3762107909579,174.84415488837317,158.68918624093712,176.480636117835
118,175.53592247756356,158.19170990015436,172.28600411735616,175.1170755018786,148.07614502828957,173.2012819364431,175.03104304057828,158.09848544840366,173.87828575201843,179.00354933090705
119,171.3657282909521,167.55287229335732,179.6381795482034,170.50468070814043,159.2511803704253,166.1445642625239,177.7723581062006,159.34720731116997,155.62355587848364,175.59476602677157
120,177.76547845283676,172.71475294882694,166.63127376013676,177.04986830484205,158.03890813545422,179.52387006407415,168.10241042938526,162.49564221741878,175.87029768879646,166.8292326722608
121,176.01536696814057,173.88927736926584,174.87398154872977,174.05801845449972,179.2817821216514,173.02832490062275,160.22313835989982,162.0198034328436,162.23985831466788,177.62657460437808
122,178.94764345207872,177.31068323556963,162.48441017441317,177.83752990637393,174.4579486758989,178.16430861161137,177.71299690112608,159.58614754778824,178.64081222421765,172.22797971106266
123,173.85773811607734,169.85579473433208,171.57313858912468,172.77683204973204,167.7439681928118,168.01164237555267,175.02936917237733,175.19117629590778,173.88265183500337,146.7220788395868
124,159.3200278942197,165.9862402804904,176.82779913968778,175.47849482903015,168.8845069381076,170.81027428772077,166.62567775944166,156.97640961627528,149.99451683845868,163.8090814071283
125,178.58829595451112,168.6819314368733,163.42539024268254,153.0251055708526,172.42364565353125,176.02358530237117,159.4588165915962,175.95175744463415,179.37182928447749,165.86645264555017
126,170.3110327375391,174.76546506917066,169.42322990104904,176.1753110204104,169.89836285149636,178.88399610034773,176.20316586914618,160.36108502800323,159.49901752626928,167.94326025408208
127,165.08420596943242,169.7424758207029,179.180700691296,176.19493983124187,169.2468383331344,170.33124816612113,174.33575153608484,166.0106646880627,136.65515495767428,160.46627153719126
128,167.90176916521528,153.6923954840826,170.09349711091747,178.0672573392159,171.13614886886702,146.73122307091748,167.18766705846457,178.2347039123935,110.38555413065305,154.29889399527218
129,177.9875780038832,173.43605757804008,165.6378722797121,165.62686155535718,167.72229651283584,164.54212111000297,162.73242248895076,160.3006975881687,151.00733462134625,171.4806752878294
130,165.5176929463996,177.43658623382044,170.9431502190856,167.2939316292537,177.24667770645138,175.7240237909419,178.05218891488948,175.6564470511193,176.51857259841623,173.07854094930053
131,164.995483142307,162.1954735057288,178.30164521491636,164.4394478463668,174.7653957182985,156.77706873956484,170.531113703801,170.8962153613043,165.7854551605302,146.9838470058354
132,179.73851789268957,155.43737538189072,177.51007863444067,169.9523396021879,168.16530011005835,161.61542486782724,176.8311537668509,172.37409450233267,150.9867159241419,165.06072293394476
133,162.3698003552138,176.62900141876085,165.94961116869555,168.0221155918205,177.21494142914833,142.8818007519523,176.5616487336949,150.91925208549983,178.1646799294517,173.83716906021277
134,166.93180492908095,168.6301967328316,160.13024443974913,171.5044430785684,172.6772758626859,121.34496090755337,175.89714641393695,169.52096661746384,171.4334569417082,175.51478195797088
135,179.0419584391252,173.6745174939746,151.46482937169438,157.05954613089497,163.87285311812525,105.34950789034775,176.30282467576427,173.63849695110272,171.85871114524718,178.28382804647796
136,175.73651813108418,163.06385161647952,167.7343075397581,172.86687362847917,173.42744705547236,132.43432762032452,178.3550864143033,140.9223161033836,141.02249917019537,165.99997285967206
137,178.0962740350843,160.30007672625746,167.6454899954896,175.46043170510367,159.37328453135768,156.21297026575346,173.78332589771185,170.09884188546928,151.3095714846573,174.73474030022615
138,164.86195096965398,173.81057850064414,164.96700074478647,164.51463318502795,170.9195019416163,128.73600497599386,166.69002713971457,171.74056944302157,149.8525352243218,167.14830842257575
139,153.74197161973504,162.60988295770613,176.72939733059104,179.7394300025756,169.18978221788348,154.19497174976428,179.82269753849272,141.40573979432648,162.2681249255211,177.70245093628682
140,176.35586272205518,179.26740428298817,161.6914195388904,175.91185813610815,162.18038823882765,143.23354591779605,171.21414558194115,177.18673795480186,179.68480183887954,162.69347307635934
141,179.5304527175256,168.75694077035504,169.88603718113774,177.25024760523914,148.90474311567814,140.44628747136903,172.28084872846114,178.94066760914146,157.81605860908707,170.9752490828502
142,174.7519616187778,172.2601543973053,147.89250833050738,167.071151810773,165.126411625675,111.38409445002799,163.0123190221007,168.05735720706832,153.2944685517936,174.41209266074048
143,178.9007837047159,169.49966704933075,170.31577708320265,165.8065638767111,172.839571908786,148.98453868734558,163.78218928492373,147.04530017685576,157.0341782005482,179.51201247992964
144,176.23130431605725,175.2476910422177,178.8008065775728,172.87693155154406,167.12093725395042,164.77251878787672,160.83501354536716,167.06523415749385,177.91167216796896,152.84370772134614
145,173.51393784709714,173.0659640772431,156.32279305587164,148.89994632045773,173.45934179896165,135.1264125918911,173.95781139486263,170.55579412054365,173.7499652087465,171.61557761253027
146,174.072789898646,173.3707992095044,170.11449019769168,174.86987051824454,165.5531004040042,160.02479525049884,179.88841814998122,174.7003600098099,166.16466714864566,166.34380001472633
147,171.63936002225267,171.33687719944496,177.90332560609397,176.81421345198282,162.82148941995683,164.84441204992552,172.75971794732757,169.28076253373752,176.74396149342647,129.51568862424284
148,160.48281535305063,163.06996584635073,178.022180093243,166.64955306016188,153.93703784745045,157.91708971014097,178.37182846059486,175.09021651424948,148.65740513064276,172.41243893355298
149,177.75778477745902,174.04337147958265,164.08311232735826,164.4803762963844,154.61372702281298,161.39044735476924,173.69085759168956,174.86934192171012,144.634625990417,163.1506537023339
150,173.52852210388915,165.48532230360132,179.78268026227758,167.3810945551086,163.39892234899938,147.38036534836843,179.83067091586832,179.41872633829956,178.66385442677804,175.57460700091661
151,170.03035712286098,179.16686407970772,174.92639176681934,163.7468291956352,132.36680148965138,153.36455829829484,178.12831464655156,175.06584813972614,172.21291046654602,95.55577379855512
152,179.96438366829406,155.42669889075148,173.39183268243795,171.75823529765475,178.8453888326616,155.39117039796494,163.46344950494827,156.8189236535959,156.76844386236235,168.1398422079151
153,167.08021124956278,156.25938122778524,176.02077642142117,176.68076839754025,168.5523105811769,103.09970281091648,174.50710118029613,168.13377882306196,154.1874882492215,161.7599051609537
154,178.98131296406956,162.72378708841833,171.45157405666973,177.4527326035385,160.86588018580628,159.73807227515266,169.80497079854024,169.66520099470407,179.5135684963916,164.2099762332504
155,175.58735792087558,176.85677742721586,177.54177025647422,174.61560440798158,175.17849313669512,68.64677854769162,167.1739944282039,158.43835982829881,175.6054548710921,179.04839086859002
156,179.42871113082896,177.87544372492695,164.300800976893,175.54718448069414,158.45922790305775,116.67710663374285,173.8347192337488,174.66205102878214,177.25688131714983,151.49480554419534
157,173.00750342399826,172.54994295045188,170.98926872080855,171.510170679363,176.5650150785646,165.97589347567123,179.00735242850422,178.25055777045088,170.83340944039867,179.46671679285637
158,173.86527083822355,174.51349483629357,178.63719587250125,167.40572204104498,165.6547795520858,161.6726240381928,176.75999921745753,178.01718132796677,145.2452276636634,158.50521720680547
159,169.38490840194146,170.30451781013696,168.92229433516616,146.50459113295315,176.01993049942072,137.57472768891714,179.42351450351038,170.25785949185595,156.26105731216157,164.8674762090317
160,176.81787718383484,163.601315459644,171.79433072145952,174.13163327614689,166.31081848808427,174.41758220988137,178.82800694564148,167.9173776686432,158.10632285384327,161.19691979527298
161,177.11712943720346,152.33477166649374,178.6702452585902,179.814097598878,165.35508847200057,171.91003251392831,175.896416222491,173.6838816092863,155.17564585041663,160.03222400583894
162,170.74992509238132,172.79242418614248,170.6703354693597,176.55088882381216,153.77030762737456,72.41126397418199,167.45763945454325,134.48412667661682,155.52083538875087,147.55610923438994
163,160.83469366300483,160.39617873232507,177.15892801707102,178.5427704814231,162.5743864378031,76.9666200587483,172.98422598039485,170.26413011000585,178.30955395624775,160.06302246951768
