revised_movement_label,group,body_stretch_rate
running,Morning_Light-on,98.88562677396872
running,Morning_Light-on,96.94548699386073
running,Morning_Light-on,101.16601386170625
running,Stress_Light-on,96.46447358834374
running,Stress_Light-on,94.0240989221665
running,Stress_Light-on,93.74240886808764
running,Morning_Light-on,99.82729573567562
running,Stress_Light-on,91.28011658393451
running,Stress_Light-on,93.04761644532408
running,Morning_Light-on,107.55432230551168
running,Morning_Light-on,92.06211391733608
running,Morning_Light-on,98.82291688254409
running,Morning_Light-on,96.62774410515176
running,Morning_Light-on,107.86881831584758
running,Stress_Light-on,97.56209662866593
running,Morning_Light-on,101.58674031128334
running,Morning_Light-on,108.97151794620028
running,Stress_Light-on,100.60574121901742
running,Morning_Light-on,102.02757577805887
running,Stress_Light-on,94.26918083336973
running,Stress_Light-on,94.413417947001
running,Morning_Light-on,102.2705612456992
running,Stress_Light-on,90.76406818444299
running,Stress_Light-on,96.92656897015209
running,Stress_Light-on,99.13329281716162
running,Stress_Light-on,95.95264421329723
running,Morning_Light-on,104.79440112148501
running,Morning_Light-on,97.11186942296067
running,Stress_Light-on,97.45005887535252
running,Morning_Light-on,105.84557929077047
running,Stress_Light-on,100.32728117617351
running,Morning_Light-on,95.03147949273477
running,Stress_Light-on,92.07957758364546
running,Morning_Light-on,90.17255969453264
running,Stress_Light-on,97.24521030283509
running,Morning_Light-on,95.93420195640236
running,Stress_Light-on,97.62492784195808
running,Morning_Light-on,103.35328790002862
running,Stress_Light-on,96.9831644591641
running,Morning_Light-on,102.29731587225636
running,Stress_Light-on,94.72403079581125
running,Stress_Light-on,92.54294314264396
running,Morning_Light-on,98.2592526872184
running,Stress_Light-on,96.25214144085025
running,Morning_Light-on,104.85267931916754
running,Morning_Light-on,102.75596876229669
running,Morning_Light-on,95.25366426378042
running,Stress_Light-on,98.08046373651274
running,Stress_Light-on,100.82132491810437
running,Stress_Light-on,94.0164804774757
running,Stress_Light-on,94.66036454727931
running,Morning_Light-on,103.01020919702492
running,Morning_Light-on,107.05221645012021
running,Morning_Light-on,106.99065649729442
running,Morning_Light-on,103.89493646160406
running,Morning_Light-on,111.77516568436549
running,Stress_Light-on,98.2706324478134
running,Morning_Light-on,106.4430593733267
running,Morning_Light-on,108.33352474125616
running,Stress_Light-on,92.53632054492405
running,Stress_Light-on,93.08337568452303
running,Stress_Light-on,99.18646813030269
running,Morning_Light-on,101.41273090255672
running,Stress_Light-on,91.65438961568513
running,Morning_Light-on,95.12667964276463
running,Morning_Light-on,102.14734278025557
running,Morning_Light-on,106.57706883164533
running,Stress_Light-on,91.52062183730575
running,Morning_Light-on,102.96618977657259
running,Stress_Light-on,92.69900003376783
running,Stress_Light-on,92.64004403051027
running,Stress_Light-on,98.47105472202418
running,Stress_Light-on,91.87363621427238
running,Morning_Light-on,120.80183065650843
running,Morning_Light-on,101.29668629212406
running,Stress_Light-on,94.95535592481843
running,Morning_Light-on,97.91855099783791
running,Stress_Light-on,98.25267971246441
running,Stress_Light-on,95.55180075859914
running,Stress_Light-on,105.25484983330142
running,Morning_Light-on,104.27610548724276
running,Stress_Light-on,98.33180901182165
running,Morning_Light-on,97.49215782419722
running,Stress_Light-on,93.89659149202912
running,Morning_Light-on,103.11022373286592
running,Morning_Light-on,95.01730857183664
running,Stress_Light-on,97.32933583586342
running,Morning_Light-on,93.7755816300115
running,Stress_Light-on,96.39030682997209
running,Morning_Light-on,106.9039110373766
running,Morning_Light-on,98.79901757582562
running,Stress_Light-on,96.14760494116754
running,Morning_Light-on,98.88902835052549
running,Stress_Light-on,98.62484815661183
running,Stress_Light-on,103.00724388329499
running,Stress_Light-on,96.7806063501872
running,Stress_Light-on,94.29538630230067
running,Morning_Light-on,98.80909026471352
running,Stress_Light-on,98.90144769267789
running,Morning_Light-on,106.08138713829848
running,Stress_Light-on,95.27077063601284
running,Stress_Light-on,93.3010562572795
running,Morning_Light-on,106.69055980772436
running,Morning_Light-on,103.93835795536835
running,Stress_Light-on,91.2235917941166
running,Stress_Light-on,98.37927519299416
running,Stress_Light-on,98.13870092691845
running,Morning_Light-on,105.02417902428735
running,Stress_Light-on,96.60713846861672
running,Stress_Light-on,94.64085650526285
running,Morning_Light-on,105.45915577972566
running,Morning_Light-on,98.50261865477121
running,Stress_Light-on,95.80030594965115
running,Morning_Light-on,98.93328431198546
running,Morning_Light-on,104.26833573474529
running,Morning_Light-on,102.65440196262472
running,Morning_Light-on,99.56434839838066
running,Morning_Light-on,104.32398834425278
running,Stress_Light-on,97.8317764279333
running,Stress_Light-on,93.36084975182646
running,Morning_Light-on,104.42701884715895
running,Morning_Light-on,102.18667962242003
running,Morning_Light-on,100.83106508129906
running,Morning_Light-on,104.64245979300858
running,Morning_Light-on,105.11556211257587
running,Stress_Light-on,98.79401511914739
running,Morning_Light-on,107.72814699790776
running,Morning_Light-on,96.80745376781363
running,Morning_Light-on,102.50493661287324
running,Stress_Light-on,96.75418004845346
running,Stress_Light-on,98.09340713052858
running,Morning_Light-on,108.14107758453346
running,Morning_Light-on,98.69919176167143
running,Morning_Light-on,101.49480168030536
running,Morning_Light-on,97.09839248505115
running,Morning_Light-on,102.19500036195103
running,Stress_Light-on,98.01642136643667
running,Stress_Light-on,89.86058291098206
running,Stress_Light-on,95.63539673364421
running,Stress_Light-on,99.8861977175707
running,Morning_Light-on,101.0866525679956
running,Morning_Light-on,104.18220635293751
running,Stress_Light-on,94.16858489008868
running,Stress_Light-on,95.63482124612673
running,Stress_Light-on,99.92442497542736
running,Morning_Light-on,98.57397276665486
running,Morning_Light-on,102.65472840767956
running,Stress_Light-on,95.94783806814614
running,Stress_Light-on,91.29837165587949
running,Morning_Light-on,107.00483668274757
running,Morning_Light-on,97.94959434660876
running,Morning_Light-on,100.18831490617556
running,Stress_Light-on,92.96710209340588
running,Morning_Light-on,100.27476059330642
running,Stress_Light-on,105.31661185946486
running,Stress_Light-on,97.38811540535558
running,Stress_Light-on,95.06545502736354
running,Morning_Light-on,99.08298154131579
running,Morning_Light-on,105.49198621885365
running,Morning_Light-on,94.648788162407
running,Stress_Light-on,95.80123442790332
running,Morning_Light-on,100.6276890204135
running,Morning_Light-on,99.78897992828509
running,Morning_Light-on,108.39205111823101
running,Morning_Light-on,99.61089649243203
running,Stress_Light-on,95.16781065485488
running,Morning_Light-on,95.94700176637258
running,Stress_Light-on,100.57093981889986
running,Morning_Light-on,103.12237995379365
running,Morning_Light-on,99.05464113888961
running,Stress_Light-on,94.05395383185673
running,Morning_Light-on,100.05021614057684
running,Morning_Light-on,107.62397223574484
running,Stress_Light-on,102.75674749878267
running,Stress_Light-on,97.30099798444458
running,Stress_Light-on,95.77126062824713
running,Stress_Light-on,99.08718151262357
running,Morning_Light-on,102.72317793600696
running,Morning_Light-on,104.60268025812451
running,Stress_Light-on,95.21361958879423
running,Morning_Light-on,99.51829032589873
running,Stress_Light-on,92.47216219911391
running,Morning_Light-on,98.99985369577117
running,Stress_Light-on,94.44065323363932
running,Morning_Light-on,98.49952800541209
running,Morning_Light-on,104.85123767946416
running,Stress_Light-on,95.82517381357927
running,Stress_Light-on,94.70466655619848
running,Morning_Light-on,110.0936434868667
running,Morning_Light-on,101.07502528761437
running,Morning_Light-on,106.8245167118878
running,Stress_Light-on,91.71931638568499
running,Stress_Light-on,96.37776701018879
running,Stress_Light-on,96.07573147657189
running,Morning_Light-on,102.3046246666385
running,Morning_Light-on,103.595488915933
running,Morning_Light-on,96.18345412755808
running,Morning_Light-on,100.66353553405285
running,Stress_Light-on,94.24013125813748
running,Stress_Light-on,94.20316692920963
running,Stress_Light-on,98.28938876353085
running,Morning_Light-on,95.49271564713861
running,Stress_Light-on,94.53086567734135
running,Morning_Light-on,100.23202255652505
running,Stress_Light-on,87.08557324721586
running,Morning_Light-on,97.45391613108481
running,Morning_Light-on,105.46189162747415
running,Morning_Light-on,100.15060775843463
running,Stress_Light-on,99.882494893496
running,Morning_Light-on,98.9314317823853
running,Stress_Light-on,94.67422291239046
running,Morning_Light-on,101.51763872586037
running,Morning_Light-on,99.89885949326738
running,Morning_Light-on,108.68546944609602
running,Morning_Light-on,106.69906260677135
running,Morning_Light-on,105.41717800838728
running,Stress_Light-on,98.6116399056122
running,Stress_Light-on,91.89595232867688
running,Stress_Light-on,94.64850382472885
running,Stress_Light-on,98.83841914865855
running,Stress_Light-on,95.59018632225124
running,Morning_Light-on,102.33331315911403
running,Stress_Light-on,93.67443619061157
running,Morning_Light-on,99.10442258827352
running,Morning_Light-on,102.10895577972674
running,Stress_Light-on,94.29755699933379
running,Stress_Light-on,93.31039889665277
running,Morning_Light-on,99.53673761495719
running,Stress_Light-on,103.42271458382501
running,Stress_Light-on,96.0847219165731
running,Stress_Light-on,91.58170115843977
running,Stress_Light-on,91.93324225715457
running,Morning_Light-on,102.66884873570837
running,Morning_Light-on,95.41457778316122
running,Morning_Light-on,105.9330674481419
running,Stress_Light-on,95.25708207144748
running,Stress_Light-on,96.68470533148094
running,Stress_Light-on,93.22497431152141
running,Stress_Light-on,95.11920505634328
running,Morning_Light-on,96.94384620808675
running,Morning_Light-on,100.68392459794275
running,Morning_Light-on,107.20441739299488
running,Morning_Light-on,101.45097496813837
running,Morning_Light-on,100.05599485200479
running,Morning_Light-on,100.57419201459005
running,Stress_Light-on,96.12216026514751
running,Morning_Light-on,101.51697301614435
running,Stress_Light-on,93.57757552519627
running,Stress_Light-on,90.49080685586388
running,Stress_Light-on,92.90209162192812
running,Stress_Light-on,93.0170941801126
running,Stress_Light-on,93.53663516063071
running,Morning_Light-on,99.68775123999494
running,Stress_Light-on,95.41703371469413
running,Stress_Light-on,95.42774080687623
running,Morning_Light-on,97.70726316581019
running,Stress_Light-on,93.56400154770618
running,Morning_Light-on,101.47742795109171
running,Morning_Light-on,104.58720916725184
running,Stress_Light-on,100.06420564055693
running,Morning_Light-on,100.72004930302705
running,Morning_Light-on,105.84545489416799
running,Morning_Light-on,99.2396030407866
running,Morning_Light-on,102.57836951246549
running,Morning_Light-on,102.62961375737507
running,Morning_Light-on,98.95584701444099
running,Morning_Light-on,99.21185463788338
running,Stress_Light-on,95.20192007845057
running,Morning_Light-on,106.89637160593814
running,Stress_Light-on,97.98421744947991
running,Stress_Light-on,94.97676376466683
running,Stress_Light-on,92.21508351523828
running,Stress_Light-on,93.993263526665
running,Stress_Light-on,92.18225102251307
running,Stress_Light-on,90.33599400214709
running,Stress_Light-on,106.12413767526601
running,Morning_Light-on,97.09242636553613
running,Stress_Light-on,96.35767117092293
running,Stress_Light-on,94.012194160279
running,Stress_Light-on,98.80297613465936
running,Morning_Light-on,99.23910270199559
running,Stress_Light-on,90.93673909624823
running,Stress_Light-on,97.45969733767656
running,Morning_Light-on,102.39086708688664
running,Stress_Light-on,92.48272436514782
running,Morning_Light-on,100.09179703036133
running,Stress_Light-on,89.89950220057999
running,Stress_Light-on,90.20576200958203
running,Stress_Light-on,95.69278441944414
running,Morning_Light-on,101.19364292793817
running,Stress_Light-on,97.4710568909177
running,Stress_Light-on,95.31345703509619
running,Morning_Light-on,104.76937257623362
running,Stress_Light-on,95.05578765983273
running,Stress_Light-on,96.23734471091167
running,Morning_Light-on,100.61724852828216
running,Stress_Light-on,93.64480113628356
running,Stress_Light-on,92.99182099495374
running,Morning_Light-on,107.11646332148617
running,Morning_Light-on,97.89145705405042
running,Morning_Light-on,103.38091720773663
running,Morning_Light-on,103.6271254302982
running,Stress_Light-on,97.61781189050089
running,Stress_Light-on,98.07501927996202
running,Stress_Light-on,93.3503965435474
running,Stress_Light-on,95.24405941962875
running,Stress_Light-on,96.82690511464463
running,Stress_Light-on,90.48091636083771
running,Stress_Light-on,96.05965387901453
running,Morning_Light-on,98.50721142678651
running,Morning_Light-on,101.4866364073468
running,Morning_Light-on,104.17289793935065
running,Morning_Light-on,100.53949364799321
running,Morning_Light-on,102.75861415596506
running,Stress_Light-on,91.04738731468896
running,Stress_Light-on,99.49238877333674
running,Morning_Light-on,95.57727220532446
running,Morning_Light-on,101.49134708482815
running,Morning_Light-on,97.98428181121591
running,Stress_Light-on,87.96312211831699
running,Morning_Light-on,107.07968867383586
running,Morning_Light-on,103.71252876107427
running,Morning_Light-on,98.94520385590727
running,Morning_Light-on,106.41656418784764
running,Stress_Light-on,96.90720306890158
running,Morning_Light-on,107.69683553690246
running,Morning_Light-on,107.38284143900067
running,Morning_Light-on,98.62486590494215
running,Morning_Light-on,96.5340688304976
running,Stress_Light-on,94.72662589116379
running,Stress_Light-on,90.89309313263415
running,Stress_Light-on,93.11267066692699
running,Stress_Light-on,97.98794585323544
running,Morning_Light-on,107.64913716861402
running,Stress_Light-on,98.39113528618873
running,Morning_Light-on,100.91273408797593
running,Morning_Light-on,98.60629160290296
running,Stress_Light-on,96.46592051081547
running,Morning_Light-on,108.75531914925347
running,Morning_Light-on,102.77502050604063
running,Morning_Light-on,99.17345186528469
running,Morning_Light-on,98.06100898225554
running,Stress_Light-on,86.46459967325558
running,Morning_Light-on,100.4397431009784
running,Morning_Light-on,97.16851891446325
running,Morning_Light-on,103.67701103771635
running,Stress_Light-on,98.9890325843996
running,Stress_Light-on,97.15122777645561
running,Morning_Light-on,99.34647765254857
running,Morning_Light-on,101.34042253640129
running,Morning_Light-on,102.7460060048321
running,Morning_Light-on,109.7406076927997
running,Stress_Light-on,104.74919363460324
running,Stress_Light-on,91.59304474208506
running,Morning_Light-on,106.40740142978046
running,Morning_Light-on,101.93763339142434
running,Morning_Light-on,98.90331176813383
running,Stress_Light-on,97.02916776390971
running,Stress_Light-on,98.35267360017133
running,Morning_Light-on,97.2824368913856
running,Morning_Light-on,106.81125820631804
running,Stress_Light-on,100.42292294832997
running,Stress_Light-on,97.3562810764908
running,Morning_Light-on,107.24811960263752
running,Morning_Light-on,97.79841186035016
running,Morning_Light-on,106.28588436885913
running,Morning_Light-on,100.2754680946216
running,Stress_Light-on,95.64265579348967
running,Morning_Light-on,103.53117435736117
running,Morning_Light-on,96.73262867438467
running,Morning_Light-on,98.15399026221844
running,Morning_Light-on,101.78990487368608
running,Stress_Light-on,95.54398068667895
running,Morning_Light-on,104.89813055870529
running,Stress_Light-on,99.39579733646494
running,Morning_Light-on,108.4045913577259
running,Morning_Light-on,100.20433631907126
running,Morning_Light-on,102.37328243783104
running,Stress_Light-on,95.815848607931
running,Stress_Light-on,97.15802204312733
running,Stress_Light-on,98.88021746939908
running,Stress_Light-on,98.84657021615085
running,Morning_Light-on,107.26657397401172
running,Morning_Light-on,103.27110304680345
running,Stress_Light-on,99.16744070547072
running,Stress_Light-on,95.49686636540271
running,Morning_Light-on,96.46549679746151
running,Morning_Light-on,97.91761562154424
running,Morning_Light-on,106.68198207790853
running,Morning_Light-on,91.0698325160731
running,Stress_Light-on,93.6557367516012
running,Morning_Light-on,105.64142197973632
running,Morning_Light-on,106.72581146156847
running,Morning_Light-on,106.05844890779233
running,Morning_Light-on,103.77356053999019
running,Stress_Light-on,98.06294329789834
running,Stress_Light-on,98.23366748176684
running,Stress_Light-on,96.41857586113109
running,Morning_Light-on,99.96254083205883
running,Morning_Light-on,98.7579999519704
running,Stress_Light-on,94.6249386001819
running,Stress_Light-on,95.504205127425
running,Stress_Light-on,92.18167073737641
running,Morning_Light-on,102.05816647236192
running,Morning_Light-on,107.04436043531405
running,Stress_Light-on,93.42068415307335
running,Morning_Light-on,99.41640849969272
running,Stress_Light-on,95.77524975708458
running,Morning_Light-on,103.87015893983813
running,Stress_Light-on,89.59283836596882
running,Morning_Light-on,107.91601330461738
running,Stress_Light-on,96.55034444103477
running,Stress_Light-on,91.00659943169403
running,Stress_Light-on,90.96392397305382
running,Morning_Light-on,102.99369672744305
running,Morning_Light-on,109.0136442204827
running,Morning_Light-on,103.23845152318523
running,Morning_Light-on,96.53108881369856
running,Morning_Light-on,107.16549960181545
running,Morning_Light-on,102.21555944765186
running,Stress_Light-on,100.83259940027376
running,Morning_Light-on,104.11368216439149
running,Morning_Light-on,99.60885721438649
running,Morning_Light-on,105.79340858881478
running,Morning_Light-on,111.3836468266849
running,Morning_Light-on,104.25228036411825
running,Stress_Light-on,94.69474312811333
running,Morning_Light-on,101.45140276911523
running,Stress_Light-on,96.79818480739972
running,Stress_Light-on,95.47189722574674
running,Morning_Light-on,103.5933351825346
running,Stress_Light-on,93.89465252727415
running,Stress_Light-on,94.69103781245911
running,Morning_Light-on,111.5093349415889
running,Morning_Light-on,97.79067684605945
running,Morning_Light-on,102.10832217391983
running,Stress_Light-on,93.84913318632752
running,Morning_Light-on,107.47722892934574
running,Stress_Light-on,100.49036440062147
running,Morning_Light-on,99.72354678533468
running,Morning_Light-on,107.04047260093449
running,Stress_Light-on,93.3981147231655
running,Stress_Light-on,86.04264309228381
running,Stress_Light-on,95.37140036563595
running,Morning_Light-on,101.74071239160499
running,Morning_Light-on,105.65068961524521
running,Morning_Light-on,102.78073518957353
running,Stress_Light-on,93.1247389980976
running,Morning_Light-on,98.73226430231435
running,Morning_Light-on,103.01898874518771
running,Morning_Light-on,103.66862303894328
running,Morning_Light-on,104.91921363177555
running,Morning_Light-on,112.37242741796945
running,Stress_Light-on,93.17500860698587
running,Morning_Light-on,107.98446218439553
running,Stress_Light-on,95.97950111863385
running,Morning_Light-on,97.79857164848069
running,Morning_Light-on,103.97084546151692
running,Stress_Light-on,95.53759127176141
running,Stress_Light-on,94.5648128219059
running,Morning_Light-on,103.07077550139994
running,Morning_Light-on,100.06333313320943
running,Morning_Light-on,93.36410049436668
running,Stress_Light-on,94.81519630835624
running,Morning_Light-on,112.30032893241942
running,Stress_Light-on,102.82191841149073
running,Morning_Light-on,108.22397871340488
running,Morning_Light-on,99.54026856238887
running,Morning_Light-on,103.11751548515129
running,Stress_Light-on,95.99928077974585
running,Morning_Light-on,93.55323842935849
running,Morning_Light-on,102.7651091790071
running,Stress_Light-on,96.35959786301697
running,Stress_Light-on,91.05834632766641
running,Morning_Light-on,106.58919973237779
running,Stress_Light-on,93.92625603754252
running,Stress_Light-on,93.34821057135323
running,Stress_Light-on,95.18219585930339
running,Stress_Light-on,88.27634659051307
running,Morning_Light-on,102.36787785001545
running,Morning_Light-on,111.73911643271607
running,Morning_Light-on,98.77089923449944
running,Stress_Light-on,102.19938197034676
running,Morning_Light-on,104.73263147871887
running,Morning_Light-on,99.39351927965951
running,Morning_Light-on,96.26628087120869
running,Stress_Light-on,94.12874279663612
running,Morning_Light-on,100.2390514167175
running,Morning_Light-on,100.73982969946866
running,Stress_Light-on,86.64303039936142
running,Morning_Light-on,102.95748063118897
running,Morning_Light-on,99.40473350442309
running,Morning_Light-on,104.6745527830928
running,Stress_Light-on,95.49666496954838
running,Stress_Light-on,94.94392920659995
running,Stress_Light-on,91.05551532449213
running,Morning_Light-on,106.35500136829548
running,Morning_Light-on,96.32620604109398
running,Morning_Light-on,105.9748909370048
running,Morning_Light-on,103.79783550230641
running,Morning_Light-on,100.38680076119589
running,Stress_Light-on,97.58294576315308
running,Stress_Light-on,91.89557512169327
running,Morning_Light-on,100.67477384473575
running,Stress_Light-on,91.30083676297114
running,Stress_Light-on,102.63550651048934
running,Morning_Light-on,93.59165725033785
running,Morning_Light-on,103.08733307385826
running,Morning_Light-on,95.50357494484145
running,Morning_Light-on,102.28170264016434
running,Morning_Light-on,100.3881325687975
running,Morning_Light-on,99.220533909184
running,Morning_Light-on,113.4738150073289
running,Stress_Light-on,97.52366373354509
running,Stress_Light-on,96.0106745135165
running,Stress_Light-on,90.74149031755937
running,Stress_Light-on,99.94625194223671
running,Stress_Light-on,95.98514500417792
running,Stress_Light-on,92.5371994394329
running,Morning_Light-on,102.65966685516037
running,Stress_Light-on,95.33237152604262
running,Morning_Light-on,104.6491327281648
running,Morning_Light-on,102.90193651838516
running,Morning_Light-on,102.85839203055649
running,Stress_Light-on,89.55448058878443
running,Morning_Light-on,94.02877734436046
running,Morning_Light-on,101.46345689280089
running,Morning_Light-on,98.95999195875494
running,Morning_Light-on,100.58126044795901
running,Stress_Light-on,97.85982914037713
running,Stress_Light-on,103.35703979839137
running,Morning_Light-on,105.73513021038725
running,Morning_Light-on,98.90799600985584
running,Stress_Light-on,93.1207859621706
running,Morning_Light-on,97.13332623245313
running,Stress_Light-on,98.71009580309075
running,Morning_Light-on,96.87730214742382
running,Morning_Light-on,103.5076447558767
running,Morning_Light-on,103.68427399815626
running,Stress_Light-on,89.13226658503604
running,Stress_Light-on,93.34373558224648
